,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,598.2,928.1,"1,379","1,755","2,274","2,900","3,408","4,256","5,502","6,893"
Revenue Growth (YoY),51.02%,55.15%,48.53%,27.32%,29.54%,27.53%,17.55%,24.87%,29.26%,25.29%
Cost of Revenue,159.6,251.5,370,476.4,645.1,808.4,999.5,"1,275","1,719","1,910"
Gross Profit,438.6,676.6,"1,009","1,279","1,629","2,091","2,409","2,981","3,783","4,983"
"Selling, General & Admin",407.9,590.6,881.6,"1,097","1,332","1,606","1,820","2,145","2,554","2,992"
Research & Development,104.8,185.8,284.2,347.4,400.7,539.5,768.1,"1,140","1,418","1,604"
Other Operating Expenses,141.2,0,0,0,0,0,0,0,0,0
Operating Expenses,653.9,776.4,"1,166","1,445","1,733","2,145","2,588","3,285","3,972","4,596"
Operating Income,-215.3,-99.8,-157.3,-165.8,-104.2,-54.1,-179,-304.1,-188.8,387.3
Interest Expense / Income,1.9,22.3,23.4,24.5,29.6,83.9,88.7,163.3,27.4,27.2
Other Expense / Income,5,-0.2,-8.4,-10.2,-28.5,-63.4,-35.9,-2.4,-9,-206.2
Pretax Income,-222.2,-121.9,-172.3,-180.1,-105.3,-74.6,-231.8,-465,-207.2,566.3
Income Tax,4.3,9.4,20.4,22.9,16.9,7.3,35.2,33.9,59.8,126.6
Net Income,-226.5,-131.3,-192.7,-203,-122.2,-81.9,-267,-498.9,-267,439.7
Shares Outstanding (Basic),223,245,261,272,275,284,291,289,296,303
Shares Outstanding (Diluted),223,245,261,272,275,284,291,289,296,342
Shares Change,8.18%,9.83%,6.74%,4.02%,1.21%,3.05%,2.54%,-0.55%,2.25%,15.80%
EPS (Basic),-1.02,-0.54,-0.74,-0.75,-0.44,-0.29,-0.92,-1.73,-0.90,1.45
EPS (Diluted),-1.02,-0.54,-0.74,-0.75,-0.44,-0.29,-0.92,-1.73,-0.90,1.28
Free Cash Flow,52.3,319,586.1,705.4,926.1,924.4,821.3,"1,387","1,792","2,631"
Free Cash Flow Per Share,0.23,1.30,2.24,2.60,3.37,3.26,2.83,4.80,6.06,8.68
Gross Margin,73.32%,72.90%,73.16%,72.86%,71.63%,72.12%,70.68%,70.05%,68.76%,72.29%
Operating Margin,-35.99%,-10.75%,-11.41%,-9.45%,-4.58%,-1.87%,-5.25%,-7.15%,-3.43%,5.62%
Profit Margin,-37.86%,-14.15%,-13.98%,-11.57%,-5.37%,-2.82%,-7.83%,-11.72%,-4.85%,6.38%
Free Cash Flow Margin,8.74%,34.37%,42.52%,40.19%,40.73%,31.88%,24.10%,32.59%,32.57%,38.17%
Effective Tax Rate,-,-,-,-,-,-,-,-,-,22.36%
EBITDA,-200.9,-70.7,-106.1,-95.8,20.7,163.1,110.4,3.2,157.2,925.6
EBITDA Margin,-33.58%,-7.62%,-7.70%,-5.46%,0.91%,5.62%,3.24%,0.08%,2.86%,13.43%
Depreciation & Amortization,19.4,28.9,42.8,59.8,96.4,153.8,253.5,304.9,337,332.1
EBIT,-220.3,-99.6,-148.9,-155.6,-75.7,9.3,-143.1,-301.7,-179.8,593.5
EBIT Margin,-36.83%,-10.73%,-10.80%,-8.87%,-3.33%,0.32%,-4.20%,-7.09%,-3.27%,8.61%
