,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"7,467","7,251","7,400","7,367","7,706","7,738","8,087","7,660","7,888","8,429","7,734","7,958","8,845","9,564","10,456","9,379","9,087","10,488","9,445","9,334","8,852","8,784","10,069","10,841","11,290","7,853","8,245","7,896","9,356","9,910","10,101","9,999","10,784","11,836","11,054","10,343","12,974","14,019","13,427","16,132","15,962"
Market Cap Growth,31.33%,9.27%,15.45%,4.19%,3.20%,6.73%,9.29%,3.97%,2.37%,8.93%,-4.36%,3.89%,12.13%,13.47%,35.19%,17.86%,2.74%,9.66%,-9.67%,-0.47%,-2.59%,-16.25%,6.60%,16.14%,27.55%,-10.60%,-18.11%,-27.16%,-17.13%,26.19%,22.51%,26.64%,15.27%,19.43%,9.43%,3.44%,20.31%,18.45%,21.47%,55.97%,-
Enterprise Value,"7,343","7,354","7,946","7,853","7,906","7,978","8,386","7,897","8,237","8,739","7,938","8,155","8,996","9,729","10,620","9,426","9,085","10,421","9,459","9,328","8,829","8,834","10,041","10,757","11,116","7,718","7,944","7,668","10,464","10,688","10,906","10,842","12,432","13,146","12,027","11,748","14,660","15,494","14,445","17,452","17,544"
PE Ratio,5.93,6.20,6.25,6.02,6.43,6.30,7.05,7.97,8.07,10.20,10.00,8.12,8.88,8.57,8.67,34.54,18.82,26.13,41.86,8.78,99.41,36.98,20.12,26.67,11.18,11.70,15.57,11.82,18.20,11.81,7.60,9.88,7.82,8.86,14.19,19.41,21.73,21.08,11.08,7.30,6.84
PS Ratio,1.32,1.31,1.31,1.27,1.36,1.33,1.40,1.38,1.39,1.54,1.40,1.40,1.53,1.58,1.70,1.48,1.37,1.52,1.30,1.25,1.20,1.16,1.31,1.39,1.37,0.95,0.97,0.87,0.98,0.96,0.90,0.87,0.91,0.99,0.94,0.87,1.08,1.13,1.01,1.14,1.14
PB Ratio,1.07,1.03,1.01,1.00,1.03,1.01,1.05,1.02,1.04,1.08,0.97,0.99,1.10,1.15,1.22,1.18,1.09,1.26,1.15,1.12,1.13,1.04,1.13,1.21,1.24,0.92,0.89,0.82,0.96,1.02,0.97,1.00,1.06,1.24,1.25,1.35,1.54,1.56,1.23,1.44,1.45
P/FCF Ratio,6.80,6.01,5.92,6.14,7.31,7.45,8.12,8.23,7.12,7.44,6.14,6.28,6.39,6.88,7.84,6.39,7.82,10.74,14.29,14.10,14.51,10.05,7.57,6.98,6.10,4.14,3.92,3.09,3.26,3.03,2.97,2.88,2.81,3.14,2.93,2.78,3.51,3.58,3.13,3.54,3.56
P/OCF Ratio,6.80,6.01,5.92,6.14,7.31,7.45,8.12,8.23,7.12,7.44,6.14,6.28,6.39,6.88,7.84,6.39,7.82,10.74,14.29,14.10,14.51,10.05,7.57,6.98,6.10,4.14,3.92,3.09,3.26,3.03,2.97,2.88,2.81,3.14,2.93,2.78,3.51,3.58,3.13,3.54,3.56
Debt / Equity Ratio,0.07,0.07,0.12,0.12,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.20,0.20,0.18,0.19,0.30,0.32,0.35,0.40,0.37,0.34,0.28,0.27,0.27
Interest Coverage,59.92,46.87,40.43,24.81,41.76,41.51,28.13,10.17,46.77,20.19,21.53,37.08,47.00,38.75,35.19,-123.42,98.01,30.34,8.86,24.98,-87.35,55.32,45.15,12.76,29.37,-4.75,33.69,42.03,9.20,24.86,49.71,-4.44,22.78,13.58,5.96,-15.04,22.04,13.75,23.73,22.32,20.45
Return on Capital (ROIC),Upgrade,17.46%,16.13%,14.94%,15.65%,15.25%,15.14%,13.99%,11.79%,12.27%,10.15%,9.37%,11.67%,11.82%,12.78%,13.42%,0.43%,2.74%,1.83%,-0.11%,12.20%,-2.29%,-0.56%,2.21%,1.22%,10.65%,6.94%,5.04%,6.16%,4.14%,7.54%,11.12%,8.83%,10.79%,11.04%,7.10%,5.06%,5.33%,5.67%,8.84%,16.22%
Dividend Yield,1.40%,1.60%,1.70%,1.90%,1.90%,2.00%,2.00%,2.20%,2.20%,2.10%,2.40%,2.40%,2.20%,2.10%,1.90%,2.20%,2.30%,2.00%,2.20%,2.30%,2.40%,2.50%,2.20%,2.10%,2.10%,3.10%,2.90%,3.10%,2.60%,2.50%,2.50%,2.50%,2.30%,2.10%,2.20%,2.40%,2.00%,1.80%,1.90%,1.80%,1.90%
Payout Ratio,9.90%,12.00%,11.90%,12.40%,12.60%,13.10%,20.10%,47.00%,13.90%,28.50%,31.10%,16.20%,13.80%,17.60%,20.90%,-7.90%,9.10%,25.30%,76.00%,26.70%,-14.80%,16.10%,17.10%,54.70%,29.10%,378.00%,32.40%,25.50%,96.30%,18.20%,9.10%,-82.40%,14.20%,20.50%,53.10%,-20.10%,13.10%,17.70%,10.10%,11.20%,13.01%
Buyback Yield / Dilution,7.36%,7.29%,7.74%,6.48%,5.54%,6.12%,3.64%,2.82%,4.78%,4.00%,4.71%,5.21%,5.13%,4.19%,3.00%,1.97%,-0.48%,0.16%,0.22%,0.51%,1.03%,0.40%,0.60%,0.28%,-0.33%,-0.34%,1.83%,1.89%,2.00%,2.01%,-0.24%,0.25%,1.49%,1.80%,1.61%,1.16%,0.52%,0.29%,0.41%,-10.13%,-10.13%
Total Shareholder Return,8.76%,8.89%,9.44%,8.38%,7.44%,8.12%,5.64%,5.02%,6.98%,6.10%,7.11%,7.61%,7.33%,6.29%,4.90%,4.17%,1.82%,2.16%,2.42%,2.81%,3.43%,2.90%,2.80%,2.38%,1.77%,2.76%,4.73%,4.99%,4.60%,4.51%,2.26%,2.75%,3.79%,3.90%,3.81%,3.56%,2.52%,2.09%,2.31%,-8.33%,-8.26%
