,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,-232.46,-159.38,-170.06,-176.66,-198.61,-188.85,-95.15,-73.73,-41.63,-64.53,-38.84,32.95,247.76,18,-102.95,100.68,210.26,207.36,128.75,"1,551",268.63,267.43,57.52,583.22,602.75,837.27,667.43,604.24,653.1,67,851.9,770.1,762.1,810.5,930.5,818.9,699.8,915.7,"1,035",968.8
Depreciation & Amortization,15.79,14.17,16.96,16.34,16.36,14.07,16.17,15.75,16.42,14.96,14.57,15.45,14.85,14.89,15.23,16.43,16.34,18.06,19.19,18.83,27.14,27.7,25.85,26.22,26.82,26.7,26.64,29.34,28.8,31.3,31.7,33.8,35.9,37.3,36.7,38.4,38.8,41.4,42.1,59
Share-Based Compensation,46.58,42.44,46.14,40.22,57.38,63.26,65.73,44.65,55.47,61.94,61.21,62,69.44,73.1,74.46,76.25,78.14,82.44,85.53,78.94,93.79,89.69,85.42,91.6,115.71,117.19,99.54,97.07,115.2,104.6,103,118.6,130.3,113.9,135.6,111.5,122.4,119.3,130.9,208.6
Other Operating Activities,-5.67,-25.15,19.32,-61.69,-97.38,1.26,-48.83,42.48,-45.39,28.48,28.72,34.33,-66.35,75.67,183.36,34.15,-52.09,13.85,147.88,"-1,333.72",-64.78,78.94,166,-255.06,70.42,57.37,114.13,-239.12,123.9,-402.6,-59.4,72.5,27.9,178.1,-147.3,109.6,38.9,58,60.1,"-1,001.8"
Operating Cash Flow,-175.76,-127.92,-87.65,-181.78,-222.24,-110.27,-62.07,29.14,-15.14,40.86,65.66,144.72,265.69,181.65,170.09,227.51,252.66,321.7,381.35,314.58,324.78,463.75,334.79,445.98,815.7,"1,039",907.75,491.53,921,-199.7,927.2,995,956.2,"1,140",955.5,"1,078",899.9,"1,134","1,268",234.6
Operating Cash Flow Growth,-,-,-,-,-,-,-,-,-,-,-,396.60%,-,344.57%,159.06%,57.20%,-4.91%,77.10%,124.21%,38.27%,28.55%,44.15%,-12.21%,41.77%,151.15%,123.94%,171.14%,10.21%,12.91%,-,2.14%,102.43%,3.82%,-,3.05%,8.38%,-5.89%,-0.47%,32.75%,-78.25%
Capital Expenditures,-15.53,-11.7,-9.3,-14.68,-10.56,-13.42,-8.8,-12.53,-11.97,-15.92,-13.88,-14.79,-11.1,-17.38,-27.96,-42.98,-29.28,-29.61,-20.91,-15.65,-18.04,-16.36,-24.29,-16.71,-19.45,-17.86,-174.8,-47.69,-70.9,-49.9,-52.4,-61.8,-63.6,-53.3,-54.2,-33.6,-42.1,-59.6,-40.6,-58.1
Acquisitions,0,0,0,-10,0,-80,0,0,0,0,0,0,0,0,0,-61.6,0,0,0,-7.9,0,0,-245.82,-908.38,0,0,0,0,0,0,0,0,0,0,-295.9,0,0,0,0,0
Change in Investments,-4.41,101.64,39.41,6.82,223.8,372.58,-91.07,-89.22,-90.81,-46.95,53.93,191.69,-149.88,-58.91,24.28,21.14,34.21,-86.69,-28.98,-17.36,-21.1,-33.83,21.12,28.11,51.12,89.78,-73.14,291.45,-3.4,-29.8,-0.5,-72.2,12.6,-8.2,-34.1,209.2,"-1,791.5",-244.3,-77.1,-770.4
Other Investing Activities,-0.48,-0.05,0.44,-0.15,0.8,-0.71,-1.07,-20.95,0.08,5.08,-5.26,0.03,-,-,-221.6,62.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-58
