,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"16,674","22,363","26,739","28,574","28,559","30,099","25,478","30,919","19,586","21,277","21,609","18,273","27,167","32,097","38,332","37,900","41,379","43,311","49,257","42,349","47,028","46,968","43,547","56,303","61,693","75,271","70,878","61,457","55,863","52,195","47,058","55,834","66,437","72,069","74,255","74,127","81,002","90,635","89,750","104,849","108,794"
Market Cap Growth,39.02%,26.16%,51.48%,64.52%,71.28%,34.59%,-4.71%,8.21%,-31.42%,-29.31%,-15.19%,-40.90%,38.71%,50.86%,77.39%,107.41%,52.32%,34.94%,28.50%,11.74%,13.65%,8.44%,-11.59%,32.95%,31.18%,60.26%,62.76%,9.15%,-9.45%,-30.66%,-33.61%,-9.15%,18.93%,38.08%,57.80%,32.76%,21.92%,25.76%,20.87%,41.44%,-
Enterprise Value,"15,891","21,682","26,089","28,003","28,190","29,796","25,196","30,601","19,286","20,934","21,220","17,631","26,262","30,933","37,105","36,418","39,488","41,127","46,781","39,762","44,174","43,628","40,155","53,117","58,036","70,342","65,274","55,688","49,838","46,381","40,974","49,196","59,071","63,663","65,309","64,159","71,377","80,166","78,566","94,355","98,300"
PE Ratio,-45.13,-47.41,-51.66,-38.69,-40.53,-41.00,-38.65,-55.58,-49.04,-77.36,-98.79,-163.07,153.19,123.52,195.83,143.84,183.10,104.28,76.13,20.20,21.82,21.20,20.31,47.84,40.83,36.17,26.34,22.66,20.23,26.21,21.62,23.84,27.11,22.56,22.69,22.31,24.85,26.94,25.87,28.97,30.40
PS Ratio,16.64,26.95,33.98,49.23,47.56,47.92,33.57,29.95,15.16,13.66,13.01,10.74,13.46,15.06,16.70,15.23,17.14,16.51,17.41,13.90,14.40,13.60,12.03,13.53,12.80,13.93,11.83,9.90,8.71,7.81,6.60,7.37,8.36,8.63,8.54,8.30,8.80,9.54,9.30,10.62,11.02
PB Ratio,13.55,19.08,23.13,26.58,29.25,33.63,27.63,32.89,20.46,21.68,21.15,15.80,18.11,19.20,21.40,18.68,17.23,16.12,16.95,9.55,9.96,9.26,8.29,9.25,9.55,10.01,8.71,7.08,6.22,5.68,4.94,5.53,6.09,6.04,5.70,5.33,5.61,5.86,5.44,5.96,6.19
P/FCF Ratio,-75.46,-62.49,-63.28,-45.77,-42.89,-46.31,-40.84,-75.28,-95.52,-377.10,326.32,101.77,58.90,53.44,55.48,50.84,57.93,51.43,46.45,36.05,37.38,33.23,31.94,37.69,31.10,29.44,23.79,20.53,18.33,29.37,24.52,23.18,27.11,19.03,19.47,18.88,20.82,23.37,21.34,31.42,32.60
P/OCF Ratio,-97.71,-75.13,-71.96,-49.86,-46.09,-50.00,-44.21,-84.61,-123.70,-2952.27,179.29,77.39,52.55,48.80,50.29,44.86,49.74,44.56,41.63,33.34,35.03,31.64,30.29,35.88,29.94,28.57,22.09,18.89,16.63,24.61,21.99,21.12,24.80,17.94,18.35,17.95,19.88,22.28,20.49,29.64,30.76
Debt / Equity Ratio,0.44,0.46,0.72,0.77,0.85,0.92,0.89,0.88,0.86,0.84,0.80,0.73,0.37,0.34,0.33,0.30,0.25,0.22,0.20,0.13,0.13,0.12,0.12,0.10,0.08,0.07,0.07,0.10,0.10,0.10,0.09,0.09,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.04,0.04
Quick Ratio,3.71,3.58,4.28,4.00,4.24,3.27,3.38,2.60,2.37,2.17,1.92,2.12,3.39,3.17,2.92,2.94,3.40,3.42,3.47,3.19,3.54,3.51,3.20,3.33,3.27,3.47,3.46,4.02,4.06,4.16,4.21,4.04,4.37,4.14,4.28,4.46,3.95,3.82,3.74,3.60,3.60
Current Ratio,3.83,3.71,4.43,4.20,4.49,3.46,3.63,2.78,2.54,2.34,2.08,2.31,3.82,3.49,3.28,3.28,3.68,3.68,3.71,3.43,3.78,3.74,3.44,3.61,3.54,3.72,3.72,4.33,4.39,4.61,4.63,4.46,4.75,4.50,4.70,4.83,4.28,4.14,4.08,3.99,3.99
