,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"60,838","66,729","73,227","92,056","74,474","109,833","99,318","98,017","127,496","112,448","102,474"
Market Cap Growth,27.77%,9.68%,9.74%,25.71%,-19.10%,47.48%,-9.57%,-1.31%,30.08%,-11.80%,-
Enterprise Value,"65,534","80,900","85,672","103,458","87,806","120,973","108,327","106,083","140,496","128,465","118,491"
PE Ratio,16.83,18.51,14.16,46.90,14.76,17.63,14.54,15.52,22.24,16.25,15.39
PS Ratio,1.52,1.65,1.55,1.84,1.39,1.84,1.52,1.46,1.93,1.66,1.52
PB Ratio,17.89,21.55,48.46,-108.30,53.43,35.12,16.51,8.94,13.76,16.45,14.99
P/FCF Ratio,20.14,16.03,17.75,17.37,40.04,18.85,15.48,12.73,20.79,18.05,16.45
P/OCF Ratio,15.74,13.08,14.11,14.21,23.73,15.02,12.14,10.63,16.34,14.20,12.94
EV/Sales Ratio,1.64,2.00,1.81,2.07,1.63,2.02,1.66,1.58,2.13,1.90,1.75
EV/EBITDA Ratio,10.28,12.95,10.52,14.44,11.45,13.32,10.77,11.19,16.14,12.30,11.35
EV/EBIT Ratio,12.19,15.50,12.36,17.33,13.50,15.32,12.35,13.07,19.24,14.25,13.15
EV/FCF Ratio,21.69,19.44,20.76,19.52,47.21,20.76,16.88,13.78,22.91,20.62,19.02
Debt / Equity Ratio,1.81,4.93,9.45,-16.78,10.12,4.05,2.02,1.06,1.68,2.55,2.55
Debt / EBITDA Ratio,0.96,2.44,1.75,1.99,1.84,1.39,1.21,1.23,1.79,1.67,1.67
Debt / FCF Ratio,2.03,3.67,3.46,2.69,7.58,2.17,1.90,1.52,2.54,2.80,2.80
Quick Ratio,0.66,0.60,0.80,0.40,0.22,0.28,0.37,0.40,0.32,0.21,0.21
Current Ratio,1.11,1.05,1.21,1.36,1.12,1.22,1.39,1.42,1.32,1.21,1.21
Asset Turnover,1.08,0.96,0.96,1.03,1.18,1.24,1.31,1.30,1.27,1.23,1.23
Interest Coverage,15.82,11.79,10.45,9.17,9.74,12.09,14.84,14.27,11.72,9.84,9.84
Return on Equity (ROE),84.60%,116.20%,206.80%,196.50%,807.40%,202.00%,150.50%,75.60%,53.70%,79.10%,79.10%
Return on Assets (ROA),9.80%,8.60%,10.50%,4.10%,11.10%,13.00%,13.60%,12.20%,11.00%,12.50%,12.50%
Return on Capital (ROIC),35.21%,18.46%,28.23%,17.53%,40.57%,45.62%,39.75%,33.49%,28.66%,29.82%,29.82%
Earnings Yield,5.94%,5.40%,7.06%,2.13%,6.78%,5.67%,6.88%,6.44%,4.50%,6.15%,6.75%
FCF Yield,4.97%,6.24%,5.63%,5.76%,2.50%,5.31%,6.46%,7.85%,4.81%,5.54%,6.08%
Dividend Yield,2.90%,2.80%,2.70%,2.30%,3.10%,2.30%,2.80%,3.00%,2.30%,2.70%,2.97%
Payout Ratio,48.10%,52.90%,39.20%,109.40%,46.20%,40.70%,40.20%,46.40%,52.40%,43.90%,45.74%
Buyback Yield / Dilution,1.37%,2.73%,4.66%,2.13%,0.81%,0.83%,0.81%,1.43%,4.97%,5.33%,5.33%
Total Shareholder Return,4.27%,5.53%,7.36%,4.43%,3.91%,3.13%,3.61%,4.43%,7.27%,8.03%,8.30%
