,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"16,574","18,583","23,137","28,724","29,947","22,114","25,082","28,004","28,586","25,043","24,121","30,681","33,076","37,574","33,508","38,837","33,678","29,500","35,785","26,136","28,690","27,577","29,031","28,408","18,421","17,394","22,120","27,513","36,067","31,396","30,428","25,358","27,129","21,418","18,299","19,992","19,338","21,548","16,124","17,216","20,245"
Market Cap Growth,68.87%,99.59%,125.02%,118.83%,80.68%,19.00%,8.41%,-2.51%,-4.54%,13.24%,-3.83%,9.56%,15.71%,50.04%,38.92%,26.58%,1.82%,-21.49%,6.80%,-32.70%,-14.81%,-6.52%,-18.87%,8.69%,-35.79%,-36.93%,-23.81%,-3.15%,95.79%,80.50%,37.56%,-7.83%,-24.78%,-31.78%,-39.86%,-21.16%,-28.72%,0.61%,-11.89%,-13.88%,-
Enterprise Value,"15,890","17,347","22,309","28,428","29,196","21,669","24,654","28,131","28,312","24,982","23,970","30,763","32,660","37,517","33,547","39,232","34,027","29,334","35,411","25,824","29,513","28,116","29,396","28,332","19,225","14,359","20,153","26,378","34,504","27,821","27,239","22,135","23,630","16,988","14,738","17,131","17,040","18,697","13,664","14,942","17,971"
PE Ratio,19.57,17.08,19.98,25.29,20.84,14.00,13.67,12.84,12.76,10.21,10.69,14.04,16.46,19.44,16.16,11.57,9.68,8.50,10.06,10.60,12.01,11.51,11.89,12.35,10.13,106.71,-13.38,-8.95,-12.59,-19.61,15214.14,25.96,46.45,21.50,22.13,37.09,29.39,37.09,32.44,37.02,44.64
PS Ratio,0.93,1.02,1.26,1.54,1.59,1.17,1.29,1.41,1.41,1.22,1.19,1.51,1.63,1.82,1.61,1.84,1.59,1.39,1.66,1.19,1.29,1.24,1.30,1.27,0.86,1.05,1.73,3.04,5.25,3.18,2.39,1.61,1.47,1.01,0.81,0.84,0.78,0.86,0.63,0.66,0.78
PB Ratio,2.31,2.47,3.11,4.24,4.34,3.09,3.60,3.81,3.81,3.20,3.00,3.64,4.03,4.41,3.81,4.03,3.50,2.95,3.53,2.65,2.93,2.77,2.92,2.89,2.03,1.60,2.26,3.10,3.97,3.24,2.97,2.44,2.60,1.93,1.68,1.87,1.88,2.00,1.46,1.64,1.93
P/FCF Ratio,12.56,11.67,18.28,24.91,22.89,34.02,17.64,23.38,19.10,12.86,13.91,13.61,14.46,20.50,18.63,21.49,28.32,14.02,13.96,8.80,8.63,9.35,10.19,9.60,13.03,11.90,-56.29,-16.76,-73.46,49.44,28.60,13.96,14.84,25.59,25.81,-148.09,-18.67,-14.72,-18.92,-48.09,-48.36
P/OCF Ratio,6.34,5.85,7.75,9.90,9.26,8.76,8.04,8.65,8.40,6.44,6.17,7.15,7.69,9.55,8.22,9.88,10.18,7.04,8.01,5.34,5.74,6.37,6.99,7.13,7.36,7.14,75.24,-24.43,-346.80,31.27,20.57,10.92,9.87,8.09,5.29,5.27,5.65,7.34,4.86,5.44,6.40
Debt / Equity Ratio,0.39,0.37,0.37,0.40,0.39,0.38,0.38,0.43,0.44,0.43,0.41,0.40,0.37,0.36,0.35,0.38,0.37,0.35,0.34,0.34,0.48,0.46,0.44,0.41,0.70,1.05,1.29,1.37,1.41,1.37,1.25,1.18,1.18,1.08,0.93,0.88,0.91,0.86,0.84,0.87,0.87
Quick Ratio,0.61,0.63,0.62,0.57,0.57,0.52,0.50,0.48,0.50,0.50,0.55,0.56,0.55,0.53,0.52,0.57,0.55,0.58,0.59,0.54,0.53,0.55,0.57,0.58,0.61,1.63,1.98,1.93,1.87,1.46,1.91,1.84,1.73,1.52,1.44,1.28,1.14,1.14,1.09,1.03,1.03
Current Ratio,0.75,0.76,0.77,0.66,0.72,0.67,0.65,0.54,0.55,0.57,0.62,0.66,0.63,0.61,0.62,0.70,0.67,0.70,0.71,0.64,0.63,0.65,0.66,0.67,0.69,1.70,2.07,2.02,1.97,1.54,2.03,1.97,1.87,1.66,1.58,1.43,1.26,1.25,1.21,1.14,1.14
Interest Coverage,8.39,22.94,17.94,10.12,23.59,34.69,31.10,30.21,28.20,41.75,20.94,25.55,19.34,44.15,30.71,25.50,19.81,30.09,24.82,26.53,17.26,32.23,28.30,24.79,-4.14,-11.91,-12.89,-10.68,2.28,5.33,6.22,1.62,-3.04,12.14,5.10,-3.19,-2.11,14.63,4.76,-3.33,3.44
Return on Capital (ROIC),Upgrade,8.87%,10.74%,12.27%,14.72%,18.23%,19.71%,24.10%,24.49%,24.85%,25.16%,21.88%,18.81%,17.91%,17.12%,17.60%,25.97%,26.82%,25.98%,26.47%,18.87%,16.65%,16.66%,17.08%,16.63%,11.68%,-0.29%,-9.55%,-18.11%,-16.22%,-8.74%,-0.23%,5.67%,4.32%,6.12%,5.61%,3.10%,2.49%,1.26%,0.19%,0.10%
Dividend Yield,0.70%,0.70%,0.60%,0.50%,0.50%,0.80%,0.70%,0.70%,0.70%,0.80%,0.90%,0.80%,0.70%,0.70%,0.80%,0.70%,0.90%,1.10%,0.90%,1.30%,1.20%,1.30%,1.30%,1.30%,2.00%,1.60%,1.00%,0.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.10%,1.50%,2.70%,3.10%,2.12%
Payout Ratio,18.20%,9.00%,12.50%,21.40%,9.00%,8.20%,8.40%,9.00%,9.40%,7.70%,15.90%,13.30%,18.20%,10.20%,14.20%,4.30%,15.80%,12.60%,14.80%,13.70%,22.90%,13.10%,14.50%,18.40%,-100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-133.30%,15.70%,56.20%,-42.90%,94.74%
