,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"20,403","23,382","23,201","26,470","21,729","22,180","20,379","23,796","20,531","26,448","21,928","25,826","23,212","25,605","24,538","28,918","26,819","30,085","29,084","32,471","30,571","33,717","33,055","36,906","35,021","38,033","37,154","43,076","41,706","46,152","45,317","51,728","49,360","51,865","50,122","52,747","52,857","56,189","56,517","62,020"
Revenue Growth (YoY),-0.42%,17.52%,25.21%,7.96%,6.50%,-5.14%,-12.16%,-10.10%,-5.51%,19.24%,7.60%,8.53%,13.06%,-3.19%,11.90%,11.97%,15.54%,17.50%,18.53%,12.29%,13.99%,12.07%,13.65%,13.66%,14.56%,12.80%,12.40%,16.72%,19.09%,21.35%,21.97%,20.09%,18.35%,12.38%,10.60%,1.97%,7.08%,8.34%,12.76%,17.58%
Cost of Revenue,"5,978","7,633","8,273","10,136","7,161","7,468","7,207","9,872","7,722","7,979","7,844","9,901","8,060","8,456","8,278","11,064","9,269","9,742","9,905","12,423","10,170","10,412","10,406","12,358","10,975","12,339","11,002","14,194","13,045","13,991","13,646","16,960","15,615","16,429","15,452","17,488","16,128","16,795","16,302","19,623"
Gross Profit,"14,425","15,749","14,928","16,334","14,568","14,712","13,172","13,924","12,809","18,469","14,084","15,925","15,152","17,149","16,260","17,854","17,550","20,343","19,179","20,048","20,401","23,305","22,649","24,548","24,046","25,694","26,152","28,882","28,661","32,161","31,671","34,768","33,745","35,436","34,670","35,259","36,729","39,394","40,215","42,397"
"Selling, General & Admin","4,708","6,017","4,879","5,412","4,800","5,233","4,417","4,998","4,546","5,237","4,263","4,958","5,074","5,647","4,978","5,671","5,543","6,031","5,247","5,720","5,744","6,387","5,398","6,054","6,184","7,073","5,350","6,086","6,409","7,379","5,834","6,763","7,075","8,053","6,524","8,016","7,393","8,401","6,661","8,223"
Research & Development,"2,743","3,123","3,065","2,903","2,984","3,094","2,962","2,900","2,980","3,146","3,106","3,062","3,355","3,514","3,574","3,504","3,715","3,933","3,977","4,070","4,316","4,513","4,565","4,603","4,887","5,214","4,926","4,899","5,204","5,687","5,599","5,758","6,306","6,849","6,628","6,844","6,984","6,739","6,659","7,142"
Other Operating Expenses,0,127,"1,140",243,190,"8,438",0,0,0,"1,110",0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Operating Expenses,"7,451","9,267","9,084","8,558","7,974","16,765","7,379","7,898","7,526","9,493","7,369","8,020","8,429","9,467","8,552","9,175","9,258","9,964","9,224","9,790","10,060","10,900","9,963","10,657","11,071","12,287","10,276","10,985","11,613","13,066","11,433","12,521","13,381","14,902","13,152","14,860","14,377","15,140","13,320","15,365"
Operating Income,"6,974","6,482","5,844","7,776","6,594","-2,053","5,793","6,026","5,283","8,976","6,715","7,905","6,723","7,682","7,708","8,679","8,292","10,379","9,955","10,258","10,341","12,405","12,686","13,891","12,975","13,407","15,876","17,897","17,048","19,095","20,238","22,247","20,364","20,534","21,518","20,399","22,352","24,254","26,895","27,032"
Interest Expense / Income,175,169,161,162,211,247,249,309,340,345,437,521,609,655,672,698,691,672,674,672,671,669,637,654,614,686,589,571,633,553,539,525,503,496,500,490,496,482,525,909
Other Expense / Income,-158,-264,-213,-236,-134,-544,31,-138,-93,-604,-549,-638,-980,-931,-948,"-1,188","-1,040",-973,-940,-799,-816,-860,-637,-848,-482,-701,-837,"-1,011",-821,-863,-825,-793,-329,-449,-554,-430,-817,-955,-914,-403
Pretax Income,"6,957","6,577","5,896","7,850","6,517","-1,756","5,513","5,855","5,036","9,235","6,827","8,022","7,094","7,958","7,984","9,169","8,641","10,680","10,221","10,385","10,486","12,596","12,686","14,085","12,843","13,422","16,124","18,337","17,236","19,405","20,524","22,515","20,190","20,487","21,572","20,339","22,673","24,727","27,284","26,526"
Income Tax,"1,297","1,965","1,356","1,987","1,532","1,439",611,837,"1,280","2,372","1,160","1,755","1,608",-111,"1,408","15,471","1,217","1,807","1,397","1,965","1,677",-591,"2,008","2,436","2,091","2,220","2,231","2,874","1,779","2,947",19,"3,750","3,462","3,747","4,016","3,914","4,374","4,646","4,993","4,656"
Net Income,"5,660","4,612","4,540","5,863","4,985","-3,195","4,902","5,018","3,756","6,863","5,667","6,267","5,486","8,069","6,576","-6,302","7,424","8,873","8,824","8,420","8,809","13,187","10,678","11,649","10,752","11,202","13,893","15,463","15,457","16,458","20,505","18,765","16,728","16,740","17,556","16,425","18,299","20,081","22,291","21,870"
Net Income Growth,-6.52%,-7.11%,-13.42%,-10.60%,-11.93%,-,7.97%,-14.41%,-24.65%,-,15.61%,24.89%,46.06%,17.57%,16.04%,-,35.33%,9.96%,34.18%,-,18.66%,48.62%,21.01%,38.35%,22.06%,-15.05%,30.11%,32.74%,43.76%,46.92%,47.59%,21.35%,8.22%,1.71%,-14.38%,-12.47%,9.39%,19.96%,26.97%,33.15%
Shares Outstanding (Basic),"8,284","8,245","8,249","8,228","8,167","8,063","7,996","7,964","7,895","7,844","7,789","7,755","7,725","7,716","7,708","7,710","7,698","7,682","7,673","7,692","7,672","7,655","7,634","7,621","7,602","7,583","7,566","7,555","7,539","7,526","7,513","7,505","7,493","7,472","7,457","7,451","7,441","7,434","7,429","7,432"
Shares Outstanding (Diluted),"8,367","8,363","8,351","8,297","8,237","8,137","8,084","8,051","7,985","7,929","7,876","7,830","7,813","7,808","7,799","7,710","7,794","7,782","7,766","7,768","7,744","7,735","7,710","7,691","7,675","7,653","7,637","7,616","7,597","7,581","7,567","7,555","7,534","7,504","7,485","7,473","7,464","7,466","7,462","7,468"
