,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,"5,660","4,612","4,540","5,863","4,985","-3,195","4,902","5,018","3,756","6,863","5,667","6,267","5,486","8,069","6,576","-6,302","7,424","8,873","8,824","8,420","8,809","13,187","10,678","11,649","10,752","11,202","13,893","15,463","15,457","16,458","20,505","18,765","16,728","16,740","17,556","16,425","18,299","20,081","22,291","21,870"
Depreciation & Amortization,"1,255","1,742","1,428","1,521","1,515","1,493","1,461","1,544","1,707","1,910","1,816","2,166","2,453","2,343","2,499","2,536","2,710","2,516","2,837","2,995","2,926","2,924","2,971","3,203","3,118","3,504","2,645","2,761","2,936","3,344","3,212","3,496","3,773","3,979","2,790","3,648","3,549","3,874","3,921","5,959"
Share-Based Compensation,580,865,144,611,641,654,674,658,672,664,703,767,883,913,973,986,969,"1,012","1,107","1,183","1,172","1,190","1,262","1,340","1,338","1,349","1,456","1,566","1,525","1,571","1,702","1,897","1,906","1,997","2,192","2,538","2,465","2,416","2,507","2,828"
Other Operating Activities,"2,604","2,566","2,242","-3,655","2,460","7,897","1,839","-1,602","4,232",-973,"3,363","-2,907","1,838",-320,"2,392","10,655","1,048",-983,889,"-3,698",613,"-1,193","-1,093","-5,512","2,296","2,618","1,341","-7,274","2,261","1,337",-879,"-9,678","2,979","1,913",660,"-11,438",128,"2,399","1,864","-11,804"
Operating Cash Flow,"10,099","9,785","8,354","4,340","9,601","6,849","8,876","5,618","10,367","8,464","11,549","6,293","10,660","11,005","12,440","7,875","12,151","11,418","13,657","8,900","13,520","16,108","13,818","10,680","17,504","18,673","19,335","12,516","22,179","22,710","24,540","14,480","25,386","24,629","23,198","11,173","24,441","28,770","30,583","18,853"
Operating Cash Flow Growth,4.48%,65.76%,1.82%,-1.65%,-4.93%,-30.01%,6.25%,29.45%,7.98%,23.58%,30.11%,12.01%,2.83%,30.02%,7.71%,25.14%,13.99%,3.75%,9.78%,13.02%,11.27%,41.08%,1.18%,20.00%,29.47%,15.92%,39.93%,17.19%,26.71%,21.62%,26.92%,15.69%,14.46%,8.45%,-5.47%,-22.84%,-3.72%,16.81%,31.83%,68.74%
Capital Expenditures,"-1,192","-1,330","-1,282","-1,490","-1,391","-1,781","-1,356","-2,024","-2,308","-2,655","-2,163","-1,988","-1,695","-2,283","-2,132","-2,586","-2,934","-3,980","-3,602","-3,707","-2,565","-4,051","-3,385","-3,545","-3,767","-4,744","-4,907","-4,174","-5,089","-6,452","-5,810","-5,865","-5,340","-6,871","-6,283","-6,274","-6,607","-8,943","-9,917","-9,735"
Acquisitions,-157,"-5,626",-141,"-2,794",-162,-626,-390,-381,-559,-63,-24,"-24,760",-802,-358,-179,-27,-248,-434,-245,"-1,593",-269,-281,-462,-80,-329,"-1,650",-481,-415,"-7,512",-501,"-1,206",-850,"-18,719","-1,263",-349,-679,-301,-341,"-1,186","-65,029"
Change in Investments,"-2,981","-1,718","-5,947",-670,"-3,594","-2,657","-3,382","-1,208","-2,550","-7,277","-16,199","10,927","-2,614","-4,625","-4,699","2,459","7,045","1,752",894,"1,100","1,471","-2,925","2,071","-2,411","4,147","3,173","2,100","2,593","2,517","-4,334","4,183","5,643","9,069",-457,"4,360",104,"5,330",419,"12,588","1,492"
Other Investing Activities,46,-236,-367,238,-334,-3,62,285,-66,-78,-84,"1,070","-1,080",-103,106,-177,-19,-8,-,-,-,-,-,-,-,"-1,241","-2,083",327,400,434,-417,-89,"-1,181","-1,138",-860,-301,"-1,686",-269,-982,"1,347"
