,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"340,247","344,459","381,999","382,881","333,525","357,155","353,511","443,169","436,831","402,220","448,849","483,160","508,935","532,175","573,740","659,906","702,760","757,640","877,014","779,674","904,861","1,026,511","1,061,551","1,203,063","1,199,550","1,543,306","1,591,704","1,681,606","1,778,228","2,040,304","2,118,598","2,525,084","2,311,359","1,920,840","1,736,943","1,787,732","2,146,049","2,532,081","2,345,948","2,794,828","3,002,344"
Market Cap Growth,42.00%,19.40%,37.80%,22.60%,-1.98%,3.69%,-7.46%,15.75%,30.97%,12.62%,26.97%,9.02%,16.51%,32.31%,27.82%,36.58%,38.08%,42.37%,52.86%,18.15%,28.76%,35.49%,21.04%,54.30%,32.57%,50.34%,49.94%,39.78%,48.24%,32.20%,33.10%,50.16%,29.98%,-5.86%,-18.01%,-29.20%,-7.15%,31.82%,35.06%,56.33%,-
Enterprise Value,"274,501","281,395","316,526","320,940","269,955","295,921","292,723","384,958","377,673","342,441","386,607","445,349","466,925","490,760","526,512","612,026","653,398","705,680","823,016","730,864","852,315","971,058","1,001,069","1,145,590","1,135,782","1,477,777","1,525,032","1,619,036","1,720,151","1,977,745","2,051,321","2,463,747","2,267,949","1,877,353","1,689,963","1,748,338","2,102,144","2,480,784","2,286,986","2,802,185","3,009,701"
PE Ratio,15.17,15.61,17.88,18.52,16.68,29.29,28.16,37.85,41.68,19.58,21.07,21.42,20.96,20.88,21.73,47.72,44.57,45.72,46.60,23.25,25.91,26.16,25.83,27.14,25.93,34.85,33.51,32.77,31.75,33.30,31.21,35.47,31.90,26.41,24.89,26.51,31.09,34.99,30.43,33.86,36.53
PS Ratio,4.08,3.97,4.18,4.10,3.52,3.82,3.90,5.03,5.03,4.41,4.84,5.10,5.22,5.51,5.79,6.45,6.64,6.87,7.63,6.58,7.40,8.16,8.18,8.96,8.65,10.79,10.82,10.97,11.12,12.14,12.02,13.66,12.00,9.69,8.55,8.76,10.34,11.95,10.75,12.28,13.19
PB Ratio,3.89,3.84,4.24,4.17,3.70,4.46,4.57,5.77,5.84,5.59,6.38,7.02,7.30,6.07,6.40,8.42,8.87,9.16,10.20,8.46,9.54,10.03,10.01,10.93,10.48,13.05,12.90,12.91,13.22,14.37,13.94,15.78,14.19,11.53,10.01,9.76,11.02,12.28,10.63,11.73,12.60
P/FCF Ratio,15.01,12.75,14.09,14.03,12.54,15.39,14.95,18.17,18.02,16.10,16.72,17.53,17.88,16.96,17.76,19.83,20.96,23.49,27.41,24.44,26.90,26.83,27.47,29.65,27.66,34.12,32.33,33.34,33.06,36.36,35.06,41.60,36.31,29.48,27.43,29.99,37.38,42.57,37.10,41.44,44.52
P/OCF Ratio,11.89,10.60,11.70,11.75,10.40,12.25,11.92,14.32,13.78,12.07,12.47,13.17,13.77,13.47,14.20,15.72,16.17,17.26,19.45,16.90,19.05,19.67,20.28,22.23,20.64,25.44,24.05,24.72,24.46,26.59,25.85,30.09,26.53,21.57,19.81,21.19,25.72,28.91,24.70,27.23,29.25
Debt / Equity Ratio,0.26,0.25,0.26,0.31,0.35,0.44,0.50,0.58,0.62,0.74,1.06,1.23,1.20,1.04,1.02,1.21,1.05,0.99,0.95,0.86,0.83,0.77,0.72,0.70,0.65,0.60,0.58,0.53,0.50,0.48,0.42,0.40,0.38,0.37,0.35,0.33,0.31,0.29,0.39,0.37,0.37
Quick Ratio,3.01,2.31,2.28,2.24,2.65,2.30,2.24,2.75,2.66,2.22,2.52,1.94,2.67,2.79,2.96,2.77,3.24,2.74,2.72,2.93,2.80,2.35,2.68,2.65,2.73,2.33,2.30,2.36,2.10,1.90,1.96,2.05,1.77,1.57,1.59,1.66,1.66,1.54,1.45,1.02,1.02
