,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"4,654","5,426","5,306","6,035","6,409","5,862","6,930","7,084","6,943","6,609","7,413","8,340","9,199","9,755","10,151","10,604","10,701","12,248","13,275","12,085","14,497","16,396","17,808","20,498","13,310","16,544","17,057","18,806","23,387","24,416","24,991","27,748","24,132","21,302","21,118","24,198","26,427","24,699","27,056","30,484","32,334"
Market Cap Growth,74.48%,103.76%,39.35%,52.87%,37.71%,8.03%,30.59%,17.37%,8.33%,12.75%,6.97%,17.73%,32.49%,47.59%,36.94%,27.15%,16.33%,25.56%,30.77%,13.96%,35.47%,33.87%,34.15%,69.62%,-8.19%,0.91%,-4.22%,-8.25%,75.72%,47.58%,46.52%,47.54%,3.19%,-12.75%,-15.50%,-12.79%,9.51%,15.95%,28.12%,25.98%,-
Enterprise Value,"7,520","8,324","8,110","8,881","9,168","8,696","10,100","10,306","9,947","9,720","10,536","11,310","12,228","12,972","13,483","13,695","13,716","15,387","16,239","15,087","17,589","19,567","21,007","23,792","16,697","19,623","19,890","21,492","26,901","28,005","29,255","34,532","30,953","27,527","27,505","29,980","32,114","30,432","32,486","35,704","37,554"
PE Ratio,22.86,15.66,23.86,29.13,29.29,13.54,11.48,19.83,22.31,14.06,14.72,20.20,39.93,17.30,19.64,13.58,21.07,17.70,18.07,18.97,23.70,20.85,22.07,27.61,19.82,21.87,22.07,19.73,25.14,22.27,23.44,32.22,24.11,19.07,17.73,21.06,28.71,23.51,21.44,25.74,29.80
PS Ratio,0.42,0.48,0.45,0.50,0.53,0.47,0.55,0.55,0.52,0.48,0.53,0.60,0.65,0.67,0.68,0.70,0.69,0.78,0.83,0.74,0.87,0.96,1.01,1.14,0.72,0.91,0.95,1.02,1.24,1.24,1.23,1.33,1.10,0.93,0.89,1.02,1.15,1.10,1.24,1.43,1.51
PB Ratio,6.17,6.42,5.94,6.44,6.57,5.89,6.44,6.46,6.68,6.52,7.48,7.98,10.14,11.49,12.59,10.79,10.73,11.46,11.44,12.39,15.63,17.51,19.04,21.34,14.96,15.67,13.77,14.50,19.98,23.28,29.86,39.32,27.02,19.26,15.93,15.09,16.84,15.31,14.95,14.92,15.83
P/FCF Ratio,13.04,18.91,18.03,15.88,20.62,19.46,21.96,37.80,15.92,16.58,18.80,15.43,19.40,16.46,21.92,15.22,19.37,18.67,15.35,14.74,17.13,18.39,20.28,25.92,17.62,19.79,21.63,16.26,18.23,23.32,22.27,40.53,34.46,19.80,19.01,20.03,21.98,23.91,23.35,30.25,32.08
P/OCF Ratio,11.50,16.19,15.34,13.87,17.49,16.36,18.27,25.53,13.17,13.45,15.38,13.81,16.84,14.62,18.67,13.64,16.99,16.69,14.11,13.34,15.49,16.59,18.06,19.95,13.34,14.66,15.75,14.31,16.29,21.35,20.61,35.37,29.40,17.74,17.00,18.11,20.01,21.14,20.75,27.16,28.81
Debt / Equity Ratio,4.20,3.70,3.54,3.41,3.29,3.18,3.04,2.97,3.13,3.20,3.27,3.09,3.62,3.88,4.25,3.29,3.25,3.03,2.77,3.29,3.64,3.60,3.60,3.59,4.05,3.82,3.30,3.16,3.75,3.90,5.39,9.98,8.07,6.12,5.11,3.80,3.80,3.68,3.24,2.84,2.84
Quick Ratio,1.27,1.25,1.31,1.40,1.45,1.38,1.17,1.19,1.15,1.14,1.13,1.17,1.11,1.08,1.09,1.11,1.09,1.09,1.17,1.14,1.05,1.03,1.08,1.02,1.04,1.22,1.28,1.28,1.22,1.14,1.10,1.02,1.00,1.01,1.01,1.06,1.05,1.04,1.12,0.95,0.95
Current Ratio,1.58,1.58,1.65,1.67,1.74,1.67,1.46,1.48,1.45,1.41,1.41,1.42,1.39,1.33,1.36,1.34,1.35,1.36,1.41,1.35,1.29,1.28,1.33,1.24,1.28,1.47,1.50,1.53,1.47,1.44,1.38,1.27,1.26,1.30,1.29,1.33,1.31,1.30,1.35,1.23,1.23
Asset Turnover,Upgrade,0.45,0.51,0.53,0.50,0.45,0.53,0.52,0.51,0.46,0.53,0.55,0.50,0.49,0.57,0.57,0.55,0.51,0.57,0.59,0.57,0.52,0.58,0.64,0.57,0.53,0.50,0.52,0.53,0.53,0.57,0.59,0.42,0.44,0.45,0.46,0.41,0.40,0.43,0.44,0.38
Interest Coverage,2.71,3.88,3.69,3.38,3.38,5.45,5.31,4.68,4.23,6.06,6.32,5.82,4.28,6.44,6.45,5.97,5.41,7.14,7.51,6.55,5.98,7.41,7.58,7.41,6.49,7.14,7.91,8.95,9.08,10.42,10.62,7.82,6.91,7.54,7.45,7.52,4.91,7.08,8.33,-8.16,-8.16
