,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29,2017-07-29,2017-10-28,2018-02-03,2018-05-05,2018-08-04,2018-11-03,2019-02-02,2019-05-04,2019-08-03,2019-11-02,2020-02-01,2020-05-02,2020-08-01,2020-10-31,2021-01-30,2021-05-01,2021-07-31,2021-10-30,2022-01-29,2022-04-30,2022-07-30,2022-10-29,2023-01-28,2023-04-29,2023-07-29,2023-10-28,Current
Market Capitalization,"8,145","9,075","10,359","11,936","12,347","12,390","11,391","12,070","9,572","10,373","10,844","12,304","13,642","16,015","17,578","16,515","20,825","21,548","21,256","19,738","15,734","20,093","18,300","19,220","21,916","18,569","25,725","28,873","28,178","29,073","28,141","30,067","23,488","20,255","17,336","15,388","18,847","16,249","18,090","14,018","15,885"
Market Cap Growth,49.54%,1.01%,-2.61%,-18.59%,51.59%,36.52%,9.96%,1.13%,-22.47%,-16.28%,-4.80%,1.93%,42.52%,54.39%,62.09%,34.23%,52.66%,34.55%,20.92%,19.52%,-24.45%,-6.75%,-13.91%,-2.63%,39.29%,-7.59%,40.57%,50.22%,28.58%,56.57%,9.39%,4.14%,-16.64%,-30.33%,-38.40%,-48.82%,-19.76%,-19.78%,4.35%,-8.90%,-
Enterprise Value,"6,901","7,657","8,914","10,433","10,072","10,251","9,498","10,356","8,025","8,686","8,777","10,553","11,086","13,763","15,442","14,504","19,047","20,257","19,774","19,760","15,142","22,551","20,825","22,112","23,756","19,953","24,613","27,920","26,766","28,726","27,901","30,587","24,490","23,557","20,545","18,468","20,951","19,142","21,026","17,411","19,278"
PE Ratio,15.31,8.45,10.86,11.85,10.01,13.75,12.40,12.88,10.67,10.40,10.52,11.19,11.11,13.49,14.67,13.29,20.83,21.13,20.15,18.06,10.75,13.21,12.08,12.55,14.22,12.94,15.79,16.72,15.67,13.01,11.10,11.37,9.57,9.21,9.78,9.93,13.28,12.29,14.02,10.99,12.74
PS Ratio,0.20,0.23,0.27,0.31,0.31,0.31,0.28,0.30,0.24,0.26,0.28,0.31,0.35,0.41,0.44,0.41,0.49,0.50,0.49,0.45,0.37,0.47,0.43,0.44,0.50,0.43,0.59,0.63,0.60,0.58,0.54,0.57,0.45,0.40,0.35,0.32,0.41,0.36,0.41,0.32,0.36
PB Ratio,2.04,2.05,2.29,2.61,2.47,2.55,2.47,2.60,2.19,2.34,2.51,2.89,2.90,3.56,4.04,3.98,5.77,6.30,6.67,6.55,4.76,5.99,5.57,6.15,6.30,5.45,6.81,7.07,6.14,6.99,6.49,7.03,7.78,7.32,5.99,5.14,6.74,5.82,6.38,4.99,5.65
P/FCF Ratio,14.89,9.83,9.79,12.01,8.99,11.88,9.82,12.13,13.79,8.76,6.18,7.06,6.90,9.36,13.56,9.87,14.33,15.55,11.87,16.09,9.90,14.61,16.70,13.24,12.03,6.98,5.11,5.96,6.69,8.29,21.53,22.21,9.34,20.84,21.04,12.84,21.08,8.30,9.89,10.19,11.54
P/OCF Ratio,7.45,6.45,6.63,7.73,6.38,7.66,6.49,7.43,7.13,5.62,4.65,5.38,5.34,6.94,9.01,7.02,9.73,10.25,8.31,9.65,6.53,9.11,9.51,8.59,8.54,5.48,4.49,5.22,5.72,6.91,14.05,14.45,7.22,11.49,10.33,7.39,10.33,5.65,6.67,6.31,7.15
Debt / Equity Ratio,0.42,0.37,0.36,0.36,0.32,0.33,0.35,0.35,0.40,0.31,0.32,0.32,0.29,0.30,0.31,0.32,0.38,0.39,0.27,0.44,0.42,1.20,1.26,1.31,1.17,1.56,1.11,1.16,0.89,0.96,0.95,0.93,1.30,1.42,1.40,1.34,1.42,1.40,1.42,1.43,1.43
Quick Ratio,0.57,0.57,0.56,0.49,0.66,0.70,0.66,0.53,0.64,0.66,0.64,0.53,0.74,0.71,0.63,0.47,0.53,0.50,0.45,0.22,0.40,0.33,0.34,0.23,0.42,0.53,0.62,0.52,0.62,0.54,0.50,0.38,0.37,0.17,0.19,0.19,0.34,0.24,0.23,0.15,0.15
