,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"8,721","9,212","9,878","11,276","14,524","12,034","14,882","15,189","18,297","11,086","16,444"
Market Cap Growth,22.76%,5.63%,7.23%,14.15%,28.81%,-17.14%,23.66%,2.07%,20.46%,-39.41%,-
Enterprise Value,"10,760","11,123","11,862","13,616","17,557","15,095","18,465","17,632","21,928","24,621","29,120"
PE Ratio,7.92,14.76,32.49,12.53,17.23,9.97,17.47,7.65,9.68,5.85,8.14
PS Ratio,1.34,1.35,1.74,2.09,2.37,1.68,2.36,2.69,2.14,1.15,1.53
PB Ratio,3.23,3.27,4.15,4.36,5.03,4.03,5.94,4.31,4.37,1.97,2.53
P/FCF Ratio,22.65,32.44,28.88,17.43,27.10,9.86,13.73,15.52,14.18,8.69,16.01
P/OCF Ratio,11.44,9.58,11.46,12.63,18.09,7.72,10.24,11.31,10.41,6.09,10.21
EV/Sales Ratio,1.65,1.64,2.09,2.53,2.86,2.11,2.93,3.12,2.57,2.55,2.72
EV/EBITDA Ratio,5.12,8.04,12.02,9.47,11.80,7.65,12.76,6.54,8.15,10.76,12.19
EV/EBIT Ratio,6.04,10.25,19.01,11.92,14.90,9.30,16.92,7.53,9.49,13.60,17.29
EV/FCF Ratio,27.95,39.16,34.68,21.04,32.76,12.36,17.03,18.01,17.00,19.30,28.35
Debt / Equity Ratio,1.14,0.97,1.25,1.16,1.26,1.18,1.63,1.11,0.99,2.67,2.16
Debt / EBITDA Ratio,1.46,1.97,3.02,2.09,2.45,1.79,2.82,1.46,1.55,6.57,5.88
Debt / FCF Ratio,7.96,9.59,8.72,4.65,6.79,2.89,3.77,4.02,3.23,11.79,13.66
Quick Ratio,1.45,1.39,1.28,1.57,1.18,1.01,0.96,1.38,0.88,0.88,0.90
Current Ratio,2.06,2.02,1.80,2.30,1.79,1.62,1.58,1.91,1.52,1.63,1.63
Asset Turnover,0.71,0.74,0.65,0.64,0.69,0.74,0.66,0.57,0.75,0.53,0.41
Interest Coverage,10.35,7.38,5.24,9.52,9.66,12.99,9.49,21.48,25.40,4.47,2.37
Return on Equity (ROE),51.20%,21.60%,11.00%,34.10%,30.90%,36.70%,30.50%,72.40%,48.90%,37.70%,34.70%
Return on Assets (ROA),11.90%,6.80%,3.50%,10.70%,9.40%,12.50%,9.00%,20.00%,16.60%,10.40%,7.80%
Return on Capital (ROIC),17.98%,9.12%,3.62%,14.71%,10.49%,16.49%,10.95%,7.98%,19.81%,8.99%,14.82%
Earnings Yield,12.62%,6.77%,3.08%,7.98%,5.80%,10.03%,5.73%,13.07%,10.33%,17.09%,12.34%
FCF Yield,4.41%,3.08%,3.46%,5.74%,3.69%,10.15%,7.28%,6.45%,7.05%,11.51%,6.25%
Dividend Yield,0.90%,1.60%,1.70%,1.80%,1.60%,2.30%,1.90%,1.90%,1.60%,2.70%,1.85%
Payout Ratio,7.60%,23.10%,56.90%,22.20%,28.50%,23.10%,34.90%,14.70%,16.00%,15.70%,15.09%
Buyback Yield / Dilution,0.31%,1.99%,2.48%,4.35%,5.05%,2.10%,7.95%,4.95%,5.40%,2.54%,-0.34%
Total Shareholder Return,1.21%,3.59%,4.18%,6.15%,6.65%,4.40%,9.85%,6.85%,7.00%,5.24%,1.51%
