,2013-12-27,2014-03-28,2014-06-27,2014-09-26,2015-01-02,2015-04-03,2015-07-03,2015-10-02,2016-01-01,2016-04-01,2016-07-01,2016-09-30,2016-12-30,2017-03-31,2017-06-30,2017-09-29,2017-12-29,2018-03-30,2018-06-29,2018-09-28,2018-12-28,2019-03-29,2019-06-28,2019-09-27,2020-01-03,2020-04-03,2020-07-03,2020-10-02,2021-01-01,2021-04-02,2021-07-02,2021-10-01,2021-12-31,2022-04-01,2022-07-01,2022-09-30,2022-12-30,2023-03-31,2023-06-30,2023-09-29
Revenue,"1,223","1,268","1,329","1,155","1,206","1,187",337,"1,811","1,748","1,550","1,533","1,420","1,449","1,489","1,539","1,410","1,535","1,562","1,661","1,542","1,666","1,728","1,865","4,431","4,832","4,626","4,445","4,463","4,660","4,567","4,668","4,229","4,350","4,103","4,135","4,246","4,578","4,471","4,693","4,915"
Revenue Growth (YoY),-4.95%,5.30%,-2.24%,-3.10%,-1.41%,-6.35%,-74.65%,56.80%,44.94%,30.58%,354.90%,-21.59%,-17.11%,-3.94%,0.39%,-0.70%,5.94%,4.90%,7.93%,9.36%,8.53%,10.63%,12.28%,187.35%,190.04%,167.71%,138.34%,0.72%,-3.56%,-1.28%,5.02%,-5.24%,-6.65%,-10.16%,-11.42%,0.40%,5.24%,8.97%,13.49%,15.76%
Cost of Revenue,795.4,841,899.1,762,808,754,46,"1,220","1,203","1,009",937,897,920,958,"1,079",919,"1,022","1,028","1,097","1,010","1,095","1,139","1,223","3,242","3,484","3,298","3,175","3,152","3,261","3,213","3,251","2,921","3,053","2,860","2,907","3,052","3,316","3,305","3,476","3,608"
Gross Profit,427.8,426.5,430.3,393,398,433,291,591,545,541,596,523,529,531,460,491,513,534,564,532,571,589,642,"1,189","1,348","1,328","1,270","1,311","1,399","1,354","1,417","1,308","1,297","1,243","1,228","1,194","1,262","1,166","1,217","1,307"
"Selling, General & Admin",204.7,203.2,204.3,195,188,220,280,329,217,273,346,277,252,256,365,268,291,331,292,279,304,310,349,999,882,812,855,817,831,801,891,793,795,745,744,742,767,773,783,828
Other Operating Expenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-229,275,327,70,0,424,77,-35,-27,-28,0,0,802,0,0,34,0
Operating Expenses,204.7,203.2,204.3,195,188,220,280,329,217,273,346,277,252,256,365,268,291,331,292,279,304,310,349,770,"1,157","1,139",925,817,"1,255",878,856,766,767,745,744,"1,544",767,773,817,828
Operating Income,223.1,223.3,226,198,210,213,11,262,328,268,250,246,277,275,95,223,222,203,272,253,267,279,293,419,191,189,345,494,144,476,561,542,530,498,484,-350,495,393,400,479
Interest Expense / Income,23.7,23.2,23.4,23,22,34,51,48,46,46,44,44,44,42,42,41,42,41,46,44,43,43,37,67,56,68,65,62,64,66,65,67,67,68,67,70,74,102,111,159
Other Expense / Income,-3,-5.2,5.5,-1,-1,-,61,-2,349,-8,-29,-16,-16,79,-130,-40,-45,-44,-26,-45,-47,-47,-45,-82,-326,-122,-61,-81,-176,-118,-86,-113,-125,-106,-109,-100,-111,-80,-81,-81
Pretax Income,202.4,205.3,197.1,176,189,179,-101,216,-67,230,235,218,249,154,183,222,225,206,252,254,271,283,301,434,461,243,341,513,256,528,582,588,588,536,526,-320,532,371,370,401
Income Tax,66.2,63.9,65.5,51,50,53,-45,68,85,62,75,58,72,69,62,63,94,10,39,41,46,40,33,5,68,26,58,87,63,60,169,107,104,61,55,-20,116,34,21,18
Net Income,136.2,141.4,131.6,125,139,126,-56,148,-152,168,160,160,177,85,121,159,131,196,213,213,225,243,268,429,393,217,283,426,193,468,413,481,484,475,471,-300,416,337,349,383
Net Income Growth,180.82%,49.16%,137.12%,-0.64%,2.06%,-10.89%,-,18.40%,-,33.33%,-,8.11%,-,-49.40%,-24.38%,-0.62%,-25.99%,130.59%,76.03%,33.96%,71.76%,23.98%,25.82%,101.41%,74.67%,-10.70%,5.60%,-0.70%,-50.89%,115.67%,45.94%,12.91%,150.78%,1.50%,14.04%,-,-14.05%,-29.05%,-25.90%,-
Shares Outstanding (Basic),106,106,106,105,104,104,104,124,124,124,125,124,124,123,122,119,119,118,119,118,118,118,118,223,221,217,216,213,210,207,204,200,196,193,192,191,190,190,189,189
Shares Outstanding (Diluted),107,107,-,106,105,105,-,125,125,125,-,126,125,125,-,121,121,121,-,121,120,120,121,225,-,219,218,215,-,209,206,202,-,195,194,191,-,191,190,190
Shares Change,-4.96%,-3.42%,-2.81%,-1.40%,-2.24%,-2.42%,-2.05%,17.86%,19.07%,19.37%,19.56%,0.64%,0.40%,-0.48%,-2.26%,-3.43%,-3.59%,-2.81%,-2.61%,-0.50%,-0.74%,-0.58%,2.00%,86.90%,84.22%,82.29%,79.85%,-4.57%,-4.95%,-4.92%,-5.60%,-6.28%,-6.61%,-6.43%,-5.64%,-5.11%,-2.97%,-2.00%,-2.01%,-0.63%
EPS (Basic),1.27,1.32,1.23,1.19,1.34,1.21,-0.58,1.20,-1.23,1.35,1.29,1.29,1.42,0.70,1.01,1.33,1.10,1.65,1.80,1.81,1.91,2.06,2.26,1.93,1.79,1.00,1.31,2.00,0.93,2.26,2.03,2.41,2.47,2.46,2.45,-1.56,2.18,1.77,1.84,2.02
EPS (Diluted),1.26,1.31,1.22,1.18,1.32,1.20,-0.58,1.18,-1.22,1.34,1.28,1.27,1.40,0.69,0.99,1.31,1.08,1.62,1.76,1.77,1.87,2.02,2.21,1.90,1.77,0.99,1.30,1.98,0.93,2.25,2.01,2.39,2.45,2.44,2.42,-1.56,2.16,1.76,1.83,2.02
EPS Growth,193.02%,54.12%,144.00%,1.72%,4.76%,-8.40%,-,0%,-,11.67%,-,7.63%,-,-48.51%,-22.66%,3.15%,-22.86%,134.78%,77.78%,35.11%,73.15%,24.69%,25.57%,7.34%,-5.35%,-50.99%,-41.18%,4.21%,-47.46%,127.27%,54.62%,20.71%,163.44%,8.44%,20.40%,-,-11.84%,-27.87%,-24.38%,-
