,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"4,521","5,180","5,031","5,331","5,033","5,370","5,723","5,536","5,527","5,688","5,811","5,965","5,464","5,810","5,773","5,802","5,554","6,059","5,904","6,230","5,557","5,871","5,737","6,197","6,161","6,206","6,423","6,634","5,901","6,526","6,706","6,846","6,238","6,594","6,652","6,839","6,105","6,986","6,903","8,196"
Revenue Growth (YoY),6.68%,10.71%,5.96%,6.39%,11.32%,3.67%,13.75%,3.85%,9.82%,5.92%,1.54%,7.75%,-1.14%,2.14%,-0.65%,-2.73%,1.65%,4.29%,2.27%,7.38%,0.05%,-3.10%,-2.83%,-0.53%,10.87%,5.71%,11.96%,7.05%,-4.22%,5.16%,4.41%,3.20%,5.71%,1.04%,-0.81%,-0.10%,-2.13%,5.94%,3.77%,19.84%
Cost of Revenue,"1,090","1,081","1,068","1,183","1,033","1,089","1,034","1,071","1,018","1,050","1,027","1,067",996,"1,024",990,"1,059",944,"1,024","1,037","1,096","1,055","1,012","1,036","1,253","1,513","1,488","1,561","1,597","1,490","1,637","1,609","1,718","1,561","1,510","1,588","1,747","1,720","1,813","1,806","3,112"
Gross Profit,"3,431","4,099","3,963","4,148","4,000","4,281","4,689","4,465","4,509","4,638","4,784","4,898","4,468","4,786","4,783","4,743","4,610","5,035","4,867","5,134","4,502","4,859","4,701","4,944","4,648","4,718","4,862","5,037","4,411","4,889","5,097","5,128","4,677","5,084","5,064","5,092","4,385","5,173","5,097","5,084"
"Selling, General & Admin","1,023","1,136","1,213","1,327","1,026","1,160","1,244","1,416","1,203","1,292","1,244","1,323","1,064","1,209","1,170","1,427","1,127","1,353","1,293","1,559","1,154","1,260","1,223","1,513","1,316","1,295","1,346","1,773","1,254","1,384","1,305","1,425","1,228","1,327","1,287","1,572","1,258","1,294","1,353","2,274"
Research & Development,"1,027","1,018","1,018","1,234",894,964,"1,119","1,093",872,900,990,"1,078",769,873,877,"1,043",760,869,926,"1,182",879,924,"1,001","1,312",952,964,"1,062","1,229",967,"1,082","1,422","1,348",959,"1,039","1,112","1,324","1,058","1,113","1,079","1,534"
Other Operating Expenses,17,43,266,128,58,81,-13,-77,32,66,23,12,44,6,297,28,-3,-19,325,11,-3,-3,1,71,25,136,1,27,61,"1,595",-8,51,-10,542,5,-34,148,82,644,5
Operating Expenses,"2,067","2,197","2,497","2,689","1,978","2,205","2,350","2,432","2,107","2,258","2,257","2,413","1,877","2,088","2,344","2,498","1,884","2,203","2,544","2,752","2,030","2,181","2,225","2,896","2,293","2,395","2,409","3,029","2,282","4,061","2,719","2,824","2,177","2,908","2,404","2,862","2,464","2,489","3,076","3,813"
Operating Income,"1,364","1,902","1,466","1,459","2,022","2,076","2,339","2,033","2,402","2,380","2,527","2,485","2,591","2,698","2,439","2,245","2,726","2,832","2,323","2,382","2,472","2,678","2,476","2,048","2,355","2,323","2,453","2,008","2,129",828,"2,378","2,304","2,500","2,176","2,660","2,230","1,921","2,684","2,021","1,271"
Interest Expense / Income,259,282,269,261,252,277,282,284,294,313,325,328,326,321,325,332,338,347,355,352,343,332,313,301,346,296,302,318,285,281,296,335,295,328,368,415,543,752,759,821
Other Expense / Income,-99,-138,-140,-88,-106,-198,-135,-164,-150,-137,-216,-126,-195,-165,-267,-301,-231,-162,-126,-155,-185,-218,-114,-236,-11,-3,-55,-187,-13,-11,-73,-162,530,317,-100,67,"-2,064",318,-685,-402
Pretax Income,"1,204","1,758","1,337","1,286","1,876","1,997","2,192","1,913","2,258","2,204","2,418","2,283","2,460","2,542","2,381","2,214","2,619","2,647","2,094","2,185","2,314","2,564","2,277","1,983","2,020","2,030","2,206","1,877","1,857",558,"2,155","2,131","1,675","1,531","2,392","1,748","3,442","1,614","1,947",852
Income Tax,131,211,93,-8,253,344,329,113,358,334,401,348,389,391,360,"6,478",308,351,235,257,322,385,309,280,195,227,185,262,211,94,271,232,199,214,249,132,601,235,217,85
Net Income,"1,073","1,547","1,244","1,294","1,623","1,653","1,863","1,800","1,900","1,870","2,017","1,935","2,071","2,151","2,021","-4,264","2,311","2,296","1,859","1,928","1,992","2,179","1,968","1,703","1,825","1,803","2,021","1,615","1,646",464,"1,884","1,899","1,476","1,317","2,143","1,616","2,841","1,379","1,730",767
Net Income Growth,-25.17%,22.97%,-9.06%,26.74%,51.26%,6.85%,49.76%,39.10%,17.07%,13.13%,8.27%,7.50%,9.00%,15.03%,0.20%,-,11.59%,6.74%,-8.02%,-,-13.80%,-5.10%,5.86%,-11.67%,-8.38%,-17.26%,2.69%,-5.17%,-9.81%,-74.27%,-6.78%,17.59%,-10.33%,183.84%,13.75%,-14.90%,92.48%,4.71%,-19.27%,-52.54%
Shares Outstanding (Basic),757,759,761,762,761,760,757,752,753,751,747,736,737,734,728,725,707,656,645,637,622,607,599,593,590,588,585,580,577,573,567,564,548,535,535,535,534,535,535,535
Shares Outstanding (Diluted),768,768,771,773,770,768,764,763,760,756,753,742,741,738,733,726,711,660,649,641,626,610,602,597,594,592,589,584,581,576,570,564,551,537,538,538,538,537,538,538
Shares Change,0.52%,0.52%,0.65%,0.65%,0.26%,-,-0.91%,-1.29%,-1.30%,-1.56%,-1.44%,-2.75%,-2.50%,-2.38%,-2.66%,-2.16%,-4.05%,-10.57%,-11.46%,-11.71%,-11.95%,-7.58%,-7.24%,-6.86%,-5.11%,-2.95%,-2.16%,-2.18%,-2.19%,-2.70%,-3.23%,-3.42%,-5.16%,-6.77%,-5.61%,-4.61%,-2.36%,-,-,-
EPS (Basic),1.42,2.04,1.63,1.70,2.13,2.18,2.46,2.39,2.52,2.49,2.70,2.62,2.81,2.93,2.78,-5.81,3.27,3.50,2.88,3.03,3.20,3.59,3.29,2.88,3.09,3.07,3.45,2.79,2.85,0.81,3.32,3.36,2.69,2.46,4.01,3.02,5.32,2.58,3.23,1.44
EPS (Diluted),1.40,2.01,1.61,1.68,2.11,2.15,2.44,2.36,2.50,2.47,2.68,2.61,2.79,2.91,2.76,-5.77,3.25,3.48,2.86,3.01,3.18,3.57,3.27,2.87,3.07,3.05,3.43,2.77,2.83,0.81,3.31,3.35,2.68,2.45,3.98,3.00,5.28,2.57,3.22,1.43
EPS Growth,-25.53%,21.82%,-10.06%,26.32%,50.71%,6.97%,51.55%,40.48%,18.48%,14.88%,9.84%,10.59%,11.60%,17.81%,2.99%,-,16.49%,19.59%,3.62%,-,-2.15%,2.59%,14.34%,-4.65%,-3.46%,-14.57%,4.89%,-3.48%,-7.82%,-73.44%,-3.50%,20.94%,-5.30%,202.47%,20.24%,-10.45%,97.01%,4.90%,-19.10%,-52.33%
Free Cash Flow,970,"2,054","2,571","2,642","1,364","3,377","2,799","1,871","1,759","2,489","2,495","2,873","2,217","2,141","3,296","2,859","2,572","1,915","3,102","2,969","1,729","1,270","3,207","2,326","1,992","2,684","3,233","1,980","1,938","1,746","2,176","2,521","1,974","1,684","2,818","2,309",720,"3,838","2,512",289
Free Cash Flow Per Share,1.28,2.71,3.38,3.47,1.79,4.44,3.70,2.49,2.34,3.31,3.34,3.90,3.01,2.92,4.53,3.94,3.64,2.92,4.81,4.66,2.78,2.09,5.35,3.92,3.38,4.57,5.53,3.41,3.36,3.05,3.84,4.47,3.60,3.15,5.27,4.32,1.35,7.17,4.70,0.54
Dividend Per Share,0.610,0.610,0.610,0.610,0.790,0.790,0.790,0.790,1.000,1.000,1.000,1.000,1.150,1.150,1.150,1.150,1.320,1.320,1.320,1.320,1.450,1.450,1.450,1.450,1.600,1.600,1.600,1.600,1.760,1.760,1.760,1.760,1.940,1.940,1.940,1.940,2.130,2.130,2.130,2.130
Dividend Growth,29.79%,29.79%,29.79%,29.79%,29.51%,29.51%,29.51%,29.51%,26.58%,26.58%,26.58%,26.58%,15.00%,15.00%,15.00%,15.00%,14.78%,14.78%,14.78%,14.78%,9.85%,9.85%,9.85%,9.85%,10.34%,10.34%,10.34%,10.34%,10.00%,10.00%,10.00%,10.00%,10.23%,10.23%,10.23%,10.23%,9.79%,9.79%,9.79%,9.79%
Gross Margin,75.89%,79.13%,78.77%,77.81%,79.48%,79.72%,81.93%,80.65%,81.58%,81.54%,82.33%,82.11%,81.77%,82.38%,82.85%,81.75%,83.00%,83.10%,82.44%,82.41%,81.01%,82.76%,81.94%,79.78%,75.44%,76.02%,75.70%,75.93%,74.75%,74.92%,76.01%,74.91%,74.98%,77.10%,76.13%,74.46%,71.83%,74.05%,73.84%,62.03%
Operating Margin,30.17%,36.72%,29.14%,27.37%,40.17%,38.66%,40.87%,36.72%,43.46%,41.84%,43.49%,41.66%,47.42%,46.44%,42.25%,38.69%,49.08%,46.74%,39.35%,38.23%,44.48%,45.61%,43.16%,33.05%,38.22%,37.43%,38.19%,30.27%,36.08%,12.69%,35.46%,33.65%,40.08%,33.00%,39.99%,32.61%,31.47%,38.42%,29.28%,15.51%
Profit Margin,23.73%,29.86%,24.73%,24.27%,32.25%,30.78%,32.55%,32.51%,34.38%,32.88%,34.71%,32.44%,37.90%,37.02%,35.01%,-73.49%,41.61%,37.89%,31.49%,30.95%,35.85%,37.11%,34.30%,27.48%,29.62%,29.05%,31.47%,24.34%,27.89%,7.11%,28.09%,27.74%,23.66%,19.97%,32.22%,23.63%,46.54%,19.74%,25.06%,9.36%
Free Cash Flow Margin,21.46%,39.65%,51.10%,49.56%,27.10%,62.89%,48.91%,33.80%,31.83%,43.76%,42.94%,48.16%,40.57%,36.85%,57.09%,49.28%,46.31%,31.61%,52.54%,47.66%,31.11%,21.63%,55.90%,37.53%,32.33%,43.25%,50.33%,29.85%,32.84%,26.75%,32.45%,36.82%,31.64%,25.54%,42.36%,33.76%,11.79%,54.94%,36.39%,3.53%
Effective Tax Rate,10.88%,12.00%,6.96%,-0.62%,13.49%,17.23%,15.01%,5.91%,15.85%,15.15%,16.58%,15.24%,15.81%,15.38%,15.12%,292.59%,11.76%,13.26%,11.22%,11.76%,13.92%,15.02%,13.57%,14.12%,9.65%,11.18%,8.39%,13.96%,11.36%,16.85%,12.58%,10.89%,11.88%,13.98%,10.41%,7.55%,17.46%,14.56%,11.15%,9.98%
EBITDA,"1,981","2,546","2,149","2,072","2,652","2,793","2,997","2,739","3,073","3,039","3,246","3,170","3,310","3,381","3,170","2,995","3,428","3,478","2,950","3,027","3,152","3,397","3,098","2,986","3,263","3,256","3,409","3,068","2,983","1,694","3,301","3,318","2,811","2,687","3,597","3,074","4,885","3,262","3,601","3,053"
EBITDA Margin,43.82%,49.15%,42.72%,38.87%,52.69%,52.01%,52.37%,49.48%,55.60%,53.43%,55.86%,53.14%,60.58%,58.19%,54.91%,51.62%,61.72%,57.40%,49.97%,48.59%,56.72%,57.86%,54.00%,48.18%,52.96%,52.47%,53.07%,46.25%,50.55%,25.96%,49.22%,48.47%,45.06%,40.75%,54.07%,44.95%,80.02%,46.69%,52.17%,37.25%
Depreciation & Amortization,518,506,543,525,524,519,523,542,521,522,503,559,524,518,464,449,471,484,501,490,495,501,508,702,897,930,901,873,841,855,850,852,841,828,837,911,900,896,895,"1,380"
EBIT,"1,463","2,040","1,606","1,547","2,128","2,274","2,474","2,197","2,552","2,517","2,743","2,611","2,786","2,863","2,706","2,546","2,957","2,994","2,449","2,537","2,657","2,896","2,590","2,284","2,366","2,326","2,508","2,195","2,142",839,"2,451","2,466","1,970","1,859","2,760","2,163","3,985","2,366","2,706","1,673"
EBIT Margin,32.36%,39.38%,31.92%,29.02%,42.28%,42.35%,43.23%,39.69%,46.17%,44.25%,47.20%,43.77%,50.99%,49.28%,46.87%,43.88%,53.24%,49.41%,41.48%,40.72%,47.81%,49.33%,45.15%,36.86%,38.40%,37.48%,39.05%,33.09%,36.30%,12.86%,36.55%,36.02%,31.58%,28.19%,41.49%,31.63%,65.27%,33.87%,39.20%,20.41%
