,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"93,123","89,609","106,694","121,167","121,304","116,725","104,775","122,450","112,761","114,298","124,834","108,769","120,830","126,658","136,048","126,236","122,841","122,144","134,173","124,047","118,220","112,399","116,048","143,240","119,572","138,744","148,860","133,852","143,704","140,048","120,754","126,718","134,701","129,971","120,573","140,139","129,089","118,631","143,760","154,142","151,830"
Market Cap Growth,21.38%,21.10%,26.54%,40.84%,30.26%,30.26%,-1.80%,1.06%,-7.04%,-2.08%,19.14%,-11.17%,7.16%,10.81%,8.98%,16.06%,1.66%,-3.56%,-1.38%,-1.73%,-3.76%,-7.98%,-13.51%,15.47%,1.14%,23.44%,28.27%,-6.55%,20.18%,0.94%,-18.88%,-5.33%,-6.27%,-7.20%,-0.15%,10.59%,-4.17%,-8.72%,19.23%,9.99%,-
Enterprise Value,"105,345","96,749","111,599","124,856","124,527","118,684","105,416","122,497","112,328","112,486","122,177","105,280","116,524","122,493","130,473","119,900","126,210","127,246","138,679","128,672","124,943","121,255","124,986","164,232","143,408","161,547","170,787","156,191","165,823","164,748","145,412","151,990","165,011","159,310","147,799","169,779","159,123","145,927","169,487","207,811","205,499"
PE Ratio,19.73,17.89,21.84,23.49,21.25,20.08,16.29,17.65,15.63,15.38,16.45,14.09,15.31,15.50,16.64,63.79,55.36,51.67,60.93,14.78,14.64,14.12,14.39,18.27,15.58,19.01,20.25,18.43,20.28,24.37,21.53,21.50,23.54,19.76,17.64,21.39,16.31,14.87,19.00,22.95,22.71
PS Ratio,4.91,4.61,5.40,6.04,5.90,5.62,4.88,5.65,5.09,5.09,5.53,4.73,5.27,5.50,5.91,5.53,5.36,5.27,5.75,5.22,4.98,4.77,4.96,6.13,4.99,5.71,5.96,5.27,5.71,5.50,4.69,4.88,5.12,4.93,4.58,5.32,4.93,4.46,5.36,5.47,5.39
PB Ratio,4.10,3.68,4.21,4.70,4.58,4.25,3.75,4.36,3.93,3.79,4.06,3.64,3.94,3.99,4.22,5.00,7.86,8.19,9.35,9.92,10.91,10.41,10.62,14.81,12.61,13.02,13.58,14.23,15.40,16.98,14.70,18.91,147.05,53.73,33.01,38.28,24.14,17.50,18.78,24.73,24.36
P/FCF Ratio,16.35,14.20,14.72,14.71,14.05,11.73,10.29,13.01,11.50,12.82,14.49,11.31,11.99,13.02,12.92,12.01,11.30,11.48,12.84,11.75,12.17,12.39,12.65,16.79,13.60,13.59,14.54,13.54,14.61,15.74,15.40,15.12,16.00,15.56,13.40,15.95,17.14,12.25,15.33,20.95,20.63
P/OCF Ratio,14.59,12.78,13.43,13.54,13.05,11.28,9.98,12.58,11.09,11.96,13.38,10.51,11.16,12.09,12.08,11.29,10.66,10.81,12.07,10.98,11.35,11.56,11.81,15.65,12.67,12.77,13.71,12.75,13.73,14.66,14.03,13.68,14.45,13.95,12.20,14.42,14.97,10.98,13.59,18.20,17.92
Debt / Equity Ratio,1.41,1.37,1.30,1.19,1.14,1.16,1.14,1.12,1.20,1.10,1.15,1.16,1.11,1.11,1.11,1.40,2.28,2.31,2.40,2.71,3.05,2.84,2.73,3.09,3.36,3.21,3.13,3.51,3.50,3.98,4.57,4.97,40.23,15.10,10.60,10.64,11.52,9.08,7.90,10.37,10.37
Quick Ratio,2.72,3.67,3.56,4.22,4.68,4.76,4.75,3.97,4.44,3.52,3.90,3.68,3.96,5.47,5.46,4.98,3.42,2.94,2.68,2.44,2.37,2.41,2.28,1.01,1.10,1.60,1.65,1.30,1.16,0.86,1.19,1.06,0.90,0.99,1.17,0.95,2.62,2.34,2.41,0.99,0.99
Current Ratio,3.45,4.36,4.22,4.95,5.53,5.48,5.42,4.45,4.95,3.97,4.35,4.11,4.42,6.20,6.07,5.49,3.88,3.39,3.08,2.79,2.77,2.90,2.89,1.44,1.59,2.18,2.28,1.81,1.66,1.31,1.64,1.59,1.44,1.53,1.68,1.41,3.15,2.77,2.86,1.65,1.65
Interest Coverage,5.65,7.23,5.97,5.93,8.44,8.21,8.77,7.74,8.68,8.04,8.44,7.96,8.55,8.92,8.33,7.67,8.75,8.63,6.90,7.21,7.75,8.72,8.27,7.59,6.84,7.86,8.30,6.90,7.52,2.99,8.28,7.36,6.68,5.67,7.50,5.21,7.34,3.15,3.57,2.04,3.73
Return on Capital (ROIC),Upgrade,9.74%,9.74%,9.34%,10.13%,11.00%,10.60%,11.59%,12.38%,12.13%,12.53%,12.20%,12.80%,13.00%,12.99%,12.71%,3.65%,4.76%,5.28%,5.33%,19.44%,19.95%,20.69%,21.23%,20.98%,20.09%,18.02%,18.12%,19.26%,18.86%,15.97%,13.94%,16.77%,18.60%,21.08%,20.09%,20.00%,11.80%,12.18%,11.36%,9.62%
Dividend Yield,1.60%,1.80%,1.60%,1.50%,1.60%,1.80%,2.20%,1.90%,2.20%,2.40%,2.30%,2.70%,2.50%,2.50%,2.40%,2.60%,2.80%,2.70%,2.50%,2.70%,2.80%,3.00%,2.90%,2.40%,2.90%,2.60%,2.50%,2.80%,2.60%,2.80%,3.20%,3.10%,3.00%,3.00%,3.40%,3.00%,3.30%,3.70%,3.10%,3.00%,3.17%
Payout Ratio,43.00%,29.90%,37.40%,35.90%,37.10%,36.20%,32.10%,33.10%,39.70%,40.20%,37.00%,38.20%,40.90%,39.20%,41.40%,-19.80%,40.40%,37.70%,45.80%,43.60%,45.30%,40.40%,44.10%,50.30%,51.80%,52.10%,46.40%,57.30%,61.80%,217.30%,53.00%,52.40%,72.10%,78.90%,48.40%,64.20%,40.00%,82.60%,65.90%,147.90%,72.06%
Buyback Yield / Dilution,-0.52%,-0.52%,-0.65%,-0.65%,-0.26%,-0.13%,0.91%,1.29%,1.30%,1.56%,1.44%,2.75%,2.50%,2.38%,2.66%,2.16%,4.05%,10.57%,11.46%,11.71%,11.95%,7.58%,7.24%,6.86%,5.11%,2.95%,2.16%,2.18%,2.19%,2.70%,3.23%,3.42%,5.16%,6.77%,5.61%,4.61%,2.36%,-,-,-,0.55%
Total Shareholder Return,1.08%,1.28%,0.95%,0.85%,1.34%,1.67%,3.11%,3.19%,3.50%,3.96%,3.74%,5.45%,5.00%,4.88%,5.06%,4.76%,6.85%,13.27%,13.96%,14.41%,14.75%,10.58%,10.14%,9.26%,8.01%,5.55%,4.66%,4.98%,4.79%,5.50%,6.43%,6.52%,8.16%,9.77%,9.01%,7.61%,5.66%,3.70%,3.10%,3.00%,3.73%
