,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"3,872","4,047","3,937","4,291","3,951","3,597","3,463","3,707","3,636","3,195","3,144","3,330","3,389","3,424","3,368","3,281","3,632","3,418","3,428","3,517","3,781","3,429","3,214","3,214","3,352","3,106","2,560","2,919","3,115","5,211","3,150","3,824","4,425","4,293","5,151","5,177","4,579","3,888","3,501","3,907"
Revenue Growth (YoY),25.76%,32.25%,16.41%,14.24%,2.04%,-11.12%,-12.04%,-13.61%,-7.97%,-11.18%,-9.21%,-10.17%,-6.79%,7.17%,7.12%,-1.47%,7.17%,-0.18%,1.78%,7.19%,4.10%,0.32%,-6.24%,-8.62%,-11.35%,-9.42%,-20.35%,-9.18%,-7.07%,67.77%,23.05%,31.00%,42.05%,-17.62%,63.52%,35.38%,3.48%,-9.43%,-32.03%,-24.53%
Cost of Revenue,"2,119","2,236","2,261","2,304","2,052","1,710","1,791","1,826","1,564","1,404","1,465","1,653","1,700","1,698","1,717","1,718","2,082","1,726","1,770","1,867","1,925","1,664","1,526","1,533","1,557","1,375","1,150","1,398","1,475","2,633","1,626","2,279","2,749","2,590","3,462","3,542","2,757","1,964","1,759","2,249"
Gross Profit,"1,753","1,811","1,676","1,987","1,899","1,887","1,672","1,881","2,072","1,791","1,679","1,677","1,689","1,726","1,651","1,563","1,550","1,692","1,658","1,650","1,856","1,765","1,688","1,681","1,795","1,731","1,410","1,521","1,640","2,578","1,524","1,545","1,676","1,703","1,689","1,635","1,822","1,924","1,742","1,658"
"Selling, General & Admin",132,172,154,135,149,216,164,160,150,190,189,171,153,184,157,168,179,173,164,154,110,154,148,154,134,153,155,153,187,156,160,174,165,156,152,162,167,166,169,162
Other Operating Expenses,461,492,509,520,794,593,616,"1,000","2,166",785,550,624,636,565,576,569,563,570,"1,222",-19,688,593,567,576,-270,"1,535","1,537",549,473,536,"2,128",527,561,523,531,542,551,564,543,558
Operating Expenses,593,664,663,655,943,809,780,"1,160","2,316",975,739,795,789,749,733,737,742,743,"1,386",135,798,747,715,730,-136,"1,688","1,692",702,660,692,"2,288",701,726,679,683,704,718,730,712,720
Operating Income,"1,160","1,147","1,013","1,332",956,"1,078",892,721,-244,816,940,882,900,977,918,826,808,949,272,"1,515","1,058","1,018",973,951,"1,931",43,-282,819,980,"1,886",-764,844,950,"1,024","1,006",931,"1,104","1,194","1,030",938
Interest Expense / Income,428,448,440,432,478,512,472,540,527,441,471,472,422,465,463,459,445,467,516,473,461,460,452,447,442,436,395,383,381,377,377,368,370,333,355,399,426,445,443,457
Other Expense / Income,327,212,111,325,328,-87,-102,-113,-119,-94,-116,221,96,-174,-137,-166,53,-206,-57,114,-170,-170,-145,-153,424,-147,-144,-159,-185,-251,-147,-153,-178,-170,-168,-178,-190,-126,-167,-196
Pretax Income,405,487,462,575,150,653,522,294,-652,469,585,189,382,686,592,533,310,688,-187,928,767,728,666,657,"1,065",-246,-533,595,784,"1,760",-994,629,758,861,819,710,868,875,754,677
Income Tax,67,200,178,246,24,224,189,108,43,154,213,377,173,246,216,160,"1,316",164,-46,196,273,172,148,151,455,60,104,140,177,351,-237,134,121,194,184,134,198,196,168,145
Net Income,338,287,284,329,126,429,333,186,-695,315,372,-188,209,440,376,373,"-1,006",524,-141,732,494,556,518,506,610,-306,-637,455,607,"1,409",-757,495,637,667,635,576,670,679,586,532
Preferred Dividends,0,0,0,0,0,0,0,0,26,39,39,39,39,39,39,39,39,39,39,39,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Net Income Common,338,287,284,329,126,429,333,186,-721,276,333,-227,170,401,337,334,"-1,045",485,-180,693,483,556,518,506,610,-306,-637,455,607,"1,409",-757,495,637,667,635,576,670,679,586,532
