,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,598,513,363,472,315,259,163,179,229,175,180,357,684,396,452,539,264,294,271,"3,459","3,280",221,213,241,185,360,526,632,"1,184","1,377","1,365",102,"1,140",84,100,483,745,416,497,80
Short-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cash & Cash Equivalents,598,513,363,472,315,259,163,179,229,175,180,357,684,396,452,539,264,294,271,"3,459","3,280",221,213,241,"1,110",360,526,632,"1,184","1,377","1,365",102,"1,140",84,100,483,745,416,497,80
Cash Growth,-16.25%,-53.62%,-64.31%,-42.16%,-47.32%,-49.51%,-55.10%,-62.08%,-27.30%,-32.43%,10.43%,99.44%,198.69%,126.29%,151.11%,50.98%,-61.40%,-25.76%,-40.04%,541.74%,1142.42%,-24.83%,-21.40%,-93.03%,-66.16%,62.90%,146.95%,162.24%,6.67%,282.50%,159.51%,-83.86%,-3.72%,-93.90%,-92.67%,373.53%,-34.65%,395.24%,397.00%,-83.44%
Receivables,"1,721","1,838","1,633","1,696","1,641","1,420","1,349","1,404","1,315","1,203","1,278","1,282","1,370","1,263","1,184","1,194","1,448","1,349","1,357","1,384","1,498","1,310","1,227","1,273","1,379","1,186","1,073","1,142","1,293","1,425","1,416","1,433","1,611","1,661","2,063","1,873","1,840","1,321","1,284","1,502"
Inventory,430,417,460,461,459,453,474,445,407,364,361,325,357,380,438,428,424,442,420,383,385,429,450,405,371,307,336,317,348,389,396,457,562,591,690,715,634,589,569,565
Other Current Assets,"1,119",894,911,857,"1,337","1,157",950,"1,039",873,739,651,"1,399",818,636,652,452,579,543,586,540,559,302,410,446,378,"1,243",555,581,378,543,"1,106",694,516,697,755,748,584,370,368,286
Total Current Assets,"3,868","3,662","3,367","3,486","3,752","3,289","2,936","3,067","2,824","2,481","2,470","3,363","3,229","2,675","2,726","2,613","2,715","2,628","2,634","5,766","5,722","2,262","2,300","2,365","3,238","3,096","2,490","2,672","3,203","3,734","4,283","2,686","3,829","3,033","3,608","3,819","3,803","2,696","2,718","2,433"
"Property, Plant & Equipment","35,847","36,952","37,607","38,100","38,564","40,289","40,586","40,608","40,547","41,042","41,199","38,780","38,705","39,023","39,423","39,867","40,155","40,333","39,905","37,795","37,897","37,782","37,840","37,934","36,419","36,041","36,027","35,958","35,836","35,605","34,570","35,576","35,653","35,557","35,530","35,534","35,599","35,639","35,759","35,944"
Long-Term Investments,"5,951","5,962","5,862","6,041","6,036","6,011","6,028","5,943","6,040","6,035","6,202","7,358","7,027","7,136","7,442","7,484","7,298","7,420","7,293","7,432","7,481","7,770","8,124","8,387","7,759","7,886","7,892","8,014","7,917","7,693","7,650","7,620","7,578","7,545","7,470","7,465","7,653","7,616","7,665","7,674"
