,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,115.61,119.08,147.71,153.06,156.1,159.02,170.66,189.08,193.01,199.74,206.87,212.71,218.31,226.55,237.15,247.53,253.99,273.72,297.02,305.53,315.57,328.43,343.76,352.81,374.73,391.85,397.16,425.62,444.39,457.7,480.33,499.32,506.79,515.83,536.31,556.92,573.35,584.37,605.91,624.67
Revenue Growth (YoY),15.51%,14.46%,35.51%,36.29%,35.02%,33.54%,15.54%,23.54%,23.65%,25.61%,21.22%,12.50%,13.11%,13.42%,14.64%,16.37%,16.34%,20.82%,25.24%,23.43%,24.24%,19.99%,15.74%,15.48%,18.75%,19.31%,15.53%,20.64%,18.59%,16.81%,20.94%,17.32%,14.04%,12.70%,11.65%,11.54%,13.13%,13.29%,12.98%,12.16%
Cost of Revenue,31.75,33.64,39.48,40.93,42.92,45.4,44.63,53.73,45.13,42.9,42.68,42.22,46.01,51.35,55.27,55.48,58.3,62.48,67.14,72.07,68.25,71.15,71.92,71.17,75,78.91,74.04,77.87,78.15,88.75,89.57,92.6,86.33,95.48,100.97,108.36,109.19,119.2,112.36,123.67
Gross Profit,83.86,85.43,108.23,112.12,113.17,113.62,126.02,135.35,147.88,156.84,164.19,170.49,172.3,175.21,181.88,192.05,195.69,211.24,229.88,233.45,247.32,257.27,271.84,281.64,299.73,312.94,323.12,347.76,366.24,368.95,390.77,406.72,420.46,420.35,435.34,448.56,464.15,465.17,493.54,501
"Selling, General & Admin",47.07,52.64,67.14,66.06,68.38,94.84,122.34,111.58,88.97,102.68,110.7,105.99,100.42,110.4,126.28,108.7,119.11,129.08,151.02,128.26,108.15,128.17,161.41,147.11,150.64,183.98,187.86,211.96,251.68,202.54,222.84,244.73,208.62,221.96,258.69,276.67,265.65,315.74,340.59,361.26
Research & Development,11.61,12.35,15.14,14.23,13.71,15.15,16.84,17.05,16.72,17.64,19.55,19.36,19.86,22.37,23.14,21.54,21.8,22.91,26.27,26.17,25.58,27.93,28.46,32.64,36.58,41.61,39,40.73,41.57,46.78,48.57,53.14,52.52,54.02,51.59,56.91,58.4,66.59,63.37,67.89
Other Operating Expenses,3.48,3.3,9.04,8.36,7.74,7.14,6.97,7.15,6.67,6.22,5.83,5.55,5.13,4.77,4.57,4.3,4.03,5.8,8.82,8.33,7.93,7.68,7.18,7.62,11.52,11.48,14.94,18.26,17.78,18.42,18.35,19.12,18.93,16.09,14.88,29.65,12.94,10.62,10.44,10.25
Operating Expenses,62.16,68.29,91.32,88.64,89.83,117.13,146.15,135.78,112.36,126.54,136.07,130.89,125.41,137.55,154,134.54,144.93,157.8,186.11,162.77,141.67,163.78,197.04,187.37,198.74,237.07,241.8,270.95,311.03,267.74,289.76,316.99,280.07,292.07,325.15,363.23,336.99,392.95,414.4,439.41
Operating Income,21.7,17.14,16.91,23.48,23.35,-3.51,-20.13,-0.43,35.52,30.3,28.12,39.6,46.89,37.66,27.88,57.51,50.76,53.45,43.77,70.69,105.66,93.49,74.8,94.27,100.99,75.86,81.32,76.81,55.21,101.21,101.01,89.73,140.39,128.28,110.18,85.33,127.16,72.22,79.15,61.59
Interest Expense / Income,1.69,1.62,3.75,2.7,2.42,2.34,2.35,2.36,2.35,2.51,2.46,2.5,2.55,2.69,2.69,2.9,0.73,0.69,0.73,0.72,-12.67,0.73,-4.68,-4.41,-3.44,-1.65,3.6,7.54,7.91,7.88,7.88,7.94,7.92,7.72,3.4,-10.66,-32.59,-43.55,-51.91,-58.42
Other Expense / Income,-0.09,-0.14,-0.06,-0.05,-0.27,-0.29,-0.14,-0.04,-0.06,-0.08,-0.16,-0.34,-1.19,-0.43,-0.61,-0.56,1.33,-2.99,-2.65,-3.04,8.76,-4.95,-0.54,-0.24,-9.88,-0.84,0.47,0.34,0.86,0.05,-0.85,-1.55,-0.91,-0.86,-1.34,-1.39,0.21,-0.58,-0.61,-0.47
Pretax Income,20.09,15.66,13.22,20.83,21.2,-5.56,-22.35,-2.75,33.24,27.88,25.82,37.44,45.52,35.41,25.8,55.17,48.69,55.74,45.7,73.01,109.57,97.71,80.02,98.92,114.31,78.36,77.25,68.93,46.44,93.28,93.98,83.34,133.37,121.42,108.13,97.37,159.54,116.35,131.67,120.48
Income Tax,7.29,5.92,4.97,7.87,7.28,0.57,-7.38,2.61,10.25,11.16,10.25,14.24,15.95,13.28,3.61,20.99,4.49,3.51,1.86,14.25,26.06,12.54,16.77,20.3,26.38,5.56,16.89,10.75,10.65,19.07,32.83,19.03,40.47,32.1,24.65,25.08,35.16,29.22,31.15,29.91
Net Income,12.8,9.74,8.25,12.96,13.92,-6.13,-14.97,-5.36,22.99,16.72,15.58,23.2,29.57,22.13,22.18,34.18,44.2,52.23,43.84,58.76,83.51,85.17,63.25,78.62,87.93,72.79,60.36,58.19,35.79,74.21,61.15,64.3,92.9,89.32,83.47,72.29,124.37,87.13,100.52,90.57
Net Income Growth,171.51%,-,-0.53%,17.24%,8.78%,-,-,-,65.12%,-,-,-,28.63%,32.35%,42.42%,47.31%,49.47%,136.02%,97.60%,71.93%,88.92%,63.06%,44.29%,33.80%,5.29%,-14.53%,-4.57%,-25.99%,-59.30%,1.95%,1.31%,10.51%,159.58%,20.36%,36.51%,12.42%,33.88%,-2.45%,20.42%,25.29%
