,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"5,308","5,388","4,550","5,024","5,940","6,392","6,523","5,619","6,715","6,118","7,118","7,059","6,144","6,755","8,633","8,804","10,733","13,091","15,016","15,315","12,286","17,002","20,246","21,681","21,919","21,518","26,100","33,403","36,433","32,391","32,709","33,990","31,212","26,310","23,936","27,578","31,429","28,006","36,360","31,397","33,241"
Market Cap Growth,110.16%,73.70%,23.52%,4.53%,11.92%,18.64%,43.35%,11.85%,13.04%,-4.29%,9.12%,25.63%,-8.51%,10.42%,21.29%,24.71%,74.71%,93.79%,73.95%,73.95%,14.46%,29.88%,34.83%,41.57%,78.41%,26.56%,28.91%,54.07%,66.22%,50.53%,25.32%,1.76%,-14.33%,-18.77%,-26.82%,-18.86%,0.70%,6.45%,51.91%,13.85%,-
Enterprise Value,"5,205","5,313","4,500","4,928","5,785","6,230","6,546","5,614","6,648","6,006","6,989","6,874","5,915","6,487","8,373","8,487","9,522","12,159","14,050","14,243","11,189","15,922","19,100","20,436","21,011","20,494","23,460","30,683","33,821","29,822","30,180","31,355","28,506","23,499","21,092","23,915","27,567","24,048","32,257","27,275","29,119"
PE Ratio,178.51,128.64,108.76,114.85,132.39,220.41,1127.15,-448.40,-1937.98,315.64,142.57,89.94,72.22,74.66,88.92,81.47,87.48,85.68,86.08,76.95,51.55,62.68,69.65,69.82,69.59,71.11,87.09,119.61,160.41,141.73,142.62,144.36,106.68,85.51,72.53,81.60,85.07,76.26,94.61,77.99,82.22
PS Ratio,12.04,11.82,9.20,9.38,10.31,10.38,10.21,8.33,9.43,8.13,9.02,8.69,7.33,7.82,9.65,9.47,11.12,12.93,14.00,13.55,10.31,13.64,15.66,16.17,15.66,14.71,17.21,21.02,21.96,18.78,18.09,18.06,16.05,13.14,11.63,13.03,14.40,12.44,15.67,13.15,13.92
PB Ratio,5.72,5.80,3.09,3.37,3.93,4.22,4.33,3.72,4.35,3.91,4.49,4.36,3.71,4.01,5.03,5.00,4.05,4.67,5.27,5.23,4.07,5.43,6.32,6.57,6.44,6.21,5.00,6.28,6.78,5.95,5.92,6.07,5.47,4.54,4.07,4.11,4.58,4.02,5.12,4.36,4.61
P/FCF Ratio,59.47,74.33,51.42,46.99,51.00,43.90,69.69,67.66,64.13,46.76,40.67,35.35,33.78,34.51,46.60,46.67,51.06,60.56,65.01,57.68,40.17,44.68,48.03,52.52,53.25,54.22,60.94,79.74,83.23,121.13,114.50,113.73,110.93,59.03,66.80,83.45,75.74,69.97,72.98,68.77,72.80
P/OCF Ratio,49.01,59.19,41.34,38.20,41.28,35.39,51.15,47.79,48.04,38.73,35.67,32.31,30.62,31.15,41.24,40.86,45.73,53.84,58.06,52.43,36.62,41.37,45.02,46.65,47.88,48.82,55.20,72.13,74.95,73.20,71.46,75.54,66.45,51.33,51.86,62.10,65.67,59.45,64.37,59.69,63.19
Debt / Equity Ratio,0.17,0.16,0.27,0.26,0.25,0.25,0.25,0.25,0.23,0.22,0.21,0.21,0.20,0.18,0.18,0.17,-,-,-,-,0.00,0.05,0.05,0.04,0.05,0.26,0.17,0.22,0.21,0.21,0.21,0.20,0.20,0.19,0.19,0.17,0.16,0.16,0.16,0.15,0.15
Quick Ratio,2.48,2.38,4.13,4.37,4.88,4.32,2.87,2.62,3.42,3.56,3.85,3.72,3.97,4.32,4.08,3.87,8.68,6.04,7.10,7.52,7.72,6.69,7.06,7.48,5.62,8.62,13.90,16.21,11.67,13.10,11.51,12.06,11.67,10.98,11.76,15.10,13.75,13.06,12.17,13.13,13.13
Current Ratio,2.77,2.83,4.53,4.68,5.14,4.62,3.19,2.93,3.49,3.63,3.95,3.80,4.05,4.40,4.22,3.97,8.78,6.23,7.37,7.68,7.87,6.79,7.17,7.60,5.79,8.75,14.01,16.35,11.75,13.17,11.62,12.18,11.78,11.08,11.95,15.36,13.92,13.21,12.30,13.31,13.31
Interest Coverage,12.86,10.70,4.52,8.72,9.78,-1.37,-8.49,-0.16,15.14,12.11,11.52,15.99,18.82,14.18,10.58,20.02,67.34,81.79,63.77,102.82,-,134.48,-,-,-,-,22.48,10.15,6.87,12.84,12.93,11.49,17.83,16.73,32.81,-,-,-,-,-,-
