,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
reportedCurrency,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD
grossProfit,19848000000,6028000000,6993000000,6908000000,20568000000,6112000000,7985000000,8446000000,24749000000,9282000000,9924000000,9890000000,11792000000,10058000000,10317000000,9711000000,10115000000,8608000000,8126000000,6665000000
totalRevenue,19848000000,17160000000,18048000000,18318000000,20568000000,18035000000,20459000000,21238000000,24896000000,22908000000,23424000000,23184000000,27041000000,24204000000,24595000000,23984000000,26923000000,22737000000,21864000000,20862000000
costOfRevenue,2370000000,11132000000,11055000000,11410000000,48000000,11923000000,12474000000,12792000000,147000000,13626000000,13500000000,13294000000,15249000000,14146000000,14278000000,14273000000,16808000000,14129000000,13738000000,14197000000
costofGoodsAndServicesSold,-9547000000,1141000000,1179000000,1170000000,1191000000,1144000000,854000000,994000000,1129000000,1273000000,1317000000,1334000000,1621000000,1711000000,2117000000,1957000000,2051000000,1822000000,1548000000,1613000000
operatingIncome,2004000000,1394000000,2143000000,2128000000,2133000000,1072000000,2212000000,2363000000,2037000000,2765000000,3258000000,2896000000,3891000000,3251000000,3535000000,3113000000,3195000000,2541000000,2780000000,1343000000
sellingGeneralAndAdministrative,-26125000000,10657000000,10678000000,10964000000,12528000000,11677000000,12462000000,12691000000,15299000000,13286000000,12328000000,12151000000,12749000000,11616000000,13324000000,12572000000,11616000000,12738000000,13044000000,12728000000
researchAndDevelopment,,,,,,,,,,,,,,,,,,,,
operatingExpenses,-23722000000,2051000000,2024000000,2064000000,48000000,2353000000,2549000000,2386000000,147000000,2714000000,2633000000,2671000000,3345000000,2683000000,2821000000,2857000000,4012000000,2886000000,2881000000,3008000000
investmentIncomeNet,,,,,,345000000,328000000,338000000,-6150000000,3616000000,345000000,274000000,244000000,315000000,333000000,333000000,1454000000,169000000,131000000,124000000
netInterestIncome,-148000000,-169000000,-159000000,-159000000,-166000000,-167000000,-183000000,-176000000,-175000000,-177000000,-167000000,-177000000,-173000000,-174000000,-171000000,-177000000,-182000000,-188000000,-191000000,-199000000
interestIncome,,170000000,178000000,198000000,108000000,218000000,183000000,176000000,175000000,177000000,167000000,177000000,173000000,174000000,171000000,177000000,182000000,188000000,191000000,199000000
interestExpense,148000000,169000000,159000000,159000000,166000000,167000000,183000000,176000000,175000000,177000000,167000000,177000000,173000000,174000000,171000000,177000000,182000000,188000000,191000000,199000000
nonInterestIncome,19848000000,17160000000,18048000000,18318000000,20568000000,18035000000,20459000000,21238000000,24896000000,22908000000,23424000000,23184000000,27735000000,24378000000,24766000000,24161000000,27105000000,22925000000,22055000000,21061000000
otherNonOperatingIncome,-1313000000,215000000,220000000,237000000,-2165000000,345000000,328000000,338000000,-6150000000,3616000000,345000000,274000000,244000000,315000000,333000000,333000000,1454000000,169000000,131000000,
depreciation,,,,,,,,,,,,,,,,,,,,
depreciationAndAmortization,545000000,568000000,575000000,587000000,630000000,648000000,661000000,677000000,712000000,722000000,739000000,738000000,754000000,764000000,762000000,774000000,888000000,834000000,828000000,837000000
incomeBeforeTax,543000000,1440000000,2204000000,2206000000,-198000000,1250000000,2357000000,2525000000,-4288000000,6204000000,3436000000,2993000000,3962000000,3392000000,3697000000,3269000000,4467000000,2522000000,2720000000,1268000000
incomeTaxExpense,90000000,329000000,519000000,456000000,-92000000,285000000,589000000,568000000,-941000000,1412000000,760000000,664000000,869000000,730000000,848000000,685000000,1014000000,627000000,639000000,141000000
interestAndDebtExpense,148000000,169000000,159000000,159000000,166000000,167000000,183000000,176000000,175000000,177000000,167000000,177000000,173000000,174000000,171000000,177000000,182000000,188000000,191000000,199000000
netIncomeFromContinuingOperations,543000000,1111000000,1685000000,1750000000,-198000000,965000000,1768000000,1957000000,-4288000000,4792000000,2676000000,2329000000,3093000000,2662000000,2849000000,2584000000,3453000000,1895000000,2081000000,1127000000
comprehensiveIncomeNetOfTax,747000000,1287000000,1688000000,1948000000,-1486000000,1086000000,1711000000,1868000000,-4438000000,7246000000,4271000000,2364000000,2844000000,2683000000,2855000000,2617000000,5122000000,1963000000,1988000000,1161000000
