,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"1,802","1,994","2,217","2,473","2,788","3,433","3,619","4,117","4,357","4,537"
Revenue Growth (YoY),7.37%,10.63%,11.17%,11.55%,12.75%,23.13%,5.42%,13.78%,5.83%,4.13%
Cost of Revenue,"1,253","1,399","1,533","1,705","1,922","2,130","2,216","2,523","2,669","2,889"
Gross Profit,548.97,594.77,683.13,767.69,865.99,"1,303","1,402","1,594","1,688","1,649"
"Selling, General & Admin",235.16,249.41,277.69,313.65,344.76,372.46,382.29,406.61,428.33,416.52
Other Operating Expenses,0,0,0,0,0,358.53,390.8,462.24,479.5,464.16
Operating Expenses,235.16,249.41,277.69,313.65,344.76,730.99,773.09,868.85,907.83,880.68
Operating Income,313.81,345.36,405.44,454.04,521.23,571.69,629.41,725.64,780.41,767.93
Interest Expense / Income,88.87,86.88,99.54,110.07,122.54,146.35,150.82,172.17,191.81,198.25
Other Expense / Income,-0.16,-0.14,-0.31,-0.69,-1.46,-3.33,-4.05,-1.65,-37.1,-3.16
Pretax Income,225.1,258.62,306.22,344.66,400.15,428.68,482.64,555.13,625.71,572.83
Income Tax,82.11,96.04,113.43,129.98,122.25,66.71,81.93,63.83,115.24,120.57
Net Income,142.99,162.59,192.79,214.68,277.91,361.97,400.71,491.3,510.47,452.26
Net Income Growth,27.22%,13.71%,18.58%,11.35%,29.45%,30.25%,10.70%,22.61%,3.90%,-11.40%
Shares Outstanding (Basic),56,55,55,48,44,42,41,39,36,35
Shares Change,-1.85%,-1.28%,-0.65%,-12.02%,-9.04%,-4.89%,-1.67%,-3.67%,-7.65%,-2.71%
EPS (Basic),2.58,2.96,3.58,4.41,6.05,8.65,9.83,12.61,13.72,12.66
EPS (Diluted),2.48,2.86,3.47,4.30,5.83,8.35,9.56,12.39,13.54,12.53
EPS Growth,29.84%,15.32%,21.33%,23.92%,35.58%,43.22%,14.49%,29.60%,9.28%,-7.46%
Free Cash Flow,153.6,122.25,228.5,233.91,251.25,274.28,411.39,504.03,560.03,388.08
Free Cash Flow Per Share,2.76,2.22,4.18,4.87,5.75,6.59,10.06,12.79,15.39,10.96
Dividend Per Share,0.800,1.000,1.240,1.520,1.840,2.200,2.600,3.120,3.760,4.400
Dividend Growth,-73.33%,25.00%,24.00%,22.58%,21.05%,19.57%,18.18%,20.00%,20.51%,17.02%
Gross Margin,30.46%,29.83%,30.82%,31.05%,31.06%,37.95%,38.76%,38.73%,38.74%,36.34%
Operating Margin,17.41%,17.32%,18.29%,18.36%,18.70%,16.65%,17.39%,17.62%,17.91%,16.93%
Profit Margin,7.93%,8.15%,8.70%,8.68%,9.97%,10.54%,11.07%,11.93%,11.72%,9.97%
Free Cash Flow Margin,8.52%,6.13%,10.31%,9.46%,9.01%,7.99%,11.37%,12.24%,12.85%,8.55%
Effective Tax Rate,36.48%,37.13%,37.04%,37.71%,30.55%,15.56%,16.98%,11.50%,18.42%,21.05%
EBITDA,339.75,381.29,438.19,492.87,567.06,628.69,693.39,792.33,890.43,851.34
EBITDA Margin,18.85%,19.12%,19.77%,19.93%,20.34%,18.31%,19.16%,19.24%,20.44%,18.76%
Depreciation & Amortization,25.78,35.79,32.43,38.14,44.37,53.67,59.93,65.04,72.92,80.25
EBIT,313.97,345.5,405.75,454.73,522.69,575.02,633.46,727.3,817.51,771.09
EBIT Margin,17.42%,17.33%,18.31%,18.39%,18.75%,16.75%,17.50%,17.66%,18.76%,16.99%
