,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"3,911","5,250","6,080","7,656","8,264","10,397","11,956","15,108","20,534","12,262","14,715"
Market Cap Growth,61.63%,34.23%,15.79%,25.93%,7.94%,25.81%,15.00%,26.37%,35.91%,-40.28%,-
Enterprise Value,"5,308","6,600","8,006","9,675","11,190","13,736","15,906","19,079","25,497","17,263","19,641"
PE Ratio,27.36,32.29,31.54,35.66,29.74,28.72,29.84,30.75,40.23,27.11,28.87
PS Ratio,2.17,2.63,2.74,3.10,2.96,3.03,3.30,3.67,4.71,2.70,3.29
PB Ratio,-3.03,-4.30,-3.38,-4.07,-3.02,-3.42,-3.50,-4.58,-4.88,-2.93,-3.28
P/FCF Ratio,25.46,42.95,26.61,32.73,32.89,37.90,29.06,29.98,36.67,31.60,31.22
P/OCF Ratio,20.16,27.30,20.84,26.18,24.22,26.38,24.06,25.49,31.39,25.80,25.94
EV/Sales Ratio,2.95,3.31,3.61,3.91,4.01,4.00,4.40,4.63,5.85,3.80,4.40
EV/EBITDA Ratio,15.62,17.31,18.27,19.63,19.73,21.85,22.94,24.08,28.63,20.28,21.50
EV/EBIT Ratio,16.91,19.10,19.73,21.28,21.41,23.89,25.11,26.23,31.19,22.39,23.55
EV/FCF Ratio,34.56,53.99,35.04,41.36,44.54,50.08,38.67,37.85,45.53,44.48,41.67
Debt / Equity Ratio,-1.19,-1.23,-1.24,-1.16,-1.15,-1.16,-1.27,-1.32,-1.26,-1.25,-1.26
Debt / EBITDA Ratio,4.52,3.94,5.11,4.44,5.56,5.62,6.27,5.50,5.94,6.17,5.70
Debt / FCF Ratio,10.00,12.28,9.81,9.35,12.55,12.88,10.58,8.64,9.45,13.53,11.05
Quick Ratio,0.98,1.02,1.19,0.79,1.01,1.01,1.34,1.34,0.99,0.95,0.95
Current Ratio,1.38,1.61,1.60,1.23,1.46,1.49,1.74,1.85,1.46,1.47,1.41
Asset Turnover,3.72,3.75,3.36,3.45,3.51,3.84,2.97,2.67,2.56,2.75,2.77
Interest Coverage,3.53,3.98,4.08,4.13,4.27,3.93,4.20,4.22,4.26,3.89,4.23
Return on Equity (ROE),-10.90%,-12.90%,-14.00%,-11.50%,-12.10%,-12.40%,-13.10%,-14.90%,-13.00%,-10.70%,-12.50%
Return on Assets (ROA),29.50%,30.60%,29.20%,30.00%,35.00%,40.50%,32.90%,31.90%,29.90%,27.40%,32.20%
Return on Capital (ROIC),80.95%,77.07%,57.94%,92.81%,86.51%,98.18%,55.90%,60.78%,58.83%,57.02%,60.90%
Earnings Yield,3.66%,3.10%,3.17%,2.80%,3.36%,3.48%,3.35%,3.25%,2.49%,3.69%,3.53%
FCF Yield,3.93%,2.33%,3.76%,3.06%,3.04%,2.64%,3.44%,3.34%,2.73%,3.16%,3.20%
Dividend Yield,1.10%,1.00%,1.10%,1.00%,1.00%,0.90%,0.90%,0.80%,0.70%,1.30%,1.15%
Payout Ratio,31.00%,33.80%,34.60%,34.50%,30.40%,25.40%,26.40%,24.70%,27.40%,34.80%,33.13%
Buyback Yield / Dilution,1.85%,1.28%,0.65%,12.02%,9.04%,4.89%,1.67%,3.67%,7.65%,2.71%,2.20%
Total Shareholder Return,2.95%,2.28%,1.75%,13.02%,10.04%,5.79%,2.57%,4.47%,8.35%,4.01%,3.35%
