,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"61,194","61,582","63,732","67,873","75,947","70,545","76,417","61,532","61,591","48,984","50,324","61,293","79,127","79,947","82,426","88,468","94,860","96,688","83,910","81,255","68,204","72,111","73,699","70,524","82,743","54,375","76,104","76,236","123,984","140,840","170,597","177,548","176,139","155,686","133,051","135,646","143,693","147,674","142,628","135,324","141,973"
Market Cap Growth,62.11%,42.85%,33.09%,28.59%,24.11%,14.56%,19.90%,-9.34%,-18.90%,-30.56%,-34.15%,-0.39%,28.47%,63.21%,63.79%,44.34%,19.88%,20.94%,1.80%,-8.15%,-28.10%,-25.42%,-12.17%,-13.21%,21.32%,-24.59%,3.26%,8.10%,49.84%,159.02%,124.16%,132.89%,42.07%,10.54%,-22.01%,-23.60%,-18.42%,-5.15%,7.20%,-0.24%,-
Enterprise Value,"132,040","131,148","143,407","133,077","155,474","160,543","169,305","144,958","172,913","168,575","168,464","193,394","178,601","222,755","239,437","247,285","218,318","214,583","195,842","193,187","180,136","197,265","198,853","195,678","207,897","181,663","203,392","203,524","251,272","256,283","286,040","292,991","291,582","273,775","251,140","253,735","261,782","295,268","293,901","283,784","290,433"
PE Ratio,23.05,19.44,15.23,13.76,24.10,17.56,19.79,19.40,10.86,11.10,12.06,12.90,14.37,12.71,12.77,13.36,16.98,15.29,11.98,11.08,8.30,9.03,9.51,9.06,9.72,7.00,8.67,8.18,11.81,10.93,12.87,12.47,12.09,11.02,10.15,11.29,13.63,15.02,15.03,14.61,15.47
PS Ratio,1.88,1.85,1.91,1.98,2.22,2.01,2.10,1.75,1.75,1.48,1.56,1.84,2.29,2.19,2.22,2.36,2.50,2.46,2.08,1.98,1.70,1.83,1.89,1.80,1.99,1.33,1.71,1.65,2.54,2.58,3.06,3.02,2.95,2.65,2.33,2.45,2.68,2.77,2.66,2.51,2.63
PB Ratio,0.93,0.92,0.90,0.93,1.07,0.95,1.02,0.82,0.82,0.64,0.65,0.79,1.04,1.03,1.05,1.12,1.23,1.24,1.05,1.01,0.85,0.88,0.90,0.87,1.01,0.53,0.75,0.75,1.22,1.34,1.62,1.68,1.67,1.56,1.33,1.36,1.44,1.47,1.42,1.36,1.43
P/FCF Ratio,1.82,1.80,2.99,2.72,807.95,-3.91,-5.31,-3.85,-10.55,4.30,2.66,6.12,19.27,-5329.77,-3.12,-7.05,-15.46,15.19,10.81,4.86,12.54,7.42,2.23,2.22,2.12,1.18,4.09,-61.09,-4.65,-5.92,-69.24,29.42,5.56,31.80,8.92,27.18,-15.17,-7.52,-3.22,-4.10,-4.10
P/OCF Ratio,1.75,1.74,2.84,2.62,69.93,-4.21,-5.79,-4.22,-13.80,3.84,2.48,5.39,14.70,61.69,-3.29,-8.02,-21.06,12.01,8.77,4.39,9.34,6.16,2.11,2.09,2.03,1.14,3.76,3314.63,-4.91,-6.35,-223.59,21.57,5.18,21.24,7.55,17.07,-22.46,-8.95,-3.47,-4.54,-4.54
Debt / Equity Ratio,2.58,2.51,2.34,2.28,2.36,2.30,2.30,2.29,2.20,2.28,2.26,2.26,2.33,2.38,2.56,2.62,2.63,2.63,2.48,2.48,2.48,2.54,2.54,2.54,2.54,2.29,2.29,2.29,2.29,2.31,2.31,2.31,2.31,2.46,2.46,2.46,2.46,2.57,2.55,2.59,2.59
Return on Capital (ROIC),Upgrade,1.31%,1.47%,1.80%,2.10%,0.96%,1.30%,1.25%,0.97%,2.60%,1.99%,1.89%,2.12%,2.40%,2.62%,2.52%,2.52%,2.20%,2.44%,2.72%,2.85%,3.17%,2.98%,2.91%,2.93%,3.23%,2.68%,3.03%,3.22%,3.51%,3.94%,3.98%,4.24%,4.33%,4.27%,3.99%,3.68%,3.28%,3.01%,2.96%,2.92%
Dividend Yield,0.60%,0.60%,0.80%,0.90%,0.90%,1.10%,1.20%,1.60%,1.70%,2.40%,2.30%,2.00%,1.70%,1.80%,1.80%,1.80%,1.70%,1.80%,2.10%,2.30%,2.80%,2.70%,2.70%,2.90%,2.50%,4.00%,2.90%,2.90%,2.00%,1.80%,1.50%,1.80%,2.10%,2.80%,3.70%,3.60%,3.50%,3.40%,3.60%,3.90%,3.93%
Payout Ratio,250.00%,6.70%,10.60%,11.80%,-11.10%,8.30%,17.20%,30.60%,37.50%,26.80%,19.70%,24.10%,24.10%,19.60%,22.50%,26.30%,89.30%,16.90%,18.90%,25.20%,36.60%,21.30%,24.20%,27.30%,26.50%,34.30%,17.70%,20.80%,18.70%,15.80%,18.60%,34.80%,34.10%,34.30%,50.00%,52.00%,60.50%,45.10%,62.00%,61.20%,60.82%
Buyback Yield / Dilution,2.68%,-1.51%,-0.94%,-0.31%,-0.21%,0.34%,0.49%,1.11%,1.81%,2.45%,3.11%,3.59%,4.33%,3.81%,3.63%,3.25%,3.24%,3.85%,4.48%,5.01%,4.96%,5.31%,5.32%,5.79%,6.10%,6.20%,5.92%,3.75%,-12.49%,-15.58%,-18.24%,-15.71%,0.94%,3.47%,6.41%,6.35%,6.00%,5.24%,4.18%,3.18%,3.18%
Total Shareholder Return,3.28%,-0.91%,-0.14%,0.59%,0.69%,1.44%,1.69%,2.71%,3.51%,4.85%,5.41%,5.59%,6.03%,5.61%,5.43%,5.05%,4.94%,5.65%,6.58%,7.31%,7.76%,8.01%,8.02%,8.69%,8.60%,10.20%,8.82%,6.65%,-10.49%,-13.78%,-16.74%,-13.91%,3.04%,6.27%,10.11%,9.95%,9.50%,8.64%,7.78%,7.08%,7.11%
