,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"25,339","19,337","18,449","26,115","15,196","22,338","24,058","33,442","32,781",-,"40,825"
Market Cap Growth,8.39%,-23.69%,-4.59%,41.55%,-41.81%,47.00%,7.70%,39.01%,-1.98%,-,-
Enterprise Value,"32,440","26,924","21,399","28,794","16,910","23,437","22,157","31,390","31,069",-,"35,313"
PE Ratio,15.65,12.38,14.04,17.65,7.24,11.80,15.68,12.12,12.81,0,19.75
PS Ratio,2.26,1.58,1.52,2.23,1.26,1.74,1.89,2.81,2.43,-,3.54
PB Ratio,3.12,2.68,2.93,4.35,2.72,3.90,4.10,5.88,9.07,0,8.63
P/FCF Ratio,11.08,7.93,9.82,16.97,6.24,10.16,5.37,10.43,7.76,-,16.95
P/OCF Ratio,10.56,7.52,9.36,15.35,5.85,9.54,5.20,10.06,7.44,-,16.06
EV/Sales Ratio,2.90,2.19,1.76,2.46,1.41,1.83,1.74,2.64,2.30,-,3.06
EV/EBITDA Ratio,13.65,9.71,7.98,13.58,6.26,7.77,19.50,17.89,10.13,-,11.51
EV/EBIT Ratio,15.28,10.66,8.79,15.27,6.75,8.27,23.85,18.94,10.00,-,11.09
EV/FCF Ratio,14.19,11.04,11.39,18.71,6.94,10.66,4.95,9.79,7.35,-,14.66
Debt / Equity Ratio,1.25,1.45,0.86,0.88,0.86,0.86,0.84,0.91,1.49,0,1.48
Debt / EBITDA Ratio,3.77,3.65,3.89,2.56,1.96,1.60,4.34,2.82,1.69,1.61,1.17
Debt / FCF Ratio,3.92,4.15,5.56,3.53,2.18,2.19,1.10,1.54,1.23,1.76,1.50
Quick Ratio,0.29,0.29,0.30,0.29,0.32,219.73,254.82,277.60,316.95,0,349.03
Current Ratio,0.02,0.02,0.03,0.02,0.02,219.73,254.82,117.35,316.95,0,112.28
Asset Turnover,0.08,0.08,0.08,0.08,0.09,0.08,0.07,0.08,0.09,0,0.09
Interest Coverage,6.10,4.36,5.45,11.93,11.50,4.45,9.56,15.54,17.07,0,11.85
Return on Equity (ROE),16.28%,19.93%,21.64%,20.88%,24.67%,37.54%,33.04%,26.15%,48.55%,70.83%,46.08%
Return on Assets (ROA),0.92%,1.09%,1.08%,0.94%,1.00%,1.53%,1.25%,0.92%,1.57%,1.61%,1.24%
Return on Capital (ROIC),6.47%,8.62%,7.52%,9.25%,14.61%,22.89%,7.59%,12.00%,22.47%,30.21%,29.64%
Earnings Yield,6.39%,8.08%,7.12%,5.67%,13.81%,8.47%,6.38%,8.25%,7.81%,-,5.34%
FCF Yield,9.02%,12.61%,10.18%,5.89%,16.02%,9.84%,18.60%,9.58%,12.89%,0.00%,5.90%
Dividend Yield,1.68%,2.40%,2.60%,1.88%,3.33%,2.26%,2.07%,1.53%,1.63%,-,1.36%
Payout Ratio,26.31%,29.77%,36.45%,33.18%,24.12%,26.62%,32.40%,18.51%,20.87%,0.00%,26.81%
Buyback Yield / Dilution,7.05%,5.84%,5.54%,8.69%,6.84%,5.74%,7.92%,7.57%,11.81%,5.04%,5.12%
Total Shareholder Return,8.73%,8.25%,8.13%,10.57%,10.17%,8.00%,9.99%,9.10%,13.43%,5.04%,6.47%
