,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"25,119","27,267","32,387","27,892","25,041","24,793","24,456","15,244","13,152","12,109","18,995","23,096","23,913","21,886","16,807","19,295","21,756","16,725","23,009","20,321","10,553","13,833","11,842","9,725","9,975","2,646","4,340","3,621","6,047","14,707","19,759","24,040","29,822","39,274","36,373","39,373","40,209","33,099","31,020","30,528","27,845"
Market Cap Growth,19.18%,19.04%,53.76%,18.94%,-0.31%,-9.07%,-24.49%,-45.35%,-47.48%,-51.16%,-22.33%,51.51%,81.82%,80.74%,-11.52%,-16.46%,-9.02%,-23.58%,36.90%,5.32%,-51.49%,-17.29%,-48.53%,-52.14%,-5.48%,-80.87%,-63.35%,-62.76%,-39.38%,455.86%,355.29%,563.86%,393.14%,167.04%,84.08%,63.78%,34.83%,-15.72%,-14.72%,-22.46%,-
Enterprise Value,"31,075","40,752","43,036","36,543","34,823","34,684","34,776","25,357","23,874","23,019","29,979","32,065","32,108","30,148","24,996","26,917","25,978","25,283","27,616","23,267","12,593","18,590","12,559","12,609","12,669","5,459","7,212","6,266","8,354","20,357","24,980","28,467","34,285","43,371","39,636","44,773","45,452","38,890","37,244","36,219","33,536"
PE Ratio,-1255.96,16.60,19.81,12.55,15.58,-10.70,-4.21,-1.48,-1.02,-0.98,-1.71,-3.50,-22.64,9.50,4.11,5.86,24.23,42.02,-93.53,9.69,3.44,4.70,3.07,6.77,-28.10,-1.43,-1.44,-1.12,-2.26,-22.59,71.85,19.95,10.60,10.94,6.91,6.23,6.69,5.50,6.49,8.04,7.42
PS Ratio,2.42,2.24,2.39,1.72,1.21,1.23,1.28,0.88,1.00,1.01,1.71,1.97,3.54,2.68,2.14,3.47,3.35,2.66,3.80,3.24,1.19,1.71,1.48,1.29,1.60,0.37,0.75,0.71,1.25,3.07,2.90,2.61,2.44,2.81,2.12,2.06,2.10,1.73,1.82,1.98,1.81
PB Ratio,1.23,1.33,1.51,1.26,1.16,1.38,1.60,1.32,1.87,1.89,3.92,3.96,2.89,3.39,2.44,2.71,2.35,1.88,2.87,2.28,1.15,1.76,1.69,1.49,1.72,0.68,1.35,1.20,2.10,1.76,2.35,2.69,3.22,4.22,3.61,3.62,3.60,3.02,2.82,2.62,2.39
P/FCF Ratio,-38.82,125.66,9.12,5.10,6.03,6.02,34.89,-16.11,60.33,-43.09,208.74,14.65,10.46,7.40,5.13,10.73,15.32,11.08,13.89,13.34,11.18,14.75,20.49,53.43,19.15,8.09,-188.69,13.56,26.64,43.13,16.86,11.91,10.04,9.38,6.53,11.35,11.68,11.85,28.54,10.55,9.62
P/OCF Ratio,4.62,4.67,4.98,4.32,4.16,3.96,4.60,2.87,2.69,3.55,7.14,12.60,15.94,10.52,6.80,7.89,7.48,5.64,8.41,7.04,3.90,6.07,4.94,4.76,4.81,1.26,2.75,2.34,4.47,9.50,7.80,6.57,6.09,6.39,4.71,4.78,4.71,3.95,4.37,4.54,4.14
Debt / Equity Ratio,0.59,0.76,0.58,0.54,0.52,0.65,0.79,1.03,1.85,1.96,2.62,1.94,1.23,1.61,1.53,1.46,0.74,1.12,0.76,0.68,0.48,0.77,0.65,0.69,0.78,1.16,1.41,1.50,1.58,0.90,0.80,0.76,0.73,0.72,0.67,0.62,0.60,0.61,0.61,0.55,0.55
Quick Ratio,1.14,0.61,0.86,0.90,0.58,0.63,0.83,0.89,1.04,1.02,0.99,1.22,1.27,1.39,1.43,1.50,1.10,0.90,0.31,1.34,1.45,1.20,1.35,1.47,1.39,1.49,1.50,1.40,1.97,1.01,0.89,1.10,1.24,1.23,1.42,0.97,1.04,0.85,0.75,0.78,0.78
Current Ratio,1.20,0.66,0.94,1.00,1.10,1.04,1.18,1.23,1.22,1.14,1.36,1.56,1.44,1.53,1.61,1.63,1.45,1.04,1.65,1.48,1.99,1.37,1.49,1.72,2.00,2.61,2.33,2.04,2.26,1.18,1.00,1.21,1.38,1.33,1.55,1.16,1.25,1.09,0.98,0.97,0.97
Interest Coverage,5.28,5.96,12.67,15.04,2.57,-47.15,-35.02,-37.39,-25.61,-18.96,-9.75,5.79,21.04,3.43,3.78,3.64,3.13,0.40,-5.44,35.79,27.10,-6.27,9.53,3.72,-9.55,-33.35,-8.75,-1.76,-0.99,0.55,4.74,12.14,20.26,15.78,30.63,37.69,22.23,17.89,12.40,14.11,16.52
Return on Capital (ROIC),Upgrade,-1.09%,5.29%,5.72%,7.45%,4.80%,-14.53%,-34.59%,-68.31%,-96.30%,-91.50%,-82.48%,-45.27%,-2.22%,20.97%,30.47%,24.74%,2.32%,0.40%,-4.51%,-5.65%,7.71%,3.39%,9.89%,11.31%,0.27%,-19.21%,-31.85%,-36.59%,-38.42%,-4.71%,1.10%,7.75%,17.76%,23.95%,32.90%,37.13%,34.70%,35.40%,28.22%,22.58%
Dividend Yield,1.40%,1.30%,1.10%,1.30%,1.50%,1.60%,1.60%,2.60%,3.00%,3.50%,2.20%,1.40%,0.90%,0.60%,0.80%,0.70%,0.60%,0.80%,0.60%,0.70%,1.30%,1.00%,1.20%,1.40%,1.30%,5.20%,3.40%,7.00%,4.30%,3.60%,3.50%,3.20%,4.20%,4.50%,6.50%,7.70%,8.40%,10.00%,9.30%,7.20%,6.60%
Payout Ratio,43.10%,27.50%,14.50%,9.70%,-23.80%,-2.70%,-3.50%,-2.80%,-3.30%,-3.70%,-2.00%,3.20%,1.20%,10.30%,14.60%,16.20%,17.10%,-15.80%,-9.60%,1.50%,3.30%,-10.80%,7.50%,33.30%,-5.70%,-1.90%,-6.20%,-148.00%,-40.70%,57.60%,89.50%,39.50%,37.30%,67.60%,43.20%,53.60%,73.00%,58.20%,66.70%,34.30%,48.98%
Buyback Yield / Dilution,-0.25%,-0.34%,-0.47%,-0.76%,-0.76%,-0.91%,-0.78%,-0.46%,-0.46%,-7.35%,-27.46%,-27.40%,-27.40%,-18.88%,-0.32%,-0.38%,-0.36%,-0.29%,0.44%,3.20%,10.90%,16.69%,20.67%,20.56%,17.96%,12.64%,7.83%,5.29%,0.42%,-75.79%,-76.87%,-76.85%,-76.99%,1.32%,2.50%,3.28%,3.44%,1.54%,2.77%,2.26%,2.26%
Total Shareholder Return,1.15%,0.96%,0.63%,0.54%,0.74%,0.69%,0.82%,2.14%,2.54%,-3.85%,-25.26%,-26.00%,-26.50%,-18.28%,0.48%,0.32%,0.24%,0.51%,1.04%,3.90%,12.20%,17.69%,21.87%,21.96%,19.26%,17.84%,11.23%,12.29%,4.72%,-72.19%,-73.37%,-73.65%,-72.79%,5.82%,9.00%,10.98%,11.84%,11.54%,12.07%,9.46%,8.86%
