,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,38.62,43.41,46.94,35.03,46.05,43.5,52.31,67.82,76.82,55.81,58.84,57.9,56.06,76.16,106.6,48.65,59.24,61.58,60.55,52.5,58.13,78.89,63.46,145.34,52.75,8.5,-30.3,92.71,46.23,44.19,50.11,112.93,49.97,59.67,154.13,113.69,53.33,58.49,55.04,62.1
Depreciation & Amortization,43.85,40.89,42.66,43.41,41.98,42.67,43.72,46.42,47.8,48.44,48.9,48.45,51.38,52.67,55.61,56.39,58.11,58.38,60.78,66.98,59.62,59.06,59.65,61.43,62.19,62.78,65.63,64.42,63.87,67.68,70.61,77.82,71.67,74.46,77.11,79.17,78.64,78.97,81.73,82.42
Share-Based Compensation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.92,0,0,9.78,3.23,3.82,3.2,3.24,3.45,4.1,3.35,3.39,3.48
Other Operating Activities,-3.44,8.47,-19.96,25.71,-6.18,5.36,-8.66,-6.48,-19.88,-5.65,-18.08,27.78,16.36,-14.23,-61.58,12.31,4.82,16.96,-21.73,30.49,-14.85,-2.59,-23.09,-91.17,1.8,-10.66,49.7,-69.57,3,18.22,-13.69,-90.67,-24.41,18.12,-87.71,-90.83,4.94,6.45,8.77,-37.39
Operating Cash Flow,79.16,92.91,69.78,104.28,81.99,91.66,87.5,107.9,104.88,98.73,89.8,134.26,123.93,114.73,100.81,119.36,124.18,138.93,101.61,151.97,104.92,137.37,102.02,117.61,118.75,62.63,87.04,101.51,115.11,132.1,118.83,105.32,103.07,157.45,148.77,107.48,143.01,149.27,150.94,112.62
Operating Cash Flow Growth,16.94%,17.60%,-12.81%,18.82%,3.57%,-1.34%,25.40%,3.46%,27.92%,7.71%,2.63%,24.44%,18.17%,16.21%,12.26%,-11.10%,0.20%,21.10%,0.79%,27.33%,-15.51%,-1.13%,0.41%,-22.61%,13.18%,-54.40%,-14.68%,-13.69%,-3.07%,110.92%,36.52%,3.75%,-10.46%,19.19%,25.20%,2.05%,38.75%,-5.20%,1.46%,4.78%
Capital Expenditures,-84.24,-95.13,-95.15,-95.6,-91.78,-162.8,-71.53,-110.74,-197.71,-97.75,-143.63,-141.16,-276.67,-151.21,-398.43,-130.4,-89.31,-98.2,-84.3,-109.96,-102.62,-92.8,-129.83,-289.18,-146.89,-119.02,-105.81,-152.74,-89.41,-460.79,-147.79,-108.99,-85.02,-209.55,-422.22,-156.44,-111.86,-103.29,-81.69,-76.29
Acquisitions,0.09,-3.37,7.18,0.34,-0.05,45.72,-1.41,50.87,-0.7,2.43,-1.32,-3.73,0.5,47.47,80.74,8.38,51.37,70.1,58.85,34.68,6.79,86.63,23.18,207.11,0.71,16.23,0.39,164.08,17.52,0.85,0.74,118.62,1.39,2.73,63.03,46.09,14.8,5.4,1.75,16.37
Change in Investments,0.05,0.59,3.94,0.43,0.21,0.39,10.09,-0.36,0,0,11.72,-0.1,0.01,-0.52,0.01,-1.15,-0.18,-0.14,-0.04,0.29,0.05,0.05,0.03,-0.49,-0.66,0.34,-10.21,0.27,0,31.12,0,0.01,0.01,0.01,-3.49,0.01,0,0,0,0
Other Investing Activities,-3.94,-4.17,-6.76,-20.4,-3.33,-4.71,-7.28,-7.06,-3.29,-3.9,-4.28,-6.83,-3.11,-3.16,-5.02,-5.36,-8.06,-4.28,-7.6,-5.49,-8.26,-3.21,-7.28,-6.71,-5,-2.92,-0.75,-6.41,-2.96,-6.31,-4.81,-7.91,-4.58,-5.05,-7.41,-5.5,-3.75,-5.49,-4.49,-9.77
Investing Cash Flow,-88.04,-102.08,-90.8,-115.23,-94.95,-121.41,-70.13,-67.28,-201.69,-99.22,-137.52,-151.8,-279.28,-107.42,-322.7,-128.52,-46.18,-32.52,-33.08,-80.47,-104.04,-9.33,-113.9,-89.27,-151.83,-105.37,-116.37,5.19,-74.84,-435.13,-151.87,1.72,-88.19,-211.87,-370.09,-115.85,-100.81,-103.39,-84.44,-69.69
Dividends Paid,-51.71,-52.14,-52.46,-58.9,-59.33,-59.39,-59.69,-64.9,-64.88,-66.19,-66.67,-69.94,-70.12,-70.33,-70.4,-72.15,-74.93,-74.68,-74.71,-76.88,-77.3,-77.67,-78.02,-80.66,-80.9,-80.98,-80.98,-81.74,-82.91,-83.93,-84,-84.81,-85.68,-85.77,-86.56,-89.28,-89.43,-89.61,-89.62,-90.54
Share Issuance / Repurchase,51.62,52.32,50.32,61.91,0.59,57.42,43.13,9.72,181.76,63.46,54.82,29.06,17.36,0.03,33.8,67.39,1.34,21.16,59.14,49.29,59.43,9.03,71.27,3.3,0.02,0.08,0.07,99.01,87.33,-0.04,-0.01,85.7,82.82,176.78,33.07,14.6,6.25,0,9.75,115.9
Debt Issued / Paid,-2.84,-23.26,7.79,34.22,197.62,-115.04,-7.52,34.05,-1.92,6.19,145.17,-14.12,215.43,130.05,40.62,8.77,50.02,-15.43,-64.23,-27.98,-1.72,0.69,97.63,-1.74,988.48,106.44,-1.59,-181.56,-48.85,-102.47,-9,-117.34,-0.87,-16.93,266.15,24.39,59.18,41.37,18.12,92.79
Other Financing Activities,-1.41,-2.13,-2.03,-2.25,-2.43,-2.51,-2.61,-11.29,-19.47,-4.07,-2.94,-1.41,-8.72,7.4,142.99,-2.69,-5.94,-2.2,-2.89,-2.39,-7.42,-2.04,-12.36,-2.55,-8.7,-1,-0.97,-13.95,-4.29,-2.03,-2.98,-3.34,-8.12,-3.3,-27.27,-3.64,-7.26,-2.16,-4.73,-3.87
Financing Cash Flow,-4.35,-25.21,3.63,34.98,136.45,-119.52,-26.69,-32.43,95.48,-0.61,130.37,-56.41,153.95,67.15,147.02,1.32,-29.5,-71.15,-82.69,-57.97,-27,-69.98,78.53,-81.65,898.9,24.54,-83.46,-178.24,-48.72,-188.48,-95.99,-119.78,-11.85,70.78,185.4,-53.92,-31.27,-50.4,-66.47,114.29
Net Cash Flow,-13.23,-34.39,-17.4,24.03,123.49,-149.26,-9.31,8.18,-1.33,-1.09,82.66,-73.95,-1.39,74.46,-74.87,-7.84,48.5,35.26,-14.16,13.53,-26.12,58.06,66.65,-53.3,865.81,-18.19,-112.8,-71.54,-8.45,-491.51,-129.03,-12.74,3.03,16.37,-35.92,-62.29,10.93,-4.52,0.04,157.21
Free Cash Flow,-5.08,-2.22,-25.37,8.69,-9.79,-71.14,15.97,-2.84,-92.83,0.98,-53.83,-6.89,-152.74,-36.49,-297.62,-11.04,34.87,40.74,17.31,42.02,2.3,44.57,-27.81,-171.57,-28.14,-56.38,-18.77,-51.23,25.7,-328.69,-28.96,-3.67,18.05,-52.1,-273.45,-48.96,31.15,45.98,69.25,36.33
Free Cash Flow Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-93.40%,9.41%,-,-,-,-,-,-,-,-,-,-,-29.76%,-,-,-,72.58%,-,-,-
Free Cash Flow Margin,-2.97%,-1.32%,-14.84%,4.92%,-5.30%,-39.20%,8.62%,-1.47%,-46.80%,0.49%,-26.76%,-3.38%,-73.65%,-17.54%,-136.55%,-4.93%,15.47%,18.11%,7.53%,17.85%,0.99%,19.34%,-11.89%,-71.74%,-12.15%,-32.00%,-9.01%,-23.34%,11.78%,-141.91%,-11.71%,-1.44%,7.03%,-19.73%,-100.00%,-17.48%,11.41%,16.38%,24.16%,12.45%
Free Cash Flow Per Share,-0.08,-0.03,-0.38,0.13,-0.14,-1.04,0.23,-0.04,-1.33,0.01,-0.76,-0.10,-2.13,-0.51,-4.13,-0.15,0.48,0.56,0.24,0.57,0.03,0.60,-0.37,-2.28,-0.37,-0.75,-0.25,-0.68,0.33,-4.24,-0.37,-0.05,0.23,-0.66,-3.39,-0.60,0.38,0.57,0.85,0.45
