,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"7,666","8,134","8,022","9,093","10,108","8,798","9,432","10,143","10,872","11,738","10,995","10,202","9,626","9,130","8,975","9,635","8,498","9,266","9,294","8,719","10,251","9,645","10,204","9,722","5,644","6,445","5,555","6,439","7,786","9,111","9,176","10,604","9,597","7,604","7,291","8,205","8,040","7,888","7,388","8,411","8,197"
Market Cap Growth,9.29%,20.25%,20.36%,37.86%,31.86%,8.15%,17.58%,11.55%,7.56%,33.43%,16.56%,0.58%,-11.46%,-22.22%,-18.37%,-5.55%,-11.71%,1.49%,3.56%,-9.51%,20.63%,4.09%,9.79%,11.51%,-44.94%,-33.18%,-45.56%,-33.77%,37.94%,41.37%,65.18%,64.69%,23.26%,-16.54%,-20.54%,-22.62%,-16.22%,3.74%,1.33%,2.51%,-
Enterprise Value,"9,982","10,451","10,363","11,455","12,573","11,315","11,952","12,749","13,512","14,385","13,703","12,977","12,619","12,177","12,215","12,905","11,769","12,531","12,509","11,884","13,512","12,843","13,465","13,097","9,150","10,072","9,297","10,077","11,416","13,125","13,308","14,634","13,630","11,601","11,588","12,595","12,475","12,366","11,885","12,848","12,633"
PE Ratio,46.10,47.21,51.00,55.45,58.96,51.29,53.32,48.37,45.22,46.44,42.40,40.91,42.11,36.67,30.25,33.52,29.24,33.57,40.41,37.28,44.04,38.57,40.34,28.11,16.58,23.87,31.51,52.07,66.47,59.61,39.34,41.84,37.31,27.89,19.36,21.74,21.11,20.78,26.34,36.74,35.86
PS Ratio,11.77,12.29,11.91,13.25,14.44,12.33,12.96,13.63,14.35,15.16,13.92,12.73,11.88,11.13,10.72,11.24,9.71,10.39,10.28,9.52,11.12,10.40,10.95,10.39,6.04,7.32,6.50,7.71,9.47,10.38,10.01,11.15,9.70,7.44,6.95,7.64,7.37,7.12,6.59,7.43,7.24
PB Ratio,5.16,5.32,5.10,5.67,6.35,5.38,5.66,6.10,5.86,6.10,5.57,5.16,4.86,4.58,4.06,4.25,3.77,4.09,4.02,3.72,4.29,4.01,4.13,3.84,2.26,2.65,2.39,2.61,3.09,3.66,3.73,4.11,3.64,2.72,2.51,2.78,2.75,2.72,2.56,2.84,2.77
P/FCF Ratio,-82.55,-144.22,-92.99,-379.16,-352.23,-90.12,-167.61,-149.60,-72.08,-149.12,-74.03,-66.87,-45.30,-36.53,-18.18,-19.35,-27.39,-39.76,113.52,64.62,100.15,90.82,167.07,-63.75,-30.85,-22.70,-20.21,-41.67,-77.33,-24.43,-23.95,-31.60,-27.96,-114.02,-23.43,-23.02,-23.42,-32.16,75.84,46.04,44.86
P/OCF Ratio,23.52,23.93,24.34,26.27,28.97,25.30,25.81,27.48,27.74,29.42,27.40,23.85,21.55,19.73,18.94,21.00,18.51,19.17,19.20,16.87,20.61,19.45,20.56,21.05,11.86,16.07,14.39,17.41,21.26,20.91,19.63,22.50,20.89,15.69,14.17,15.88,14.44,14.38,13.42,15.13,14.75
Debt / Equity Ratio,1.61,1.54,1.50,1.50,1.66,1.55,1.52,1.58,1.43,1.39,1.42,1.42,1.52,1.58,1.48,1.45,1.48,1.47,1.41,1.38,1.38,1.37,1.39,1.38,1.80,1.89,1.98,1.80,1.75,1.73,1.75,1.62,1.59,1.49,1.53,1.51,1.55,1.58,1.59,1.58,1.58
Interest Coverage,2.67,2.88,3.01,2.45,2.91,2.86,3.41,3.93,4.24,3.42,3.43,3.43,3.37,4.19,5.06,2.94,3.34,3.29,3.22,2.94,3.15,3.94,3.42,6.45,2.93,1.31,0.22,3.52,2.50,2.48,2.62,4.57,2.65,2.92,5.45,4.02,2.41,2.41,2.34,2.49,2.41
Return on Capital (ROIC),Upgrade,6.58%,6.69%,6.68%,6.75%,6.62%,6.89%,7.05%,7.00%,6.76%,6.73%,6.55%,6.72%,6.52%,6.40%,6.07%,5.99%,6.09%,6.29%,6.47%,6.49%,6.38%,6.64%,6.44%,7.80%,6.65%,5.74%,4.53%,4.20%,4.13%,4.66%,5.89%,5.83%,5.83%,5.92%,5.70%,6.14%,6.22%,6.32%,6.43%,5.31%
Dividend Yield,2.70%,2.60%,2.70%,2.50%,2.30%,2.70%,2.60%,2.50%,2.40%,2.30%,2.50%,2.70%,2.90%,3.10%,3.20%,3.00%,3.40%,3.20%,3.20%,3.40%,2.90%,3.20%,3.00%,3.20%,5.60%,4.90%,5.70%,5.00%,4.20%,3.60%,3.60%,3.10%,3.50%,4.50%,4.80%,4.30%,4.40%,4.50%,4.80%,4.20%,4.34%
Payout Ratio,134.50%,121.90%,126.10%,170.60%,129.90%,138.10%,125.30%,95.90%,85.50%,119.00%,119.50%,121.00%,125.60%,93.30%,68.00%,151.50%,123.50%,119.00%,124.40%,143.70%,130.80%,97.10%,125.00%,54.40%,150.00%,954.50%,-258.50%,86.90%,176.70%,186.00%,167.20%,73.80%,169.80%,142.70%,56.80%,77.10%,166.20%,150.00%,162.70%,143.40%,155.71%
Buyback Yield / Dilution,-2.97%,-3.01%,-3.18%,-3.12%,-2.68%,-2.13%,-2.14%,-1.87%,-2.03%,-3.29%,-3.34%,-3.34%,-2.93%,-1.62%,-1.00%,-1.14%,-1.34%,-1.25%,-1.66%,-1.65%,-1.69%,-2.31%,-1.94%,-2.05%,-1.56%,-0.91%,-0.76%,-0.78%,-1.97%,-2.80%,-2.88%,-2.25%,-2.21%,-2.19%,-5.07%,-5.17%,-3.31%,-2.54%,0.29%,-0.00%,-1.00%
Total Shareholder Return,-0.27%,-0.41%,-0.48%,-0.62%,-0.38%,0.57%,0.46%,0.63%,0.37%,-0.99%,-0.84%,-0.64%,-0.03%,1.48%,2.20%,1.86%,2.06%,1.95%,1.54%,1.75%,1.21%,0.89%,1.06%,1.15%,4.04%,3.99%,4.94%,4.22%,2.23%,0.80%,0.72%,0.85%,1.29%,2.31%,-0.27%,-0.87%,1.09%,1.96%,5.09%,4.20%,3.34%
