,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,208,64,333,-306,222,187,395,-226,328,"-1,089",380,"-5,796",205,174,396,"-2,499","1,213",134,-512,128,315,308,391,-108,74,309,454,242,335,58,463,427,288,187,334,-403,292,235,400,175
Depreciation & Amortization,266,322,343,661,425,444,514,443,461,489,527,497,416,413,478,393,280,324,399,381,345,357,367,148,295,307,202,395,454,377,388,445,360,335,348,274,287,370,236,387
Other Operating Activities,-566,328,439,621,-454,166,418,926,-139,"1,422",213,"6,090",164,110,406,"3,152","-2,529",-31,905,333,-847,138,354,693,-929,94,45,-65,-256,379,-94,-165,-293,406,-128,975,-691,-706,6,396
Operating Cash Flow,-92,714,"1,115",976,193,797,"1,327","1,143",650,822,"1,120",791,785,697,"1,280","1,046",-880,592,846,852,-182,807,"1,112",730,-560,710,701,572,533,814,757,707,355,928,554,846,-112,-101,642,958
Operating Cash Flow Growth,-,61.17%,-5.35%,-1.51%,-,11.62%,19.01%,17.11%,236.79%,3.14%,-15.60%,-30.80%,20.77%,-15.21%,14.29%,32.24%,-,-15.06%,-33.91%,-18.55%,-,36.32%,31.44%,-14.32%,-,-12.02%,-36.96%,-21.64%,-,14.65%,7.99%,23.60%,-33.40%,14.00%,-26.82%,19.66%,-,-,15.88%,13.24%
Capital Expenditures,-821,-988,-664,-839,-668,-818,-539,-679,-698,-794,-664,-679,-588,-666,-593,-740,-583,-724,-635,-733,-554,-674,-684,-753,-616,-676,-687,-678,-604,-622,-542,-719,-539,-647,-666,-996,-649,-769,-848,"-1,090"
Acquisitions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-500,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0
Change in Investments,3,-60,17,-63,-2,-60,-25,-27,-23,-26,-27,-35,-23,-25,-24,-26,-22,-11,-11,-10,-9,-11,-10,-8,-5,-9,-4,-4,-2,-4,-2,-3,-3,-3,-3,-2,-3,-3,-3,-3
Other Investing Activities,303,-6,-74,-167,-78,-67,-30,-129,-144,-82,-18,-112,-168,-45,-74,249,-38,313,-26,-38,-67,-21,-51,-31,-38,-62,-74,-55,-48,-49,-93,-26,-50,-39,-53,-75,-64,-59,-75,-86
Investing Cash Flow,-515,"-1,054",-721,"-1,069",-748,-945,-594,-835,-865,-902,-709,-826,-779,-736,-691,-517,"-1,143",-422,-672,-781,-630,-706,-745,-792,-659,-747,-765,-737,-499,-675,-637,-748,-592,-689,-722,"-1,073",-716,-831,-926,"-1,179"
Dividends Paid,-151,-151,-150,-152,-152,-151,-152,-152,-152,-153,-153,-153,-159,-160,-159,-161,-171,-172,-184,-184,-201,-202,-206,-205,-211,-211,-212,-211,-212,-212,-212,-213,-222,-223,-222,-224,-223,-224,-223,-236
Share Issuance / Repurchase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000",0,0,0,0,0,0,0,0
Debt Issued / Paid,659,472,-198,231,712,305,-580,-96,394,250,135,-159,114,201,-151,-155,-576,139,183,70,822,371,123,195,972,236,407,"1,892",-279,75,-525,97,-734,"-2,011",142,398,"1,079","1,256",448,505
Other Financing Activities,-10,-14,-13,-10,-,-2,-9,-15,-12,36,-41,-26,-13,-39,-15,-5,"1,576",-112,-10,-15,-28,-6,-8,1,-36,-8,-,-11,-18,-16,-11,-16,-8,"2,217",-7,-18,-28,-92,-11,-13
Financing Cash Flow,498,307,-361,69,560,152,-741,-263,230,133,-59,-338,-58,2,-325,-321,"1,679",-145,-11,-129,593,163,-91,-9,725,17,195,"1,670",-509,-153,-748,868,-964,-17,-87,156,828,940,214,256
Net Cash Flow,-109,-33,33,-24,5,4,-8,45,15,53,352,-373,-52,-37,264,208,-344,25,163,-58,-219,264,276,-71,-494,-20,131,"1,505",-475,-14,-628,827,"-1,201",222,-255,-71,0,8,-70,35
Free Cash Flow,-913,-274,451,137,-475,-21,788,464,-48,28,456,112,197,31,687,306,"-1,463",-132,211,119,-736,133,428,-23,"-1,176",34,14,-106,-71,192,215,-12,-184,281,-112,-150,-761,-870,-206,-132
