,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"4,182","3,496","3,888","3,483","3,897","3,465","4,123","3,541","3,869","3,401","3,917",-487,"2,855","2,624","2,910","2,681","2,862","2,625","3,064","2,710","2,883","2,516","2,963","2,673","2,709","2,522","3,022","2,537","2,726","2,622","3,124","2,660","2,989","2,818","3,475","3,177","3,231","3,006","3,487","3,146"
Revenue Growth (YoY),12.33%,-0.31%,-3.57%,-4.13%,-6.81%,-0.89%,6.04%,1.67%,-0.72%,-1.85%,-5.00%,-,-26.21%,-22.85%,-25.71%,-,0.25%,0.04%,5.29%,1.08%,0.73%,-4.15%,-3.30%,-1.37%,-6.04%,0.24%,1.99%,-5.09%,0.63%,3.97%,3.38%,4.85%,9.65%,7.48%,11.24%,19.44%,8.10%,6.67%,0.35%,-0.98%
Cost of Revenue,"3,254","2,654","2,590","2,460","2,683","2,272","2,533","2,530","2,423","2,291","2,382",-636,"1,652","1,488","1,552","1,656","1,899","1,509","1,752","1,620","1,691","1,346","1,678","1,661","1,541","1,420","1,804","1,596","1,588","1,444","1,862","1,747","1,835","1,888","2,429","2,258","2,103","1,919","2,288","1,930"
Gross Profit,928,842,"1,298","1,023","1,214","1,193","1,590","1,011","1,446","1,110","1,535",149,"1,203","1,136","1,358","1,025",963,"1,116","1,312","1,090","1,192","1,170","1,285","1,012","1,168","1,102","1,218",941,"1,138","1,178","1,262",913,"1,154",930,"1,046",919,"1,128","1,087","1,199","1,216"
Other Operating Expenses,266,322,343,"1,136",351,397,446,544,390,"1,844",409,"-1,370",333,332,387,283,129,176,350,331,302,346,347,146,369,334,225,293,306,602,356,428,303,219,246,242,281,328,226,365
Operating Expenses,266,322,343,"1,136",351,397,446,544,390,"1,844",409,"-1,370",333,332,387,283,129,176,350,331,302,346,347,146,369,334,225,293,306,602,356,428,303,219,246,242,281,328,226,365
Operating Income,662,520,955,-113,863,796,"1,144",467,"1,056",-734,"1,126","1,519",870,804,971,742,834,940,962,759,890,824,938,866,799,768,993,648,832,576,906,485,851,711,800,677,847,759,973,851
Interest Expense / Income,265,262,275,279,279,282,285,286,288,289,286,110,245,248,262,254,248,355,255,258,253,259,261,260,263,263,266,273,285,287,283,284,275,265,248,251,263,276,289,296
Other Expense / Income,-130,-60,-44,-42,-51,-30,2,346,-53,-45,-56,"6,885",26,20,-127,"1,518","-1,270",-55,792,81,-37,-67,-78,534,255,-123,-115,-125,-148,-129,-203,-536,-87,-54,-182,-212,-94,-104,-52,23
Pretax Income,527,318,724,-350,635,544,857,-165,821,-978,896,"-5,476",599,536,836,"-1,030","1,856",640,-85,420,674,632,755,72,281,628,842,500,695,418,826,737,663,500,734,638,678,587,736,532
Income Tax,319,254,391,-44,413,357,462,61,493,111,516,320,394,362,440,"1,469",487,341,373,282,354,320,364,183,207,319,388,258,360,360,363,310,375,313,400,"1,041",386,352,336,357
Net Income,208,64,333,-306,222,187,395,-226,328,"-1,089",380,"-5,796",205,174,396,"-2,499","1,369",299,-458,138,320,312,391,-111,74,309,454,242,335,58,463,427,288,187,334,-403,292,235,400,175
Preferred Dividends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,165,54,10,5,4,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Net Income Common,208,64,333,-306,222,187,395,-226,328,"-1,089",380,"-5,796",205,174,396,"-2,499","1,213",134,-512,128,315,308,391,-108,74,309,454,242,335,58,463,427,288,187,334,-403,292,235,400,175
Net Income Growth,6.12%,-,52.75%,-,6.73%,192.19%,18.62%,-,47.75%,-,-3.80%,-,-37.50%,-,4.21%,-,491.71%,-22.99%,-,-,-74.03%,129.85%,-,-,-76.51%,0.32%,16.11%,-,352.70%,-81.23%,1.98%,76.45%,-14.03%,222.41%,-27.86%,-,1.39%,25.67%,19.76%,-
Shares Outstanding (Basic),419,420,420,423,421,422,423,422,424,425,425,429,443,444,444,444,476,477,503,513,530,532,538,541,541,542,542,542,543,544,544,548,570,571,571,571,572,573,573,573
Shares Outstanding (Diluted),420,421,421,424,423,423,424,427,426,425,427,429,444,445,446,441,478,479,505,515,533,533,542,545,543,543,543,543,544,545,545,549,571,572,572,572,573,574,574,574
