,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"15,085","18,444","18,933","18,219","21,334","20,353","18,109","20,549","19,291","23,423","25,306","23,540","23,455","25,938","25,475","25,143","20,604","20,741","20,614","22,051","18,496","20,174","21,963","24,573","27,042","19,865","19,745","19,229","23,778","22,226","21,939","21,062","25,929","26,687","24,107","21,581","24,295","27,005","26,598","24,258","25,434"
Market Cap Growth,2.46%,12.50%,20.66%,21.41%,41.43%,10.35%,-4.35%,12.79%,-9.58%,15.08%,39.74%,14.56%,21.58%,10.74%,0.67%,6.81%,-12.15%,-20.04%,-19.08%,-12.30%,-10.23%,-2.73%,6.54%,11.44%,46.20%,-1.53%,-10.10%,-21.75%,-12.07%,11.88%,11.11%,9.54%,9.04%,20.07%,9.88%,2.47%,-6.30%,1.19%,10.33%,12.40%,-
Enterprise Value,"25,106","29,220","30,729","30,160","33,129","31,343","29,482","31,462","30,924","35,122","37,471","35,441","35,749","38,657","36,621","38,119","33,924","34,460","35,054","36,714","31,995","37,372","36,858","40,347","43,468","37,409","37,770","38,914","47,838","46,502","49,029","49,230","55,072","56,438","55,039","53,210","56,477","60,816","61,114","58,580","59,756"
PE Ratio,16.49,22.47,13.05,12.20,13.24,11.73,11.48,13.53,18.91,23.38,28.02,26.07,17.89,18.63,18.33,17.47,36.47,49.27,49.20,47.73,-43.73,-55.58,-88.92,-85.03,21.06,16.71,17.71,54.01,32.18,27.27,26.92,27.64,34.16,45.70,47.55,29.97,39.70,32.23,27.97,19.66,20.66
PS Ratio,1.20,1.43,1.47,1.38,1.59,1.57,1.41,1.67,1.67,2.05,2.24,2.08,1.98,2.18,2.11,2.10,1.67,1.67,1.68,1.71,1.46,1.56,1.70,1.98,2.19,1.61,1.58,1.44,1.75,1.62,1.56,1.43,1.74,1.68,1.45,1.31,1.41,1.57,1.55,1.46,1.53
PB Ratio,1.46,1.85,1.82,1.70,1.95,1.79,1.56,1.73,1.70,2.05,2.19,1.99,1.96,2.15,2.04,2.03,1.77,1.77,1.75,1.82,1.60,1.92,1.66,1.60,1.74,1.26,1.19,1.18,1.69,1.45,1.42,1.42,1.63,1.70,1.53,1.40,1.56,1.73,1.68,1.55,1.62
P/FCF Ratio,-23.87,-34.54,-14.49,-23.66,-32.42,-34.67,112.48,-158.07,67.93,47.61,79.83,74.97,-47.38,-56.51,-60.66,-125.71,-83.42,-44.60,-23.75,-17.77,-13.92,-10.53,-10.85,-5.26,-5.22,-3.77,-3.63,-5.20,-5.63,-4.88,-3.48,-3.66,-4.72,-5.77,-8.04,-6.69,-9.48,-7.58,-8.61,-12.68,-12.68
P/OCF Ratio,5.08,6.10,8.18,6.23,6.57,5.58,4.11,5.07,4.28,5.32,6.06,5.63,7.21,7.90,7.81,7.29,5.73,5.81,6.11,6.96,5.82,7.98,8.59,276.10,-88.09,-98.34,-70.52,12.16,18.83,21.79,-29.81,-94.03,2357.16,36.51,9.19,8.50,7.55,11.57,9.89,6.65,6.97
Debt / Equity Ratio,0.99,1.11,1.16,1.14,1.10,0.98,0.99,0.93,1.04,1.04,1.07,1.02,1.04,1.07,0.90,1.06,1.24,1.19,1.24,1.22,1.19,1.67,1.13,1.03,1.06,1.14,1.11,1.21,1.72,1.61,1.76,1.93,1.86,1.91,1.97,2.07,2.12,2.21,2.20,2.22,2.22
Quick Ratio,0.36,0.34,0.38,0.42,0.30,0.37,0.40,0.52,0.32,0.32,0.32,0.32,0.21,0.27,0.37,0.30,0.30,0.29,0.33,0.36,0.46,0.30,0.36,0.43,0.59,0.48,0.47,0.40,0.25,0.30,0.30,0.38,0.32,0.30,0.32,0.39,0.36,0.42,0.35,0.47,0.47
Current Ratio,0.70,0.77,0.79,0.77,0.65,0.83,0.82,0.78,0.54,0.57,0.52,0.49,0.36,0.46,0.68,0.51,0.53,0.64,0.66,0.72,0.65,0.74,0.94,0.97,0.70,0.78,0.81,0.70,0.49,0.56,0.63,0.67,0.64,0.63,0.61,0.60,0.68,0.86,0.84,0.80,0.80
Interest Coverage,3.78,2.30,5.68,6.16,5.40,4.03,3.99,4.85,2.79,3.42,2.81,4.89,3.94,3.32,3.11,3.67,0.09,2.28,2.65,4.34,-10.13,2.01,2.63,3.24,1.48,1.57,2.54,-1.33,3.66,2.17,2.85,-0.33,2.87,1.33,2.10,0.14,2.55,2.05,2.17,1.44,2.02
Return on Capital (ROIC),Upgrade,6.26%,6.09%,8.25%,8.25%,8.65%,9.02%,8.85%,8.51%,5.88%,5.88%,5.48%,5.64%,7.58%,7.87%,8.20%,7.98%,5.96%,5.52%,5.35%,5.25%,-2.34%,-1.47%,-0.83%,-0.67%,7.17%,6.62%,6.10%,3.00%,3.51%,3.25%,3.05%,3.56%,3.61%,3.54%,3.46%,3.61%,3.17%,3.40%,3.68%,4.87%
Dividend Yield,3.00%,2.40%,2.40%,2.50%,2.30%,2.50%,2.90%,2.60%,2.90%,2.50%,2.40%,2.70%,2.80%,2.60%,2.70%,2.80%,3.50%,3.60%,3.70%,3.60%,4.30%,3.90%,2.70%,3.20%,3.30%,4.60%,4.60%,5.00%,4.10%,4.40%,4.50%,4.80%,3.90%,3.90%,4.30%,4.90%,4.50%,4.10%,4.10%,4.70%,4.71%
Payout Ratio,38.20%,65.70%,21.60%,24.10%,32.30%,45.30%,35.90%,32.30%,-200.00%,55.80%,55.80%,37.20%,53.80%,48.90%,63.90%,37.70%,-36.00%,90.30%,71.20%,38.50%,-14.00%,72.10%,0.00%,90.10%,182.00%,127.40%,0.00%,-167.80%,47.00%,97.40%,0.00%,-147.20%,50.70%,318.20%,0.00%,-424.20%,67.70%,91.10%,0.00%,368.80%,97.20%
Buyback Yield / Dilution,2.08%,-,-0.92%,-0.30%,-,-,0.30%,0.30%,-,-,-0.61%,-0.61%,-0.30%,-,0.30%,0.61%,1.52%,0.61%,0.61%,0.30%,0.62%,-,-,-6.73%,-12.07%,-11.31%,-14.98%,-8.31%,-4.97%,-4.40%,-1.06%,-0.53%,-0.26%,-0.53%,-0.79%,-0.79%,-1.58%,-0.52%,-0.52%,-0.52%,-0.52%
Total Shareholder Return,5.08%,2.40%,1.48%,2.20%,2.30%,2.50%,3.20%,2.90%,2.90%,2.50%,1.79%,2.09%,2.50%,2.60%,3.00%,3.41%,5.02%,4.21%,4.31%,3.90%,4.92%,3.90%,2.70%,-3.53%,-8.77%,-6.71%,-10.38%,-3.31%,-0.87%,0.00%,3.44%,4.27%,3.64%,3.37%,3.51%,4.11%,2.92%,3.58%,3.58%,4.18%,4.18%
