,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"4,073","3,777","3,810","3,841","3,947","3,731","3,866","3,775","3,853","3,665","3,794","3,829","3,874","3,884","4,060","4,125","4,260","4,111","4,324","4,357","3,398","4,286","4,215","4,242","4,321","4,336","4,076","4,281","4,208","4,220","4,667","5,197","5,127","4,692","5,116","5,549","5,763","5,603","5,293","5,233"
Revenue Growth (YoY),0.10%,-4.50%,-6.25%,-2.02%,-3.09%,-1.22%,1.47%,-1.72%,-2.38%,-1.77%,-1.86%,1.43%,0.55%,5.98%,7.01%,7.73%,9.96%,5.84%,6.50%,5.62%,-20.23%,4.26%,-2.52%,-2.64%,27.16%,1.17%,-3.30%,0.92%,-2.62%,-2.68%,14.50%,21.40%,21.84%,11.18%,9.62%,6.77%,12.40%,19.42%,3.46%,-5.69%
Gross Profit,"4,073","3,777","3,810","3,841","3,947","3,731","3,866","3,775","3,853","3,665","3,794","3,829","3,874","3,884","4,060","4,125","4,260","4,111","4,324","4,357","3,398","4,286","4,215","4,242","4,321","4,336","4,076","4,281","4,208","4,220","4,667","5,197","5,127","4,692","5,116","5,549","5,763","5,603","5,293","5,233"
"Selling, General & Admin","1,681","1,551","1,643","1,675","1,687","1,657","1,707","1,722","1,761","1,654","1,742","1,772","1,787","1,785","1,826","1,811","2,023","1,900","1,915","1,943","1,919","1,967","1,958","1,973","2,094","1,921","1,920","1,974","2,096","2,030","2,257","2,692","2,832","2,367","2,471","2,483","2,665","2,501","2,548","2,457"
Other Operating Expenses,833,713,685,682,852,692,659,630,635,627,618,622,654,617,653,645,"1,038",627,669,665,658,611,653,650,668,622,595,557,612,544,793,895,959,805,773,797,809,820,824,788
Operating Expenses,"2,514","2,264","2,328","2,357","2,539","2,349","2,366","2,352","2,396","2,281","2,360","2,394","2,441","2,402","2,479","2,456","3,061","2,527","2,584","2,608","2,577","2,578","2,611","2,623","2,762","2,543","2,515","2,531","2,708","2,574","3,050","3,587","3,791","3,172","3,244","3,280","3,474","3,321","3,372","3,245"
Operating Income,"1,559","1,513","1,482","1,484","1,408","1,382","1,500","1,423","1,457","1,384","1,434","1,435","1,433","1,482","1,581","1,669","1,199","1,584","1,740","1,749",821,"1,708","1,604","1,619","1,559","1,793","1,561","1,750","1,500","1,646","1,617","1,610","1,336","1,520","1,872","2,269","2,289","2,282","1,921","1,988"
Other Expense / Income,126,92,75,56,73,55,50,99,88,171,150,105,89,105,108,142,136,102,90,99,-626,199,3,-15,-3,765,"-1,929",65,-240,-541,314,-187,-314,-187,51,257,428,252,163,145
Pretax Income,"1,433","1,421","1,407","1,428","1,335","1,327","1,450","1,324","1,369","1,213","1,284","1,330","1,344","1,377","1,473","1,527","1,063","1,482","1,650","1,650","1,447","1,509","1,601","1,634","1,562","1,028","3,490","1,685","1,740","2,187","1,303","1,797","1,650","1,707","1,821","2,012","1,861","2,030","1,758","1,843"
Income Tax,372,359,358,391,299,324,410,269,361,289,318,342,319,320,386,413,"-1,017",253,304,261,110,248,239,255,195,120,-158,166,298,371,212,323,357,299,340,388,333,353,275,289
Net Income,"1,061","1,062","1,049","1,037","1,036","1,003","1,040","1,055","1,008",924,966,988,"1,025","1,057","1,087","1,114","2,080","1,229","1,346","1,389","1,337","1,261","1,362","1,379","1,367",908,"3,648","1,519","1,442","1,816","1,091","1,474","1,293","1,408","1,481","1,624","1,528","1,677","1,483","1,554"
Preferred Dividends,50,70,48,71,48,70,48,64,43,65,43,64,43,84,57,64,57,64,56,64,56,64,56,64,56,64,56,64,49,58,49,58,73,47,72,66,121,70,129,106
Net Income Common,"1,011",992,"1,001",966,988,933,992,991,965,859,923,924,982,973,"1,030","1,050","2,023","1,165","1,290","1,325","1,281","1,197","1,306","1,315","1,311",844,"3,592","1,455","1,393","1,758","1,042","1,416","1,220","1,361","1,409","1,558","1,407","1,607","1,354","1,448"
