,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"3,011","2,971","3,018","4,215","4,832","6,342","6,876","6,658","5,551","6,619","7,353","5,046","7,186","6,318","4,235","4,987","6,452","8,366","12,638","10,644","10,719","13,643","13,609","20,021","24,664","37,437","39,468","35,503","34,565","41,293","52,908","52,042","49,659","29,253","31,619","43,740","44,894","49,815","36,188","47,945","45,125"
Market Cap Growth,158.85%,87.20%,49.85%,65.81%,60.46%,113.45%,127.80%,57.97%,14.87%,4.36%,6.94%,-24.21%,29.46%,-4.54%,-42.41%,-1.16%,-10.22%,32.42%,198.43%,113.41%,66.15%,63.07%,7.68%,88.10%,130.09%,174.40%,190.02%,77.33%,40.15%,10.30%,34.05%,46.58%,43.67%,-29.16%,-40.24%,-15.95%,-9.60%,70.29%,14.45%,9.61%,-
Enterprise Value,"2,959","2,915","2,948","4,135","4,752","6,248","6,765","6,545","5,446","6,503","7,226","4,922","7,080","6,142","4,033","4,766","6,249","8,095","12,309","10,268","10,425","13,351","13,275","19,633","24,317","36,675","38,629","34,581","33,751","40,545","52,036","51,412","49,051","28,575","31,318","43,369","44,410","49,492","35,609","47,756","44,936"
PE Ratio,-96.52,-109.64,-114.76,-188.16,-211.94,-309.38,-118.96,-115.59,-86.87,-82.32,-129.69,-76.92,-81.57,-97.20,-87.86,-99.35,-197.30,-1549.32,292.56,-83.74,-82.58,-80.02,-79.44,198.03,166.76,182.89,170.78,64.59,58.96,66.78,83.52,239.94,192.70,127.08,129.53,128.19,153.48,139.34,95.99,88.54,90.04
PS Ratio,16.97,14.82,13.32,16.26,16.96,19.86,19.34,16.56,12.46,13.52,13.80,8.80,11.99,9.99,6.33,6.94,8.48,10.05,13.82,10.32,9.51,11.17,10.07,13.56,15.41,21.82,21.68,18.43,17.06,19.03,22.81,21.26,19.31,10.94,11.32,15.03,14.85,15.58,10.63,13.24,12.46
PB Ratio,33.46,29.83,26.25,30.06,32.52,37.15,35.57,30.10,24.01,26.86,28.09,17.78,25.87,17.86,11.03,11.89,15.30,17.35,22.48,16.05,16.03,19.82,17.81,22.68,26.39,27.65,26.32,19.44,18.16,20.67,24.77,25.49,22.68,12.97,17.33,20.52,20.11,23.72,15.96,23.18,21.81
P/FCF Ratio,-510.41,-1142.79,529.52,569.56,531.02,373.07,347.26,424.08,645.47,817.12,1634.05,10092.19,-691.00,-356.95,-2228.94,191.82,262.26,156.67,198.41,189.72,203.79,348.93,267.36,148.85,188.70,179.12,149.27,128.36,146.46,410.88,379.27,976.40,524.93,135.75,121.00,143.55,107.92,106.90,72.41,93.66,88.15
P/OCF Ratio,669.21,303.19,153.99,178.59,164.36,160.16,149.15,135.88,122.27,134.80,135.67,89.79,126.74,124.12,66.07,54.21,77.73,75.99,96.70,86.39,74.59,81.79,66.55,63.66,80.97,94.97,88.24,74.65,68.92,100.96,104.01,117.61,102.24,49.01,49.19,65.33,59.55,64.58,48.42,64.05,60.29
Debt / Equity Ratio,0.07,0.06,0.05,0.03,0.03,0.02,0.02,0.01,0.01,-,-,-,0.27,0.91,0.84,0.78,0.79,0.69,0.60,1.52,1.59,1.58,1.43,1.30,1.25,1.29,1.18,0.98,0.96,0.92,0.85,1.03,0.95,0.92,1.14,0.98,0.93,1.58,1.17,1.23,1.23
Quick Ratio,2.77,2.55,2.64,3.13,3.38,3.25,2.88,2.83,2.71,2.56,2.37,2.20,1.56,5.69,5.38,4.92,5.26,4.50,4.32,7.25,6.64,5.53,5.16,5.05,5.28,7.01,5.87,5.11,5.09,5.11,4.39,4.50,4.54,4.11,3.26,1.72,1.72,2.12,2.40,2.38,2.38
