,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"24,807","25,297","25,484","26,598","29,465","29,637","26,533","23,319","24,048","25,486","26,187","25,698","27,294","29,754","32,238","33,213","37,573","33,603","32,080","34,173","28,461","31,264","33,874","35,777","36,429","29,070","30,466","29,401","33,426","34,800","39,046","37,643","33,727","38,554","34,849","33,660","35,962","29,180","28,661","29,142","42,386"
Market Cap Growth,27.86%,7.98%,13.01%,13.53%,18.78%,17.16%,4.12%,-12.33%,-18.39%,-14.01%,-1.30%,10.20%,13.50%,16.75%,23.11%,29.24%,37.66%,12.93%,-0.49%,2.89%,-24.25%,-6.96%,5.59%,4.69%,27.99%,-7.02%,-10.06%,-17.82%,-8.24%,19.71%,28.16%,28.03%,0.90%,10.79%,-10.75%,-10.58%,6.63%,-24.31%,-17.75%,-13.42%,-
Enterprise Value,"30,333","30,327","30,441","30,908","33,948","33,915","30,914","27,589","28,677","30,063","30,850","30,419","33,205","35,658","38,104","38,872","43,306","40,000","38,039","40,163","34,413","37,166","39,903","41,820","42,722","35,365","36,553","35,666","40,940","42,087","46,386","44,933","40,940","45,397","42,053","40,841","43,190","36,970","35,911","36,228","49,472"
PE Ratio,10.96,11.82,10.98,9.63,10.73,10.56,10.53,9.76,11.70,15.69,17.01,18.23,15.50,13.46,12.80,12.47,10.93,8.96,8.28,8.17,14.15,13.62,13.89,14.99,7.79,7.40,7.03,6.43,6.12,9.83,9.98,11.43,22.71,10.93,39.07,-111.83,-25.40,-12.25,-10.50,-13.97,-13.97
PS Ratio,0.72,0.73,0.73,0.75,0.84,0.84,0.75,0.65,0.67,0.72,0.73,0.72,0.73,0.78,0.83,0.84,0.95,0.85,0.81,0.85,0.72,0.76,0.81,0.84,0.88,0.72,0.77,0.75,0.80,0.78,0.84,0.78,0.67,0.76,0.70,0.66,0.70,0.55,0.53,0.52,0.76
PB Ratio,1.16,1.14,1.11,1.19,1.32,1.34,1.25,1.14,1.20,1.25,1.27,1.23,1.33,1.41,1.50,1.50,1.67,1.44,1.39,1.45,1.34,1.34,1.38,1.37,1.40,1.20,1.13,1.08,1.11,1.30,1.38,1.41,1.34,1.66,1.73,1.91,2.06,1.67,1.85,2.00,2.90
P/FCF Ratio,6.15,6.70,7.07,7.74,9.99,9.76,8.72,7.63,7.26,7.35,7.75,7.56,7.42,7.83,8.85,8.05,9.36,8.85,6.72,7.36,5.81,6.29,7.02,7.34,7.76,5.79,5.52,5.84,6.45,6.27,7.52,7.23,7.07,10.29,8.87,7.30,7.32,5.69,6.12,7.40,10.77
P/OCF Ratio,5.85,6.36,6.55,7.12,9.11,8.91,7.95,6.95,6.65,6.77,7.13,7.00,6.84,7.19,8.09,7.44,8.71,8.23,6.35,6.95,5.50,5.94,6.58,6.81,7.10,5.34,5.13,5.44,6.09,5.95,7.06,6.77,6.59,9.27,8.09,6.70,7.02,5.52,5.99,7.33,10.67
Debt / Equity Ratio,0.29,0.28,0.26,0.23,0.23,0.23,0.24,0.25,0.26,0.25,0.25,0.24,0.31,0.30,0.30,0.29,0.28,0.29,0.28,0.27,0.30,0.28,0.27,0.25,0.26,0.27,0.25,0.24,0.26,0.30,0.28,0.30,0.32,0.34,0.40,0.45,0.46,0.48,0.51,0.54,0.54
Interest Coverage,15.29,10.76,12.37,16.26,18.01,15.81,8.21,14.08,10.86,5.86,6.22,11.48,17.34,12.91,11.25,12.70,21.42,16.22,11.43,15.37,-7.77,20.52,14.15,15.50,26.67,10.17,20.28,19.78,41.23,-7.78,22.84,9.09,14.07,10.77,-14.69,-9.53,-3.77,-3.71,-16.60,0.75,-6.17
