,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"35,742","36,730","30,088","31,941","31,789","31,558","23,860","24,011","28,690","27,297","29,826","30,224","33,279","34,736","33,987","34,788","35,065","32,527","37,910","29,517","34,870","35,069","34,640","39,176","31,799","35,027","40,853","47,900","55,077","59,094","59,560","68,938","60,583","50,270","53,131","62,466","68,279","80,219","85,184","96,232","110,814"
Market Cap Growth,23.80%,16.71%,-7.79%,-11.60%,-11.06%,-14.08%,-20.70%,-24.83%,-9.75%,-13.50%,25.01%,25.87%,15.99%,27.25%,13.95%,15.10%,5.37%,-6.36%,11.54%,-15.15%,-0.56%,7.81%,-8.62%,32.72%,-8.81%,-0.12%,17.93%,22.27%,73.21%,68.71%,45.79%,43.92%,10.00%,-14.93%,-10.79%,-9.39%,12.70%,59.58%,60.33%,54.05%,-
Enterprise Value,"44,273","45,132","38,433","40,194","40,466","40,006","32,114","32,192","37,002","35,388","37,764","37,958","41,270","43,029","41,968","41,978","42,625","39,956","44,828","36,755","42,440","43,054","42,445","47,459","40,323","43,323","48,948","55,846","65,209","71,283","68,696","77,557","70,295","59,991","62,355","71,286","77,306","89,648","94,471","105,546","118,007"
PE Ratio,20.35,53.70,12.50,13.74,17.05,14.75,13.37,11.28,17.75,13.90,14.26,14.99,19.26,16.86,6.07,13.72,17.96,13.33,22.78,11.69,16.70,13.78,14.41,21.67,18.15,171.70,22.90,25.21,30.06,29.20,23.67,31.28,28.47,20.91,21.88,21.66,26.76,26.96,23.90,25.43,34.56
PS Ratio,1.61,1.64,1.34,1.42,1.43,1.44,1.12,1.15,1.40,1.35,1.50,1.53,1.68,1.75,1.69,1.70,1.69,1.54,1.77,1.37,1.61,1.62,1.60,1.83,1.52,1.82,2.22,2.68,3.10,3.09,3.05,3.51,3.06,2.54,2.63,3.01,3.19,3.64,3.77,4.15,4.78
PB Ratio,2.10,2.16,1.81,2.02,2.09,2.00,1.55,1.58,1.85,1.78,1.94,2.03,2.20,2.23,2.05,2.02,2.03,1.95,2.26,1.83,2.15,2.15,2.19,2.44,2.23,2.47,2.82,3.21,3.67,3.84,3.73,4.20,3.65,3.07,3.31,3.67,3.91,4.47,4.63,5.05,5.81
P/FCF Ratio,22.41,22.64,25.37,25.63,24.16,25.31,12.23,12.87,13.33,11.74,13.73,14.71,15.54,17.58,17.67,16.21,17.47,17.00,17.74,14.10,15.25,13.14,12.65,13.68,11.90,13.43,16.33,18.75,22.16,25.67,33.07,43.41,44.09,46.08,33.42,32.28,30.80,29.64,45.38,107.16,123.40
P/OCF Ratio,16.27,16.54,16.66,17.01,16.36,16.71,9.27,10.13,10.77,9.64,11.23,11.84,12.59,14.05,14.02,13.05,13.79,13.18,13.95,11.10,12.15,10.79,10.39,11.35,9.87,11.30,13.90,16.27,19.12,21.40,25.77,31.87,31.15,30.50,24.80,24.66,24.16,24.05,35.91,81.28,93.59
Debt / Equity Ratio,0.55,0.53,0.54,0.57,0.61,0.56,0.56,0.56,0.56,0.55,0.55,0.56,0.54,0.55,0.53,0.45,0.46,0.46,0.43,0.47,0.48,0.51,0.53,0.54,0.62,0.61,0.59,0.56,0.70,0.81,0.59,0.54,0.60,0.62,0.59,0.53,0.53,0.54,0.52,0.51,0.51
Quick Ratio,1.05,0.95,1.00,0.88,0.80,0.84,0.83,0.85,0.83,0.85,0.95,0.79,0.76,0.74,0.95,1.00,0.90,0.85,0.86,0.83,0.82,1.07,0.99,0.78,0.68,0.57,0.63,0.68,0.66,0.44,0.69,0.54,0.51,0.50,0.65,0.73,0.78,0.85,0.84,0.91,0.91
Current Ratio,1.81,1.59,1.69,1.51,1.40,1.51,1.49,1.43,1.40,1.42,1.54,1.27,1.26,1.19,1.43,1.65,1.51,1.47,1.49,1.47,1.47,1.83,1.72,1.70,1.75,1.50,1.49,1.55,1.51,1.10,1.27,1.04,0.99,0.97,1.28,1.37,1.50,1.53,1.45,1.51,1.51
Asset Turnover,Upgrade,0.16,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.13,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.16
Interest Coverage,8.23,10.73,12.29,12.24,9.77,10.81,9.20,9.60,8.44,10.79,10.46,8.00,8.36,10.50,11.32,9.46,9.04,11.32,11.76,11.74,9.98,12.35,14.26,12.38,13.79,4.26,14.37,16.78,14.87,17.30,16.19,20.53,11.97,16.65,20.46,14.93,16.22,21.36,32.67,40.26,40.26
Return on Equity (ROE),Upgrade,11.28%,9.42%,10.19%,11.36%,11.97%,13.86%,13.20%,13.03%,12.35%,12.23%,12.66%,12.90%,12.87%,12.69%,17.18%,17.27%,17.59%,18.76%,12.82%,13.32%,13.42%,13.52%,15.08%,13.75%,14.93%,10.87%,9.58%,9.44%,9.54%,12.23%,12.95%,13.06%,13.35%,14.12%,14.26%,14.44%,14.71%,15.09%,16.29%,16.88%
Return on Assets (ROA),Upgrade,5.45%,4.54%,4.94%,5.35%,5.57%,6.70%,6.30%,6.38%,6.07%,6.01%,6.24%,6.32%,6.37%,6.30%,8.71%,9.14%,9.29%,9.83%,6.79%,6.90%,6.88%,6.84%,7.49%,6.74%,6.90%,5.08%,4.48%,4.43%,4.20%,5.12%,6.06%,6.30%,6.30%,6.58%,6.67%,7.03%,7.23%,7.37%,8.03%,8.38%
Return on Capital (ROIC),Upgrade,8.30%,13.07%,13.54%,14.34%,14.58%,9.67%,9.22%,8.92%,8.41%,8.46%,8.70%,8.56%,8.64%,8.46%,8.05%,8.88%,9.12%,9.84%,10.77%,11.19%,11.08%,10.78%,10.58%,9.89%,9.59%,7.56%,6.86%,6.60%,6.63%,7.27%,7.34%,7.59%,6.66%,6.34%,7.75%,7.48%,8.64%,9.45%,10.25%,11.30%
Earnings Yield,1.23%,0.47%,2.00%,1.82%,1.47%,1.70%,1.87%,2.22%,1.41%,1.80%,1.75%,1.67%,1.30%,1.48%,4.12%,1.82%,1.39%,1.88%,1.10%,2.14%,1.50%,1.81%,1.73%,1.15%,1.38%,0.15%,1.09%,0.99%,0.83%,0.86%,1.06%,0.80%,0.88%,1.20%,1.14%,1.15%,0.93%,0.93%,1.05%,0.98%,2.90%
FCF Yield,-0.27%,1.38%,0.49%,2.16%,-0.09%,1.39%,3.57%,2.52%,0.91%,2.23%,2.34%,1.61%,1.04%,1.28%,1.90%,2.04%,0.59%,1.08%,2.29%,2.26%,1.15%,2.08%,2.71%,2.02%,0.66%,1.90%,2.04%,1.76%,0.26%,0.82%,0.56%,0.92%,-0.12%,0.40%,1.56%,1.56%,0.31%,0.86%,0.00%,-0.00%,0.81%
Dividend Yield,0.64%,0.65%,0.77%,0.72%,0.79%,0.83%,1.08%,1.06%,0.89%,0.97%,0.87%,0.85%,0.79%,0.79%,0.78%,0.76%,0.81%,0.90%,0.75%,0.97%,0.87%,0.88%,0.86%,0.75%,0.92%,0.86%,0.71%,0.61%,0.54%,0.53%,0.51%,0.44%,0.53%,0.66%,0.61%,0.52%,0.49%,0.45%,0.00%,0.00%,1.24%
Payout Ratio,52.16%,139.18%,38.70%,39.41%,53.86%,49.16%,57.62%,47.93%,63.37%,53.97%,49.52%,50.99%,60.88%,53.20%,19.01%,41.80%,58.20%,48.20%,68.75%,45.17%,57.85%,48.27%,49.58%,65.04%,66.44%,590.20%,65.47%,61.26%,65.50%,61.86%,48.17%,54.99%,60.15%,55.57%,53.21%,44.66%,52.35%,48.12%,0.00%,0.00%,42.84%
Buyback Yield / Dilution,-0.78%,-0.46%,-0.17%,1.19%,1.84%,1.94%,2.26%,2.07%,2.17%,2.32%,2.32%,2.23%,1.91%,2.12%,2.28%,2.01%,2.06%,2.52%,2.00%,2.46%,3.58%,3.25%,4.10%,3.84%,3.47%,5.15%,3.85%,3.49%,2.48%,-0.02%,0.10%,-0.20%,-0.22%,0.17%,0.40%,0.45%,0.32%,0.03%,-0.32%,-0.37%,-0.37%
Total Shareholder Return,-0.14%,0.19%,0.61%,1.91%,2.63%,2.78%,3.34%,3.14%,3.06%,3.29%,3.18%,3.08%,2.70%,2.91%,3.07%,2.77%,2.87%,3.42%,2.75%,3.42%,4.44%,4.12%,4.96%,4.59%,4.39%,6.01%,4.56%,4.09%,3.03%,0.50%,0.61%,0.24%,0.30%,0.84%,1.01%,0.96%,0.81%,0.47%,-0.32%,-0.37%,0.87%
