,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,183,280,"1,153",166,90,133,180,59,70,157,227,551,157,24,130,271,269,317,255,-93,-289,128,99,-14,150,72,283,292,681,"1,028",482,416,771,788,310,11,151,230,239,219
Depreciation & Amortization,126,126,123,125,123,118,118,120,142,147,139,137,133,129,132,127,120,119,122,125,123,124,135,128,123,117,115,117,118,120,118,121,122,119,119,120,126,126,122,126
Share-Based Compensation,9,11,9,11,8,8,6,9,24,16,13,7,10,9,10,11,9,9,13,11,9,7,7,7,7,8,7,8,7,8,8,7,8,9,8,8,8,9,9,10
Other Operating Activities,-220,-106,-943,12,-145,97,-33,140,-200,161,-32,-846,-265,327,51,-55,-262,152,-303,249,143,137,51,171,-194,194,203,27,-108,152,51,-50,56,230,125,28,-159,131,153,-67
Operating Cash Flow,109,322,353,325,87,367,282,339,47,492,347,-151,35,489,323,354,136,597,87,292,-14,396,292,292,86,391,608,444,698,"1,308",659,494,957,"1,146",562,167,126,496,523,288
Operating Cash Flow Growth,-,-13.90%,2.92%,-6.61%,-20.18%,13.98%,-20.11%,4.31%,-45.98%,34.06%,23.05%,-,-25.53%,-0.61%,-6.92%,-,288.57%,22.09%,-73.07%,-17.51%,-,-33.67%,235.63%,0%,-,-1.26%,108.22%,52.05%,711.63%,234.53%,8.39%,11.26%,37.11%,-12.39%,-14.72%,-66.19%,-86.83%,-56.72%,-6.94%,72.46%
Capital Expenditures,-32,-82,-101,-180,-119,-104,-120,-176,-9,-90,-214,-197,-75,-87,-97,43,-81,-97,-105,-144,-59,-84,-98,154,77,-66,-65,-126,-53,-221,163,-218,-88,-346,-97,-232,-71,-83,-167,-193
Acquisitions,0,0,707,28,0,0,7,12,33,443,386,"2,168",8,4,411,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change in Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,-664,0,664
Other Investing Activities,-14,-11,18,28,-,12,-,1,-,-3,45,-3,-1,45,-16,18,5,24,-10,-32,18,1,1,1,2,1,-,-,-,1,2,1,1,-,-,3,2,-2,3,3
Investing Cash Flow,-46,-93,624,-124,-119,-92,-113,-163,24,350,217,"1,968",-68,-38,298,175,-76,-73,-115,-176,212,-83,-97,155,441,-65,-65,-126,-53,-220,165,-217,-87,-346,-97,-229,-69,-749,-164,474
Dividends Paid,-129,-128,-154,-152,-152,-149,-159,-159,-241,-228,-231,-232,-233,-233,-233,-242,-242,-243,-256,-254,-254,-253,-253,-253,-254,0,0,-127,-127,-128,-127,-502,"-1,218",-134,-133,-132,-799,-139,-138,-140
Share Issuance / Repurchase,15,39,-93,-45,-253,-154,-77,0,-794,-823,-338,13,55,26,8,39,25,23,-269,-93,-58,2,4,5,6,0,3,24,17,28,-25,-120,-106,-153,-143,-141,-32,-53,-24,-22
Debt Issued / Paid,-6,887,-11,17,0,0,0,0,378,297,300,"-1,700",0,0,-606,0,-62,0,0,216,47,-105,-2,-210,"1,052","-1,138",-348,-556,0,-225,0,-150,-322,0,0,0,0,743,-118,-611
Other Financing Activities,2,-899,-7,-61,15,-9,-6,-53,-11,-11,-8,-1,-10,2,6,1,-7,-1,-,1,-8,-4,-3,-3,-12,-3,-1,-4,-14,-2,-3,48,-18,13,-,-4,-10,-,-1,2
Financing Cash Flow,-118,-101,-265,-241,-390,-312,-242,-212,-668,-765,-277,"-1,920",-188,-205,-825,-202,-286,-221,-525,-130,-273,-360,-254,-461,792,"-1,141",-346,-663,-124,-327,-155,-724,"-1,664",-274,-276,-277,-841,551,-281,-771
Net Cash Flow,-55,128,712,-40,-422,-37,-73,-36,-597,77,287,-103,-221,246,-204,327,-226,303,-553,-14,-75,-47,-59,-14,"1,319",-815,197,-345,521,761,669,-447,-794,526,189,-339,-784,298,78,-9
Free Cash Flow,77,240,252,145,-32,263,162,163,38,402,133,-348,-40,402,226,397,55,500,-18,148,-73,312,194,446,163,325,543,318,645,"1,087",822,276,869,800,465,-65,55,413,356,95
Free Cash Flow Growth,-,-28.36%,-8.36%,-34.98%,-,9.58%,-35.71%,12.41%,-,52.85%,-17.90%,-,-,0%,69.92%,-,-,24.38%,-,-62.72%,-,-37.60%,-,201.35%,-,4.17%,179.90%,-28.70%,295.71%,234.46%,51.38%,-13.21%,34.73%,-26.40%,-43.43%,-,-93.67%,-48.38%,-23.44%,-
Free Cash Flow Margin,4.44%,12.22%,13.16%,-,-1.85%,19.55%,11.96%,12.88%,2.70%,24.29%,7.78%,-21.80%,-2.36%,22.23%,12.07%,21.78%,2.95%,24.21%,-0.94%,9.05%,-4.44%,18.44%,11.61%,28.81%,9.43%,19.93%,25.73%,15.41%,25.74%,34.57%,35.05%,12.51%,27.92%,26.91%,20.43%,-3.57%,2.92%,20.68%,17.61%,5.36%
Free Cash Flow Per Share,0.13,0.41,0.47,0.28,-0.06,0.51,0.32,0.32,0.06,0.54,0.18,-0.47,-0.05,0.53,0.30,0.53,0.07,0.66,-0.02,0.20,-0.10,0.42,0.26,0.60,0.22,0.43,0.73,0.43,0.86,1.45,1.10,0.37,1.16,1.07,0.63,-0.09,0.07,0.56,0.49,0.13
