,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"17,135","19,358","16,832","18,819","17,404","16,309","14,058","15,307","15,815","22,240","23,914","22,509","25,451","25,190","25,623","26,615","26,463","27,601","24,450","16,378","19,663","19,618","20,635","22,503","12,637","16,760","21,284","25,028","26,621","25,788","26,670","30,846","28,286","24,658","21,143","22,813","22,066","24,539","22,405","25,382","24,083"
Market Cap Growth,0.33%,24.06%,0.97%,2.29%,1.57%,-15.75%,-16.48%,-18.66%,-9.13%,36.37%,70.11%,47.05%,60.93%,13.26%,7.14%,18.24%,3.98%,9.57%,-4.58%,-38.47%,-25.70%,-28.92%,-15.61%,37.40%,-35.74%,-14.57%,3.15%,11.22%,110.66%,53.87%,25.31%,23.25%,6.26%,-4.38%,-20.72%,-26.04%,-21.99%,-0.48%,5.97%,11.26%,-
Enterprise Value,"21,764","23,915","20,614","22,641","21,648","20,590","18,412","19,598","24,553","31,110","31,967","28,954","32,113","31,604","31,632","32,294","32,051","32,882","30,281","22,437","25,745","25,639","26,710","28,379","18,605","22,416","26,471","30,008","31,080","29,261","29,594","34,066","32,134","27,988","24,276","26,285","26,322","28,576","26,243","29,287","27,988"
PE Ratio,29.60,29.20,10.15,10.56,10.30,10.58,24.71,33.13,35.78,47.73,46.62,22.40,23.31,26.27,29.73,45.73,38.13,27.96,21.99,21.90,103.49,19617.67,-133.13,-296.10,34.81,54.59,43.35,31.40,20.05,11.29,10.74,11.83,10.49,10.04,9.25,12.14,17.51,34.96,35.51,30.25,28.69
PS Ratio,2.37,2.64,2.28,3.43,3.18,3.36,3.27,2.92,2.95,3.92,3.96,3.54,3.83,3.70,3.68,3.70,3.59,3.62,3.19,2.19,2.71,2.85,3.11,3.43,1.90,2.55,3.03,3.32,3.20,2.63,2.65,3.02,2.62,2.32,2.00,2.24,2.47,3.08,2.90,3.31,3.14
PB Ratio,2.50,2.73,2.87,3.55,3.46,3.31,2.88,3.14,1.54,2.36,2.60,2.45,2.76,2.77,2.83,2.99,2.94,2.97,2.70,1.81,2.23,2.25,2.40,2.75,1.56,2.04,2.50,2.87,2.85,2.48,2.57,2.87,2.76,2.28,1.95,2.12,2.19,2.42,2.19,2.48,2.35
P/FCF Ratio,18.83,23.75,21.25,26.36,28.77,25.97,26.13,27.53,25.26,29.07,32.49,100.04,173.14,171.36,106.76,27.02,24.50,23.43,26.18,23.91,35.30,53.16,35.52,25.60,11.33,14.86,14.41,18.55,14.54,9.95,9.29,10.90,9.26,8.91,8.77,11.03,17.58,28.27,29.52,27.62,26.21
P/OCF Ratio,14.60,17.25,14.87,16.97,16.01,14.41,13.25,14.24,15.28,19.17,19.52,30.62,35.20,34.99,36.81,22.16,20.33,19.57,20.83,14.73,20.44,25.78,21.36,23.30,11.85,15.80,15.46,16.37,12.43,8.43,8.58,9.76,8.28,7.57,6.69,8.06,11.03,18.16,17.08,17.71,16.81
Debt / Equity Ratio,0.79,0.76,0.92,1.02,1.07,1.10,1.11,1.09,0.89,0.99,0.96,0.78,0.77,0.78,0.72,0.73,0.72,0.69,0.71,0.73,0.76,0.76,0.77,0.78,0.92,0.77,0.70,0.63,0.59,0.50,0.51,0.47,0.49,0.47,0.47,0.47,0.50,0.57,0.56,0.50,0.50
Quick Ratio,1.25,1.34,2.30,2.29,1.99,1.80,1.77,0.97,1.01,0.57,0.35,0.88,0.91,0.75,0.96,1.05,1.46,1.61,0.82,0.48,0.85,0.80,0.76,0.81,1.02,1.47,1.55,0.99,1.72,2.10,1.85,2.50,1.98,2.41,2.22,1.11,0.75,1.30,1.35,1.93,1.93
Current Ratio,2.16,3.08,3.15,3.06,3.11,2.74,2.79,2.75,1.86,2.14,1.01,1.35,1.43,1.37,1.48,1.47,2.11,2.18,1.35,0.83,1.48,1.39,1.55,1.60,1.37,2.28,2.46,1.69,2.42,2.85,2.32,3.29,2.82,3.20,2.89,1.58,1.24,1.74,1.79,2.94,2.94
Interest Coverage,3.94,5.22,14.67,2.19,2.45,2.68,2.69,1.55,1.97,2.75,3.18,6.33,2.83,1.58,2.05,4.90,4.22,5.15,3.58,-0.18,-2.67,2.00,2.12,0.85,2.73,2.28,4.53,6.98,12.01,18.33,8.16,7.86,14.61,15.95,6.78,0.48,3.62,4.64,5.07,4.00,4.35
Return on Capital (ROIC),Upgrade,4.49%,5.08%,6.49%,7.62%,7.09%,5.89%,5.02%,7.59%,3.74%,3.91%,4.20%,4.52%,5.31%,4.46%,4.79%,5.99%,6.69%,8.67%,9.44%,8.24%,7.12%,6.34%,5.32%,4.95%,5.10%,4.57%,5.76%,9.99%,12.99%,18.38%,19.60%,18.07%,20.77%,18.52%,17.32%,15.85%,10.93%,6.85%,6.37%,6.95%
Dividend Yield,2.90%,2.70%,3.00%,2.80%,3.30%,3.70%,4.30%,4.00%,3.90%,4.20%,3.90%,4.10%,3.60%,3.70%,3.60%,3.50%,3.60%,3.50%,4.00%,6.00%,5.10%,5.20%,4.90%,4.50%,8.00%,4.50%,2.40%,1.50%,1.00%,1.50%,1.90%,2.90%,7.00%,8.00%,9.30%,7.00%,5.40%,4.90%,5.40%,4.80%,2.42%
Payout Ratio,71.00%,45.80%,13.40%,82.90%,170.60%,111.50%,88.60%,281.80%,281.80%,147.60%,103.30%,40.80%,147.60%,1033.30%,182.40%,88.90%,91.40%,76.20%,100.00%,-283.30%,-87.20%,200.00%,261.50%,-1700.00%,170.00%,0.00%,0.00%,43.60%,18.70%,12.40%,26.60%,119.60%,158.30%,17.00%,42.90%,900.00%,519.00%,61.30%,57.60%,63.30%,91.95%
Buyback Yield / Dilution,-6.99%,-5.77%,8.71%,10.14%,10.50%,11.86%,3.53%,2.83%,-20.37%,-43.84%,-45.83%,-46.47%,-18.88%,-1.17%,-0.38%,-0.73%,-0.62%,-0.54%,-0.06%,1.12%,1.69%,1.88%,1.44%,0.54%,-0.07%,-0.10%,-0.26%,-0.42%,-0.38%,-0.61%,-0.40%,-0.26%,0.16%,0.79%,1.39%,1.91%,2.04%,1.77%,1.25%,0.72%,1.44%
Total Shareholder Return,-4.09%,-3.07%,11.71%,12.94%,13.80%,15.56%,7.83%,6.83%,-16.47%,-39.64%,-41.93%,-42.37%,-15.28%,2.53%,3.22%,2.77%,2.98%,2.96%,3.94%,7.12%,6.79%,7.08%,6.34%,5.04%,7.93%,4.40%,2.14%,1.08%,0.62%,0.89%,1.50%,2.64%,7.16%,8.79%,10.69%,8.91%,7.44%,6.67%,6.65%,5.52%,3.87%
