,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"2,460","3,647","3,471","3,181","2,752","1,638","1,991","1,606","1,254","1,087","1,386","1,439","1,455","1,512","1,346","1,389","1,640","1,733","1,936","1,976","2,119","1,657","1,618","1,500","1,778","1,279",596,"1,144","1,289","2,092","1,782","1,651","2,403","3,828","3,052","2,872","2,380","2,030","1,961","2,309"
Revenue Growth (YoY),-34.24%,-9.30%,-13.25%,-25.82%,11.87%,-55.09%,-42.64%,-49.51%,-54.43%,-33.64%,-30.39%,-10.40%,16.03%,39.10%,-2.89%,-3.47%,12.71%,14.62%,43.83%,42.26%,29.21%,-4.39%,-16.43%,-24.09%,-16.09%,-22.81%,-63.16%,-23.73%,-27.50%,63.57%,198.99%,44.32%,86.42%,82.98%,71.27%,73.96%,-0.96%,-46.97%,-35.75%,-19.60%
Cost of Revenue,"1,471","2,054","1,958","1,952","4,304","1,693","1,590","1,707","3,427","1,214","1,236","1,251","1,210","1,103","1,129","1,233","1,094","1,119","1,171","1,241","1,719","1,241","1,223","1,250","1,873","1,148",895,887,997,"1,251","1,062","1,203","1,288","1,179","1,393","1,523","1,298","1,051","1,030","1,222"
Gross Profit,989,"1,593","1,513","1,229","-1,552",-55,401,-101,"-2,173",-127,150,188,245,409,217,156,546,614,765,735,400,416,395,250,-95,131,-299,257,292,841,720,448,"1,115","2,649","1,659","1,349","1,082",979,931,"1,087"
"Selling, General & Admin",122,103,113,111,121,82,111,89,96,93,103,102,112,103,106,98,88,114,117,99,101,123,102,98,83,68,94,52,76,83,86,70,137,156,89,69,169,65,72,139
Other Operating Expenses,420,62,255,"1,635","5,377","7,310",614,"3,940","3,193",53,220,888,137,34,41,50,29,27,39,45,536,31,272,43,"2,760","4,526",57,34,47,28,32,51,232,43,32,33,35,32,77,34
Operating Expenses,542,165,368,"1,746","5,498","7,392",725,"4,029","3,289",146,323,990,249,137,147,148,117,141,156,144,637,154,374,141,"2,843","4,594",151,86,123,111,118,121,369,199,121,102,204,97,149,173
Operating Income,447,"1,428","1,145",-517,"-7,050","-7,447",-324,"-4,130","-5,462",-273,-173,-802,-4,272,70,8,429,473,609,591,-237,262,21,109,"-2,938","-4,463",-450,171,169,730,602,327,746,"2,450","1,538","1,247",878,882,782,914
Interest Expense / Income,72,27,52,60,256,69,117,160,110,105,104,102,106,100,99,101,97,99,94,192,93,97,173,95,97,103,-34,99,99,110,107,205,92,152,76,75,76,72,82,81
Other Expense / Income,-308,587,234,-15,"2,635",155,-312,104,"-1,268",5,48,82,43,-312,3,-144,116,47,81,73,45,45,40,35,-287,-160,-11,26,25,43,68,53,14,133,141,108,96,84,81,96
