,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"34,310","32,742","38,810","35,903","23,594","22,734","21,732","14,802","16,810","18,465","21,073","24,234","24,082","19,512","18,234","17,447","16,083","14,678","17,866","18,233","9,963","13,012","10,890","9,625","9,623","1,577","5,095","3,575","5,356","6,764","8,176","8,101","9,768","14,332","11,804","11,164","15,008","11,213","10,545","12,629","9,567"
Market Cap Growth,11.70%,8.32%,18.14%,8.29%,-31.23%,-30.57%,-44.00%,-58.77%,-28.75%,-18.78%,-3.03%,63.72%,43.26%,5.67%,-13.47%,-28.01%,-33.22%,-24.77%,-2.02%,4.51%,-38.05%,-11.35%,-39.04%,-47.21%,-3.42%,-87.88%,-53.21%,-62.86%,-44.34%,328.85%,60.45%,126.63%,82.37%,111.90%,44.39%,37.81%,53.64%,-21.76%,-10.67%,13.12%,-
Enterprise Value,"42,428","40,996","47,455","46,241","34,070","34,778","28,458","21,924","24,059","26,179","28,591","31,725","31,249","26,318","24,896","23,988","22,899","21,937","25,231","25,843","17,493","21,118","18,673","17,874","17,942","10,029","13,777","12,347","13,866","14,941","15,562","15,132","16,976","19,987","16,807","16,425","20,216","16,857","15,979","18,118","15,135"
PE Ratio,15.68,18.97,31.94,-86.51,-2.82,-1.72,-1.49,-0.85,-1.62,-1.97,-2.40,-4.63,-17.14,-23.79,-4558.59,26.20,12.33,11.88,20.80,20.79,249.08,-85.60,-15.40,-10.05,-2.71,-0.20,-0.64,-0.46,-1.10,845.46,11.52,13.48,10.04,5.81,3.84,3.09,4.09,5.52,7.09,8.28,6.30
PS Ratio,2.32,2.27,2.80,2.81,1.84,2.06,2.27,1.85,2.58,3.11,3.95,4.69,4.49,3.37,3.17,3.06,2.73,2.40,2.67,2.50,1.28,1.69,1.48,1.40,1.47,0.26,0.99,0.75,1.24,1.32,1.30,1.19,1.23,1.48,1.08,0.92,1.24,1.09,1.14,1.46,1.11
PB Ratio,1.03,0.99,1.19,1.17,0.91,1.07,1.40,1.51,2.13,9.15,2.95,3.75,3.86,3.06,2.64,2.49,2.17,1.96,2.34,2.40,1.40,1.86,1.66,1.53,2.96,-1.27,-3.12,-2.18,-3.27,-5.38,-8.48,-7.40,-6.12,-796.24,20.21,18.61,35.48,25.25,14.87,11.72,8.95
P/FCF Ratio,58.55,103.29,16.87,-21.69,-20.05,-12.00,-5.67,-4.89,-8.98,-17.29,-26.98,-67.32,39.16,14.91,16.70,19.47,37.75,-75.27,-93.05,-139.18,-78.45,-100.09,178.53,37.74,-102.37,6.09,-18.00,-7.04,46.99,15.55,5.35,3.95,4.09,4.41,3.34,3.63,5.90,10.46,28.58,36.71,28.04
P/OCF Ratio,3.49,3.44,4.27,3.99,2.97,3.60,4.26,3.77,6.30,8.18,11.28,13.40,9.91,7.37,6.87,6.83,6.62,5.67,6.06,5.36,2.64,3.46,3.11,3.07,3.36,0.57,2.55,2.14,3.86,4.34,3.35,2.78,2.79,3.86,2.76,2.42,3.04,2.56,2.74,3.60,2.75
Debt / Equity Ratio,0.30,0.30,0.30,0.35,0.43,0.58,0.62,0.89,1.10,4.32,1.22,1.35,1.37,1.30,1.21,1.21,1.14,1.11,1.09,1.08,1.16,1.21,1.27,1.34,2.63,-7.13,-5.39,-5.44,-5.35,-6.93,-8.96,-6.77,-4.71,-327.17,9.05,9.22,12.89,13.06,7.86,5.18,5.18
Quick Ratio,1.03,0.95,0.81,0.67,0.76,0.36,1.90,1.38,1.48,1.33,1.41,1.41,1.36,1.42,0.93,1.25,1.18,1.06,1.05,0.93,0.87,0.64,0.73,0.64,0.71,0.63,0.59,0.77,0.89,1.20,1.31,0.84,0.80,0.88,0.77,0.74,0.59,0.68,0.57,0.70,0.70
