,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,"1,570","1,742",248,772,"1,182","2,012","1,004","1,314","1,649",-529
Depreciation & Amortization,879,841,815,749,598,541,379,397,451,513
Share-Based Compensation,118,137,120,137,112,99,109,112,145,115
Other Operating Activities,-9,-70,497,258,221,-891,222,-197,-588,843
Operating Cash Flow,"2,558","2,650","1,680","1,916","2,113","1,761","1,714","1,626","1,657",942
Operating Cash Flow Growth,-16.05%,3.60%,-36.60%,14.05%,10.28%,-16.66%,-2.67%,-5.13%,1.91%,-43.15%
Capital Expenditures,-556,-747,-587,-434,-295,-458,-584,-494,-381,218
Acquisitions,-285,-453,-634,0,0,0,0,0,0,0
Change in Investments,553,18,0,-31,"-1,285","1,275",-51,28,29,-1
Other Investing Activities,-34,-105,10,6,-8,29,-,-,-,-
Investing Cash Flow,-322,"-1,287","-1,211",-459,"-1,588",846,-635,-466,-352,217
Dividends Paid,-557,-664,-727,-561,-726,-713,-673,-649,-610,-582
Share Issuance / Repurchase,"-1,805",-989,"-1,011",-374,-248,-894,-747,"-1,939","-1,731",-340
Debt Issued / Paid,"1,056",170,-22,916,-214,-574,-143,967,499,22
Other Financing Activities,-5,-12,-60,-27,-23,-31,-42,-52,-57,-88
Financing Cash Flow,"-1,311","-1,495","-1,820",-46,"-1,211","-2,212","-1,605","-1,673","-1,899",-988
Exchange Rate Effect,1,-20,-3,0,0,-1,-1,0,0,0
Net Cash Flow,926,-152,"-1,354","1,411",-686,394,-527,-513,-594,171
Free Cash Flow,"2,002","1,903","1,093","1,482","1,818","1,303","1,130","1,132","1,276","1,160"
Free Cash Flow Growth,-12.58%,-4.95%,-42.56%,35.59%,22.67%,-28.33%,-13.28%,0.18%,12.72%,-9.09%
Free Cash Flow Margin,14.59%,13.85%,9.79%,13.76%,16.26%,12.54%,10.75%,10.60%,10.94%,15.71%
Free Cash Flow Per Share,5.94,5.87,3.66,5.01,6.31,4.62,4.31,4.68,5.80,5.60
