,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"4,186","5,884","5,741","4,469","4,037","4,998","2,887","1,516","4,794","6,768","8,183","10,139","11,618","8,954","10,198","10,441","9,629","10,862","12,701","8,259","9,646","9,127","9,351","9,505","1,610","4,679","3,272","6,041","7,260","10,164","11,252","11,961","17,266","13,604","13,670","16,639","16,533","17,200","19,177","19,370","21,615"
Market Cap Growth,45.49%,116.08%,85.87%,19.74%,-3.55%,-15.05%,-49.71%,-66.08%,18.76%,35.40%,183.48%,568.86%,142.31%,32.31%,24.62%,2.98%,-17.12%,21.30%,24.54%,-20.90%,0.18%,-15.97%,-26.38%,15.09%,-83.30%,-48.74%,-65.01%,-36.44%,350.82%,117.24%,243.91%,97.99%,137.84%,33.85%,21.49%,39.10%,-4.24%,26.43%,40.28%,16.42%,-
Enterprise Value,"6,982","8,856","8,799","7,457","9,902","10,813","8,858","7,314","9,751","11,600","12,993","14,946","16,286","13,293","14,981","15,357","14,773","16,153","18,467","14,687","16,957","15,849","16,562","16,996","9,156","12,229","10,801","13,554","14,384","16,930","17,810","18,400","24,379","20,911","24,675","27,956","28,500","29,429","31,958","32,182","34,427"
PE Ratio,58.62,71.06,59.06,43.69,47.05,67.00,51.00,26.00,99.26,-347.05,-114.29,-36.46,-27.67,-26.43,-20.54,-164.68,123.29,84.40,46.75,-69.23,-53.03,-30.21,-28.62,-28.46,-0.79,-2.41,-1.79,-3.59,34.64,52.10,35.32,-742.95,-135.42,64.54,56.14,18.55,18.58,20.32,21.95,23.18,26.49
PS Ratio,0.57,0.75,0.66,0.52,0.51,0.65,0.41,0.23,0.75,1.07,1.29,1.52,1.58,1.17,1.25,1.18,1.05,1.12,1.20,0.79,0.93,0.92,1.06,1.10,0.19,0.59,0.40,0.73,0.74,0.87,0.80,0.71,0.95,0.65,0.63,0.80,0.81,0.96,1.17,1.21,1.35
PB Ratio,28.99,38.76,35.99,26.32,2.67,3.30,1.95,1.04,0.90,1.28,1.54,1.93,2.04,1.39,1.70,1.70,1.58,1.75,2.09,1.36,1.68,1.65,1.76,1.93,0.53,1.60,1.15,2.28,3.16,4.65,5.15,5.95,10.18,6.57,5.73,6.24,6.48,6.43,7.65,7.07,7.89
P/FCF Ratio,-8.70,-17.10,-24.60,-11173.29,-107.08,117.06,23.58,6.97,25.92,21.20,28.92,36.83,29.15,141.24,-52.27,-29.16,-12.44,-12.88,-11.86,-4.19,-4.08,-3.48,-3.83,-6.39,-2.17,-28.13,10.23,6.09,4.96,5.15,5.15,6.61,9.75,8.14,9.97,15.56,13.56,19.59,31.20,23.31,26.01
P/OCF Ratio,8.23,9.41,9.19,5.87,5.65,6.08,3.08,1.47,4.77,6.71,9.09,12.11,12.70,10.60,12.61,11.11,9.87,10.66,9.61,7.22,8.79,7.92,8.14,6.84,1.05,2.97,2.09,3.46,3.68,4.40,4.60,5.19,7.28,5.71,5.82,6.99,5.90,6.05,6.87,6.03,6.73
Debt / Equity Ratio,20.03,20.08,19.67,18.07,3.99,3.90,4.10,4.06,0.95,0.95,0.93,0.93,0.83,0.69,0.82,0.82,0.88,0.90,0.98,1.10,1.29,1.25,1.42,1.59,2.62,2.69,2.79,2.92,3.21,3.19,3.11,3.28,4.27,3.60,4.70,4.33,4.77,4.63,5.16,4.73,4.73
Quick Ratio,0.93,0.93,0.97,0.78,0.86,0.84,0.84,0.75,0.78,0.70,0.73,0.64,0.43,0.47,0.50,0.60,0.70,0.59,0.49,0.39,0.43,0.52,0.64,0.63,0.68,0.64,0.72,0.62,0.71,0.53,0.53,0.65,0.59,0.56,0.51,0.53,0.50,0.50,0.51,0.58,0.58
