,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"15,622","19,096","18,544","26,462","27,505","36,804","45,092","51,793","45,758","58,115","58,279"
Market Cap Growth,13.64%,22.24%,-2.89%,42.69%,3.94%,33.81%,22.52%,14.86%,-11.65%,27.00%,-
Enterprise Value,"17,226","21,589","23,997","30,946","32,082","41,370","54,350","59,363","51,627","64,231","63,895"
PE Ratio,24.18,27.43,28.16,27.23,29.12,20.82,47.48,44.94,46.43,41.98,42.33
PS Ratio,4.40,5.33,4.89,5.74,5.30,6.86,8.16,8.96,8.52,9.41,9.43
PB Ratio,3.29,3.60,3.20,3.86,3.55,3.88,4.30,4.48,2.85,3.33,3.34
P/FCF Ratio,19.46,21.39,20.08,22.52,20.05,26.31,30.55,26.57,68.88,29.51,30.24
P/OCF Ratio,18.59,20.56,19.24,21.44,19.23,25.18,29.57,25.74,62.29,28.52,28.64
EV/Sales Ratio,4.85,6.03,6.33,6.72,6.18,7.71,9.83,10.27,9.61,10.40,10.34
EV/EBITDA Ratio,14.39,16.72,18.56,19.83,18.19,21.67,27.89,26.52,24.30,36.80,26.59
EV/EBIT Ratio,17.22,19.87,22.81,25.46,22.97,27.70,38.06,37.00,35.02,64.88,31.32
EV/FCF Ratio,21.46,24.19,25.98,26.34,23.39,29.57,36.82,30.45,77.72,32.61,33.16
Debt / Equity Ratio,0.47,0.62,1.07,0.75,0.64,0.56,0.91,0.69,0.42,0.36,0.34
Debt / EBITDA Ratio,1.85,2.53,4.80,3.30,2.80,2.76,4.91,3.54,3.14,3.63,2.43
Debt / FCF Ratio,2.76,3.66,6.72,4.39,3.60,3.77,6.48,4.06,10.03,3.21,3.03
Quick Ratio,1.94,1.93,1.04,0.72,0.87,0.71,0.59,0.42,0.58,0.40,0.39
Current Ratio,2.41,2.25,1.23,0.87,1.11,0.83,0.72,0.78,0.67,0.50,0.50
Asset Turnover,0.42,0.35,0.26,0.32,0.34,0.30,0.23,0.24,0.20,0.22,0.22
Interest Coverage,12.71,12.20,9.45,6.70,7.67,8.03,6.54,6.32,7.92,10.60,9.24
Return on Equity (ROE),13.59%,13.14%,11.38%,14.16%,12.20%,18.63%,9.06%,9.97%,6.15%,7.93%,7.93%
Return on Assets (ROA),7.68%,6.85%,4.60%,6.79%,6.19%,9.76%,3.95%,4.86%,3.65%,4.91%,4.91%
Return on Capital (ROIC),10.05%,8.33%,6.15%,9.46%,8.68%,8.05%,5.61%,5.87%,5.16%,5.83%,5.94%
Earnings Yield,4.14%,3.65%,3.55%,3.67%,3.43%,4.80%,2.11%,2.23%,2.15%,2.38%,2.38%
FCF Yield,5.14%,4.67%,4.98%,4.44%,4.99%,3.80%,3.27%,3.76%,1.45%,3.39%,3.31%
Dividend Yield,0.51%,0.53%,0.65%,0.54%,0.62%,0.52%,0.47%,0.46%,0.57%,0.50%,0.55%
Payout Ratio,12.36%,14.41%,18.39%,14.69%,18.01%,10.84%,22.54%,20.51%,26.61%,20.97%,23.27%
Buyback Yield / Dilution,-0.67%,-0.71%,-0.85%,-1.03%,-0.85%,-0.67%,-0.57%,-0.76%,-0.28%,-0.56%,-0.84%
Total Shareholder Return,-0.16%,-0.18%,-0.20%,-0.49%,-0.23%,-0.15%,-0.10%,-0.30%,0.29%,-0.06%,-0.29%
