,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,356,602,542,458,373,389,539,547,319,585,507,557,446,584,629,313,603,697,708,396,452,537,528,492,580,662,517,498,489,728,693,662,583,712,669,696,525,726,398,172
Depreciation & Amortization,99,129,123,126,136,149,159,160,183,179,155,205,212,203,221,235,248,241,240,248,244,271,281,305,274,294,"-1,361","2,069",359,341,315,297,232,188,138,360,171,177,163,132
Other Operating Activities,"1,451","-2,237","-2,029",-181,-112,"-5,462",-953,"2,672","2,350","1,396","-3,398",-748,"2,851",-297,"-2,992","4,535","3,985","-2,372","4,711",470,"-1,275",-556,"4,155",256,"3,185",380,"-4,375",809,"-4,580","-8,662",-620,"3,268","3,771","-5,035","3,660","5,980","-3,558","-1,755",-339,"3,878"
Operating Cash Flow,"1,906","-1,506","-1,364",403,397,"-4,924",-255,"3,379","2,852","2,160","-2,736",14,"3,509",490,"-2,142","5,083","4,836","-1,434","5,659","1,114",-579,252,"4,964","1,053","4,039","1,336","-5,219","3,376","-3,732","-7,593",388,"4,227","4,586","-4,135","4,467","7,036","-2,862",-852,222,"4,182"
Operating Cash Flow Growth,398.95%,-,-,-,-79.17%,-,-,738.46%,618.39%,-,-,-99.59%,23.04%,-77.31%,-,36207.14%,37.82%,-,-,-78.08%,-,-,-12.28%,-5.48%,-,430.16%,-,220.61%,-,-,-,25.21%,-,-,1051.29%,66.45%,-,-,-95.03%,-40.56%
Capital Expenditures,-110,-124,-64,-129,-96,-205,-242,-160,-168,-160,-149,-136,-164,-161,-160,-152,-147,-138,-151,-173,-171,-171,-227,-161,-114,-157,-153,-136,-162,-197,-197,-255,-138,-182,-210,-204,-182,-170,-135,-329
Acquisitions,0,0,0,0,0,0,0,0,0,0,-437,0,172,0,0,0,0,0,-63,"-2,532",-54,0,0,0,0,0,0,0,-214,-30,-89,0,0,0,0,0,0,0,0,-61
Change in Investments,"-14,422","-19,868","10,618","-4,542",-906,"-15,674","46,841","-4,636","8,189","-10,223","-2,733","9,877","3,207","1,926","5,982","-10,704","-8,843","7,368","13,366","-13,259","21,632","-12,977","-5,601","-5,616","-113,300","74,454","12,112","-39,575","7,099","-9,768","2,844","-1,444","-4,206","17,715","-5,170",-840,"14,306","2,326","10,291","-13,425"
Other Investing Activities,18,28,17,86,11,33,31,-2,6,70,53,41,-5,41,41,25,17,11,11,37,264,30,172,254,641,181,214,299,81,103,52,5,8,49,45,-51,188,-70,12,-13
Investing Cash Flow,"-14,514","-19,964","10,571","-4,585",-991,"-15,846","46,630","-4,798","8,027","-10,313","-3,266","9,782","3,210","1,806","5,863","-10,831","-8,973","7,241","13,163","-15,927","21,671","-13,118","-5,656","-5,523","-112,773","74,478","12,173","-39,412","6,804","-9,892","2,610","-1,694","-4,336","17,582","-5,335","-1,095","14,312","2,086","10,168","-13,828"
