,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Net Income,18.24,19.92,19.93,17.3,5.21,29.21,0.88,-1.72,-60.02,147.14
Depreciation & Amortization,5.13,4.32,3.29,3.66,8.04,10.62,14.93,16.58,24.27,31.11
Share-Based Compensation,-2.46,-2.41,0.33,7.93,15.61,21.88,78.5,133.57,303.33,106.18
Other Operating Activities,11.51,13.6,22.89,-7.75,-10.39,2.18,-28.63,-109.95,-143.09,-49.06
Operating Cash Flow,32.43,35.43,46.45,21.14,18.47,63.88,65.67,38.48,124.49,235.36
Operating Cash Flow Growth,22.28%,9.27%,31.08%,-54.49%,-12.60%,245.81%,2.81%,-41.41%,223.52%,89.05%
Capital Expenditures,-1.75,-2.5,-5.96,-4.92,-10.4,-11.14,-15.94,-72.53,-49.84,-55.52
Acquisitions,-1.26,0,-11.19,-3.5,-10.63,-4.99,0,0,-22.39,-2.1
Change in Investments,-19.73,-21.9,-18.36,8.87,41.13,6.83,-224.39,-283.75,325.18,-773.04
Other Investing Activities,-0.32,-0.18,-0.5,-3.5,-1.02,-0.56,-0.4,-0.24,-0.39,-0.31
Investing Cash Flow,-23.06,-24.58,-36.01,-3.05,19.08,-9.86,-240.74,-356.53,252.56,-830.97
Share Issuance / Repurchase,-9.64,-11.44,-4.88,-33.27,1.38,235.75,0.11,307.07,157.13,124.2
Debt Issued / Paid,-0.03,-0.04,-0.08,0,0,0,0,0,0,478.78
Other Financing Activities,6.49,6.64,5.57,-1.29,-5.2,-16.4,-4.05,-7.81,-331.31,-4.87
Financing Cash Flow,-3.19,-4.84,0.6,-34.55,-3.82,219.35,-3.94,299.27,-174.18,598.1
Exchange Rate Effect,-0.03,0.09,0.12,0.91,0.74,-0.77,0.33,1.98,-1.98,-3.38
Net Cash Flow,6.14,6.1,11.16,-15.56,34.47,272.59,-178.67,-16.8,200.89,-0.89
Free Cash Flow,30.68,32.94,40.48,16.22,8.08,52.74,49.73,-34.05,74.65,179.85
Free Cash Flow Growth,21.59%,7.37%,22.91%,-59.93%,-50.21%,553.00%,-5.69%,-,-,140.92%
Free Cash Flow Margin,22.26%,20.02%,20.46%,6.05%,2.35%,12.55%,9.37%,-5.00%,8.65%,15.11%
Free Cash Flow Per Share,0.59,0.62,0.76,0.31,0.15,0.94,0.84,-0.55,1.13,2.53
