,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"38,531","38,915","37,690","37,659","34,911","34,423","29,096","29,213","32,667","32,110","34,540","33,484","33,861","37,921","40,031","44,389","40,854","45,516","48,650","72,197","96,334","110,140","104,561","114,278","91,900","111,466","125,184","138,196","146,362","150,028","151,140","177,107","162,000","144,062","134,036","161,019","174,811","186,584","181,380","198,878","209,293"
Market Cap Growth,16.95%,12.75%,6.24%,-1.72%,-9.39%,-11.54%,-22.80%,-22.43%,-6.43%,-6.72%,18.71%,14.62%,3.66%,18.10%,15.90%,32.57%,20.65%,20.03%,21.53%,62.64%,135.80%,141.98%,114.92%,58.29%,-4.60%,1.20%,19.72%,20.93%,59.26%,34.60%,20.73%,28.16%,10.68%,-3.98%,-11.32%,-9.08%,7.91%,29.52%,35.32%,23.51%,-
Enterprise Value,"47,657","47,907","46,643","46,791","44,190","43,634","38,477","38,297","41,850","41,499","43,755","42,475","42,710","46,753","48,661","52,772","49,151","53,495","56,362","83,027","104,689","121,411","116,734","125,534","104,761","124,005","137,788","150,596","158,016","162,383","163,167","188,491","173,992","156,450","145,618","173,497","188,626","200,717","195,489","212,324","222,739"
PE Ratio,21.50,20.83,19.75,31.17,20.98,27.94,18.14,17.31,22.94,20.12,25.47,20.62,21.76,23.35,23.88,336.28,22.11,23.71,26.38,6.06,46.58,52.75,35.56,55.91,40.10,60.84,44.71,44.87,37.34,44.60,38.60,43.15,34.50,96.82,26.32,30.31,28.83,29.62,28.97,32.22,34.28
PS Ratio,3.19,3.20,3.07,3.07,2.91,2.96,2.60,2.71,3.10,3.07,3.29,3.18,3.15,3.47,3.60,3.88,3.49,3.81,4.04,4.85,5.11,4.79,3.88,4.05,3.28,4.10,4.63,5.07,5.27,5.18,5.08,5.75,5.10,4.41,3.97,4.83,5.24,5.64,5.59,5.33,5.61
PB Ratio,5.84,5.63,5.75,6.70,6.96,6.93,6.82,6.66,6.68,6.25,6.59,6.67,6.12,6.53,6.40,7.38,6.42,7.55,7.81,1.40,1.88,2.18,2.14,2.33,2.05,2.45,2.71,2.92,3.17,3.28,3.41,4.02,3.77,3.63,3.56,4.02,4.37,4.67,4.66,5.01,5.27
P/FCF Ratio,37.26,26.99,28.19,31.94,30.44,33.13,28.33,25.60,26.05,25.61,24.76,25.60,23.08,25.48,25.83,25.66,23.89,25.67,27.18,39.69,55.24,75.85,55.89,45.60,33.27,31.00,33.09,34.30,30.29,30.41,26.74,26.68,24.39,20.98,19.35,28.29,32.26,34.53,35.56,36.04,37.93
P/OCF Ratio,12.93,11.97,12.32,13.13,12.29,12.75,10.93,10.89,12.01,11.78,12.17,12.07,11.53,12.96,13.66,14.60,13.53,14.64,15.27,19.50,23.24,25.22,19.49,18.47,14.35,15.58,17.46,18.60,17.87,18.18,16.93,18.21,16.85,14.52,13.40,18.17,19.93,21.23,20.91,21.37,22.49
Debt / Equity Ratio,1.40,1.33,1.39,1.65,1.87,1.88,2.23,2.10,1.92,1.94,1.88,1.90,1.69,1.61,1.48,1.50,1.39,1.40,1.33,0.30,0.28,0.28,0.29,0.28,0.38,0.38,0.39,0.34,0.34,0.34,0.38,0.32,0.38,0.40,0.41,0.45,0.47,0.44,0.46,0.46,0.46
Quick Ratio,0.89,0.88,0.72,0.77,0.80,0.84,0.86,0.92,1.06,0.94,0.96,0.87,1.00,0.76,0.83,0.73,0.69,0.72,0.64,0.72,0.94,0.72,0.62,0.61,0.54,0.61,0.64,0.59,0.56,0.52,0.63,0.55,0.65,0.56,0.56,0.61,0.56,0.57,0.62,0.60,0.60
