,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash & Equivalents,"1,915","1,918","2,215","2,070","2,518","1,805","1,701","1,710","2,147","1,434"
Cash & Cash Equivalents,"1,915","1,918","2,215","2,070","2,518","1,805","1,701","1,710","2,147","1,434"
Cash Growth,28.75%,0.18%,15.46%,-6.52%,21.62%,-28.29%,-5.77%,0.52%,25.55%,-33.21%
Receivables,"1,492","1,440","1,268","1,323","1,548",906.1,"1,191","1,026","1,318","1,006"
"Property, Plant & Equipment",350.8,402.6,426.9,464.7,490.7,468.7,583.5,563.8,518.1,561.1
Goodwill and Intangibles,"8,131","7,826","7,530","7,529","8,149","9,333","15,868","16,222","16,111","15,699"
Total Assets,"19,271","20,450","25,073","25,734","31,669","30,978","39,420","36,504","32,686","29,757"
Accounts Payable,"3,061","3,185","7,477","9,696","14,124","12,651","12,894","9,601","3,051","1,984"
Total Liabilities,"10,293","11,165","16,210","17,839","22,470","21,646","24,719","21,483","16,007","12,915"
Total Debt,"5,770","6,726","7,510","6,506","6,876","7,635","8,315","8,797","9,421","8,078"
Debt Growth,13.47%,16.57%,11.65%,-13.37%,5.69%,11.04%,8.91%,5.79%,7.10%,-14.26%
Common Stock,"4,499","4,334","3,892","3,480","3,598","3,429","8,532","8,681","8,768","8,638"
Retained Earnings,"3,466","3,944","4,440","4,833","5,489","5,885","5,918","6,085","7,169","7,518"
Comprehensive Income,427.9,48.8,-446,-809.3,-391.2,-735,-587.3,-404.5,-441.5,-942.4
Shareholders' Equity,"8,393","8,326","7,885","7,504","8,696","8,579","13,863","14,362","15,496","15,214"
Net Cash / Debt,"-3,855.5","-4,808.2","-5,295.1","-4,435.3","-4,357.9","-5,829.4","-6,613.7","-7,086.6","-7,274.1","-6,643.9"
Book Value Per Share,18.93,19.33,18.60,18.37,21.21,20.92,30.53,31.27,33.60,33.45
