,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"4,645","5,147","5,123","4,734","5,160","5,314","6,117","6,146","6,895","6,049"
Revenue Growth (YoY),14.67%,10.82%,-0.47%,-7.58%,9.00%,2.98%,15.12%,0.46%,12.19%,-12.26%
Gross Profit,"4,645","5,147","5,123","4,734","5,160","5,314","6,117","6,146","6,895","6,049"
"Selling, General & Admin","3,521","3,870","3,765","3,558","3,883","3,972","4,636","4,832","5,109","4,646"
Other Operating Expenses,3.2,0,0,0,0,136.9,673,393.3,-3,85
Operating Expenses,"3,524","3,870","3,765","3,558","3,883","4,109","5,309","5,225","5,106","4,731"
Operating Income,"1,120","1,277","1,358","1,176","1,277","1,205",808.2,920.4,"1,788","1,318"
Interest Expense / Income,167.9,73.1,81.7,93.4,94.8,111.5,135.7,129.3,94.7,85.2
Other Expense / Income,-324.9,-174.9,-89.4,-109.5,-213.2,-44.4,-127.3,4.7,-230.6,226.4
Pretax Income,"1,277","1,379","1,366","1,193","1,396","1,138",799.8,786.4,"1,924","1,006"
Income Tax,336.9,390.6,398,338.3,268.2,255,235.1,261.6,531.1,322.2
Net Income,940.3,988.1,968.1,854.2,"1,127",882.8,564.7,524.8,"1,393",683.9
Preferred Dividends,0,0,0,0,0,0,123.6,236.8,236.8,236.8
Net Income Common,940.3,988.1,968.1,854.2,"1,127",882.8,441.1,288,"1,156",447.1
Net Income Growth,38.87%,5.08%,-2.02%,-11.77%,31.97%,-21.69%,-50.03%,-34.71%,301.46%,-61.33%
Shares Outstanding (Basic),443,431,424,409,410,410,454,459,461,455
Shares Change,-0.17%,-2.81%,-1.62%,-3.62%,0.36%,-,10.76%,1.15%,0.41%,-1.39%
EPS (Basic),2.10,2.27,2.26,2.06,2.75,2.14,1.29,1.14,3.01,1.50
EPS (Diluted),2.10,2.27,2.26,2.06,2.75,2.14,1.28,1.13,2.99,1.49
EPS Growth,40.94%,8.10%,-0.44%,-8.85%,33.50%,-22.18%,-40.19%,-11.72%,164.60%,-50.17%
Free Cash Flow,692,"1,067","1,004",506.3,"1,046",726.3,992.3,"1,115",969.3,510.3
Free Cash Flow Per Share,1.56,2.48,2.37,1.24,2.55,1.77,2.19,2.43,2.10,1.12
Dividend Per Share,0.848,0.975,1.330,1.110,1.150,1.190,1.230,0.775,0.665,0.733
Dividend Growth,32.50%,14.98%,36.41%,-16.54%,3.60%,3.48%,3.36%,-36.99%,-14.19%,10.23%
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
Operating Margin,24.12%,24.81%,26.52%,24.85%,24.75%,22.67%,13.21%,14.98%,25.94%,21.78%
Profit Margin,20.25%,19.20%,18.90%,18.04%,21.85%,16.61%,7.21%,4.69%,16.77%,7.39%
Free Cash Flow Margin,14.90%,20.73%,19.60%,10.69%,20.27%,13.67%,16.22%,18.15%,14.06%,8.44%
Effective Tax Rate,26.38%,28.33%,29.13%,28.37%,19.22%,22.41%,29.39%,33.27%,27.60%,32.02%
EBITDA,"1,534","1,541","1,541","1,387","1,607","1,391","1,113","1,119","2,224","1,287"
EBITDA Margin,33.02%,29.94%,30.09%,29.30%,31.14%,26.18%,18.20%,18.21%,32.26%,21.27%
Depreciation & Amortization,88.4,89.4,93.6,101.2,116.8,142.1,177.6,203.5,205.3,195.3
EBIT,"1,445","1,452","1,448","1,286","1,490","1,249",935.5,915.7,"2,019","1,091"
EBIT Margin,31.11%,28.21%,28.26%,27.16%,28.88%,23.51%,15.29%,14.90%,29.28%,18.04%
