,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"4,565","4,731","4,525","6,290","7,174","7,695","11,123","13,467","19,849","16,135","23,533"
Market Cap Growth,24.67%,3.64%,-4.36%,39.00%,14.05%,7.27%,44.55%,21.07%,47.39%,-18.71%,-
Enterprise Value,"4,581","5,189","4,983","6,567","7,301","8,412","11,871","14,446","21,346","19,611","26,651"
PE Ratio,21.03,22.87,18.60,24.43,17.95,22.35,27.91,28.03,33.81,24.02,31.32
PS Ratio,3.35,3.00,2.73,3.56,3.81,3.82,4.65,5.15,6.51,4.51,5.69
PB Ratio,2.27,2.24,2.11,2.67,2.78,2.57,3.32,3.59,4.73,3.50,4.53
P/FCF Ratio,12.05,12.66,12.10,15.79,17.00,14.49,17.75,20.66,25.43,18.15,23.68
P/OCF Ratio,11.72,12.29,11.85,15.30,16.23,13.56,16.40,18.89,24.54,18.31,23.87
EV/Sales Ratio,3.36,3.29,3.00,3.72,3.88,4.18,4.96,5.53,7.00,5.49,6.45
EV/EBITDA Ratio,9.97,10.99,9.06,11.51,12.25,13.73,16.53,17.66,21.77,16.30,19.37
EV/EBIT Ratio,12.25,14.09,11.28,14.18,14.96,16.72,20.13,21.15,25.79,19.28,22.73
EV/FCF Ratio,12.09,13.88,13.32,16.49,17.31,15.84,18.94,22.16,27.35,22.05,26.81
Debt / Equity Ratio,0.24,0.57,0.53,0.45,0.38,0.50,0.51,0.60,0.52,0.90,0.75
Debt / EBITDA Ratio,1.04,2.54,2.08,1.88,1.64,2.46,2.40,2.77,2.25,3.44,2.82
Debt / FCF Ratio,1.27,3.21,3.06,2.70,2.31,2.84,2.75,3.48,2.82,4.65,3.91
Quick Ratio,0.95,1.18,1.10,1.17,1.10,1.14,1.15,1.19,0.89,0.74,0.67
Current Ratio,1.02,1.24,1.16,1.20,1.13,1.22,1.22,1.26,1.25,1.09,1.06
Asset Turnover,0.40,0.34,0.33,0.34,0.32,0.34,0.33,0.31,0.32,0.28,0.30
Interest Coverage,22.75,12.96,11.26,11.73,12.74,12.40,9.26,11.58,12.74,7.20,6.25
Return on Equity (ROE),11.20%,9.90%,11.40%,11.30%,16.10%,11.90%,12.30%,13.20%,14.60%,15.30%,15.10%
Return on Assets (ROA),6.30%,4.50%,4.90%,4.90%,6.80%,5.80%,5.40%,5.70%,6.20%,5.30%,5.40%
Return on Capital (ROIC),9.19%,6.95%,8.16%,8.36%,12.42%,8.36%,8.79%,8.67%,10.44%,8.58%,9.98%
Earnings Yield,4.76%,4.37%,5.38%,4.09%,5.57%,4.47%,3.58%,3.57%,2.96%,4.16%,3.17%
FCF Yield,8.30%,7.90%,8.27%,6.33%,5.88%,6.90%,5.63%,4.84%,3.93%,5.51%,4.22%
Dividend Yield,1.20%,1.20%,1.40%,1.10%,1.10%,1.10%,0.80%,0.70%,0.50%,0.70%,0.63%
Payout Ratio,24.70%,28.70%,26.30%,27.40%,19.40%,24.60%,22.90%,20.50%,18.30%,17.70%,19.70%
Buyback Yield / Dilution,-0.43%,-0.19%,-0.02%,0.54%,0.57%,-0.14%,-0.91%,-0.82%,0.57%,-0.28%,-0.41%
Total Shareholder Return,0.77%,1.01%,1.38%,1.64%,1.67%,0.96%,-0.11%,-0.12%,1.07%,0.42%,0.22%
