,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"13,904","15,128","16,178","15,363","18,164","17,613","16,313","17,960","18,224","21,226","22,746","20,897","20,674","22,579","23,296","24,027","24,428","23,093","23,245","24,034","25,317","28,883","30,618","33,419","33,293","31,638","32,823","36,254","35,032","35,759","35,457","33,652","36,468","39,276","38,540","35,007","38,368","37,082","34,216","31,559","32,596"
Market Cap Growth,6.75%,4.46%,14.81%,11.83%,30.64%,16.43%,0.83%,16.90%,0.33%,20.51%,39.44%,16.35%,13.44%,6.37%,2.42%,14.98%,18.16%,2.28%,-0.22%,0.03%,3.64%,25.07%,31.72%,39.05%,31.50%,9.54%,7.20%,8.48%,5.22%,13.03%,8.02%,-7.18%,4.10%,9.83%,8.69%,4.03%,5.21%,-5.59%,-11.22%,-9.85%,-
Enterprise Value,"25,888","27,400","28,678","27,771","30,981","30,366","29,366","30,921","32,205","35,284","37,067","35,159","35,568","37,711","38,702","39,336","40,247","39,103","39,827","40,384","42,520","47,809","50,159","52,948","53,650","52,767","54,595","57,970","57,246","59,343","59,681","57,720","61,089","63,943","63,182","59,974","64,199","63,091","60,674","58,083","59,120"
PE Ratio,14.66,15.55,16.66,15.76,17.79,19.31,17.85,18.48,18.52,19.78,21.20,18.92,18.41,20.15,20.24,20.27,21.28,19.26,18.79,19.45,20.08,22.48,24.34,25.83,24.27,23.40,23.43,24.55,23.78,23.22,22.67,21.44,22.84,24.32,23.62,20.94,22.10,20.90,19.73,18.13,18.69
PS Ratio,1.27,1.34,1.41,1.34,1.55,1.54,1.45,1.59,1.65,1.96,2.10,1.91,1.86,2.00,2.04,2.11,2.14,2.02,2.04,2.10,2.19,2.46,2.63,2.88,2.89,2.83,2.93,3.19,3.04,2.92,2.78,2.58,2.72,2.88,2.75,2.40,2.51,2.37,2.25,2.13,2.20
PB Ratio,1.45,1.55,1.63,1.51,1.78,1.72,1.59,1.70,1.72,1.99,2.13,1.90,1.88,2.04,2.09,2.10,2.13,2.00,2.00,1.98,2.07,2.34,2.48,2.54,2.52,2.38,2.45,2.63,2.40,2.43,2.40,2.22,2.34,2.50,2.41,2.14,2.30,2.21,2.02,1.82,1.88
P/FCF Ratio,-17.96,-16.92,-20.53,-24.78,-33.62,-184.35,603.76,298.12,-28.25,-28.02,-34.25,-29.45,-144.57,-81.74,-69.15,-88.71,-207.02,-384.88,-65.85,-57.64,-30.32,-31.64,-39.61,-30.16,-34.61,-17.11,-16.18,-27.38,-19.07,-17.37,-18.72,-13.64,-17.75,-56.35,-61.27,-46.06,-54.35,-58.67,-42.88,-72.55,-72.55
P/OCF Ratio,5.38,5.97,6.35,5.94,6.83,5.77,5.21,5.71,6.00,7.43,7.70,7.03,6.77,7.61,7.98,8.03,7.81,7.01,7.11,7.39,8.11,9.54,10.14,10.49,10.20,10.08,10.67,12.59,12.30,17.50,16.20,14.94,16.66,11.34,10.45,9.27,9.76,8.57,7.78,6.17,6.37
Debt / Equity Ratio,1.27,1.28,1.29,1.25,1.27,1.27,1.29,1.27,1.33,1.33,1.35,1.33,1.36,1.38,1.40,1.36,1.39,1.40,1.46,1.37,1.43,1.55,1.62,1.56,1.56,1.61,1.75,1.65,1.54,1.68,1.68,1.64,1.60,1.58,1.60,1.56,1.57,1.56,1.59,1.58,1.58
Quick Ratio,0.45,0.48,0.53,0.46,0.42,0.41,0.41,0.56,0.37,0.43,0.40,0.50,0.50,0.39,0.41,0.50,0.41,0.39,0.45,0.47,0.41,0.40,0.36,0.47,0.41,0.29,0.57,0.56,0.43,0.54,0.47,0.44,0.43,0.40,0.56,0.52,0.47,0.40,0.45,0.53,0.53
Current Ratio,0.88,0.90,1.02,0.92,0.83,0.81,0.86,1.08,0.68,0.86,0.77,0.89,0.88,0.71,0.75,0.87,0.73,0.68,0.73,0.78,0.69,0.66,0.58,0.72,0.68,0.51,0.80,0.87,0.77,0.89,0.84,0.78,0.84,0.75,1.00,1.04,0.85,0.75,0.80,0.87,0.87
Interest Coverage,2.55,3.85,3.15,4.94,2.96,2.63,3.13,5.36,3.08,3.36,2.85,5.20,3.08,3.14,3.01,5.15,2.86,3.05,2.82,4.19,2.18,2.80,2.39,4.01,2.53,2.45,2.32,3.92,2.22,2.66,2.29,4.09,2.22,2.54,2.03,3.84,2.31,2.44,1.75,3.59,2.53
Return on Capital (ROIC),Upgrade,5.63%,5.61%,5.46%,5.42%,5.56%,5.14%,5.11%,5.31%,5.22%,5.56%,5.54%,5.59%,5.67%,5.66%,5.73%,5.80%,5.49%,5.67%,5.67%,5.73%,5.82%,5.66%,5.49%,5.47%,5.69%,5.60%,5.46%,5.78%,5.79%,5.63%,5.73%,5.70%,5.75%,5.85%,5.99%,6.15%,6.23%,6.37%,6.24%,6.14%
Dividend Yield,4.00%,3.80%,3.60%,3.90%,3.30%,3.50%,3.90%,3.60%,3.60%,3.10%,2.90%,3.30%,3.30%,3.10%,3.10%,3.00%,3.00%,3.20%,3.20%,3.20%,3.10%,2.70%,2.60%,2.50%,2.60%,2.70%,2.70%,2.50%,2.60%,2.60%,2.70%,2.90%,2.70%,2.60%,2.70%,3.00%,2.80%,2.90%,3.20%,3.60%,3.52%
Payout Ratio,93.30%,57.70%,76.90%,41.10%,76.90%,106.70%,82.10%,38.10%,78.00%,72.30%,87.20%,37.80%,75.60%,76.60%,80.00%,37.10%,97.30%,66.70%,73.10%,39.60%,90.50%,66.40%,88.00%,39.70%,73.60%,76.80%,79.60%,37.40%,79.60%,68.40%,79.00%,40.50%,79.00%,69.60%,81.20%,40.90%,69.60%,68.40%,100.00%,43.70%,65.82%
Buyback Yield / Dilution,-1.98%,-1.88%,-1.09%,-1.55%,-1.60%,-1.53%,-0.92%,-0.41%,-0.25%,-0.35%,-0.28%,-0.22%,0.05%,0.03%,0.10%,0.11%,-0.23%,-0.20%,-0.20%,-0.39%,-0.98%,-1.38%,-1.57%,-1.96%,-2.33%,-2.13%,-1.74%,-1.34%,-0.95%,-2.28%,-2.28%,-2.08%,-2.26%,-1.11%,-1.30%,-1.67%,-1.29%,-1.10%,-1.10%,-0.73%,-0.73%
Total Shareholder Return,2.02%,1.92%,2.51%,2.35%,1.70%,1.97%,2.98%,3.19%,3.35%,2.75%,2.62%,3.08%,3.35%,3.13%,3.20%,3.11%,2.77%,3.00%,3.00%,2.81%,2.12%,1.32%,1.03%,0.54%,0.27%,0.57%,0.96%,1.16%,1.65%,0.32%,0.42%,0.82%,0.44%,1.49%,1.40%,1.33%,1.51%,1.80%,2.10%,2.87%,2.79%
