,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,160.14,213.96,231.84,169.29,209.51,332.4,186.1,141.83,99.36,118.29,130.08,161.16,172.25,164.06,178.91,296.45,131.44,139.96,157.31,141.57,105.71,198.09,206.01,168.12,176.28,124.77,200.3,182.11,232.77,264.51,263.76,362.79,226.15,289.62,286.03,263.58,228.57,242.24,289.75,296.26
Depreciation & Amortization,75.87,75.55,74.48,81.29,80.18,78.03,77.17,91.71,88.6,88.09,86.72,-13.75,95.6,44.03,72.53,71.12,68.63,69.3,68.09,76.56,67.74,67.77,66.79,69.99,68.75,67.6,69.49,73.21,73.81,71.52,72.91,71.89,79,75.29,76.51,76.73,77.9,78.79,80.32,80.46
Share-Based Compensation,8.5,7.91,8.3,6.92,13.39,5.46,6.67,5.17,11.39,2.97,3.43,0.86,12.81,4.06,3.02,4.2,6.75,3.66,5.44,7.85,8.18,8.44,7.88,5.21,3.25,4.97,7.37,9.44,11.52,6.87,6.66,6.06,11.11,7.22,6.33,6.16,12.28,6.44,6.75,6
Other Operating Activities,-247.51,-33.82,-24.07,167.27,-169.03,-209.75,-69.37,55.64,-65.93,-1.49,11.43,141.72,-201.72,-92.84,1.3,9.88,-191.27,-53.72,13.11,153.97,-157.1,-65.58,70.2,117.88,-172.42,74.47,62.09,153.14,-140.91,-82.83,8,-113.45,-292.59,-193.35,-104.24,-7.83,-77.47,-132.22,6.64,133.63
Operating Cash Flow,-3,263.6,290.55,424.77,134.05,206.14,200.58,294.35,133.41,207.87,231.67,290,78.93,119.31,255.77,381.64,15.54,159.21,243.94,379.95,24.52,208.71,350.87,361.21,75.86,271.81,339.25,417.89,177.18,260.07,351.33,327.28,23.68,178.77,264.63,338.64,241.28,195.25,383.46,516.35
Operating Cash Flow Growth,-,-14.81%,-15.85%,0.71%,-,-21.80%,-30.97%,-30.70%,-0.47%,0.84%,15.50%,-1.48%,-40.84%,-42.60%,10.40%,31.60%,-80.32%,33.44%,-4.62%,-0.44%,57.86%,31.09%,43.83%,-4.93%,209.34%,30.23%,-3.31%,15.69%,133.56%,-4.32%,3.56%,-21.68%,-86.63%,-31.26%,-24.68%,3.47%,918.81%,9.22%,44.91%,52.48%
Capital Expenditures,-31.5,-41.91,-25.43,-52.83,-21.92,-42.13,-37.77,-37.84,-36.61,-30.24,-38.95,-18.56,-41.84,-34.95,-47.58,-33.92,-42.52,-51.44,-35.92,-35.21,-36.95,-51.51,-45.98,-48.2,-38.94,-37.35,-42.19,-40.01,-25.42,-41.73,-47.44,-49.81,-47.2,-49.48,-65.15,-53.08,-46.37,-38.92,-42.87,-60.21
Acquisitions,-109.87,-28.74,-48.83,-423.47,178.5,500,4.31,-561.34,-388.76,-39.18,-26.59,-900.8,120.4,-24.79,0,249.87,-66.32,-0.17,0,1.87,-172.84,-18.25,-0.38,0,-191.57,-30.42,-21.29,-77.11,0,-81.19,-90.1,-665.81,0,-8.45,-220.84,-83.56,0,0,-7.17,-526.46
Change in Investments,0,0,0,0,0,0,0,-17.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Investing Activities,-18.01,-19.36,-2.03,-0.34,0.8,-2.78,-,1.35,-0.49,-,-0.57,-24.23,2.37,18.78,-,-46.48,-13.76,0,-,-25.72,-7.9,-,-2.25,-,-,-,-1.25,-1.26,-4.16,1.28,2.11,9.5,0.24,-10.96,-0.22,-2.23,2.81,-3.54,-0.21,-3.71
Investing Cash Flow,-159.38,-90.01,-76.29,-476.64,157.39,455.09,-33.45,-615.58,-425.86,-69.42,-66.11,-943.59,80.93,-40.96,-47.58,169.47,-122.6,-51.61,-35.92,-59.06,-217.69,-69.76,-48.61,-48.2,-230.51,-67.76,-64.72,-118.38,-29.57,-121.63,-135.44,-706.11,-46.96,-68.89,-286.21,-138.86,-43.56,-42.45,-50.24,-590.38
Dividends Paid,-63.99,-62.45,-66.2,-65.85,-64.44,-63.22,-65.09,-65.23,-65.94,-65.31,-68.51,-67.98,-68.52,-68.67,-73.37,-73.41,-72.69,-69.63,-70.8,-70.44,-69.81,-69.92,-71.34,-71.13,-70.9,-70.67,-71.46,-71.28,-71.34,-71.35,-72.11,-72.09,-72.2,-71.85,-72.58,-70.92,-70.77,-70.7,-71.41,-71.42
Share Issuance / Repurchase,-294.74,-25.46,-73.92,-186.62,-199.63,-301.5,-100.22,5.21,-2.65,-0.82,-2.72,14.63,-8.88,-3.15,-1.78,-91.21,-59.92,-706.26,-171.04,42.24,-19.61,-1.6,-31.08,-90.99,-62.94,-1.2,-10.23,-60.39,-52.09,-2.62,-1.77,-7.09,-10.05,-87.06,-500.17,-2.36,-12.99,1.92,-1.27,0.2
Debt Issued / Paid,-152.25,-26.3,100.95,322.53,-152.53,-243.61,79.27,84.13,247.1,-61.54,169.72,554.07,-15.9,-141.54,-122.48,97.33,-154.93,-141.48,14.03,-78.34,125.89,11.46,-175,-55.64,415.3,5,-414.49,-90.51,0,0,0,105,7.78,280.17,394.98,-53.04,-221.21,-68.39,-239.22,261.33
Other Financing Activities,359.2,-,0.64,-21.03,-,-,-,-5.03,-,-,-,-16.3,-,-2.91,-0,-19.65,-1.56,689.64,-4.67,-41.98,-0.41,-0.53,-0.48,-37.86,-0.51,-0.59,-0.65,-0.77,-0.81,-1.98,-0.73,-0.91,-0.73,-0.79,-1.07,-0.38,-1.6,-0.75,-0.82,-0.96
Financing Cash Flow,-151.77,-114.2,-38.53,49.02,-416.6,-608.33,-86.03,19.08,178.51,-127.68,98.49,484.42,-93.29,-216.27,-197.64,-86.94,-289.1,-227.73,-232.48,-148.53,36.07,-60.6,-277.9,-255.61,280.95,-67.46,-496.83,-222.95,-124.24,-75.95,-74.61,24.92,-75.2,120.47,-178.84,-126.69,-306.57,-137.92,-312.72,189.15
Exchange Rate Effect,-3.69,1.96,-16.88,-21.81,-17.93,3.78,-13.58,1.67,-4.53,0.65,-4.43,3.57,-0.17,-2.59,5.38,-1.15,2.89,6.63,-5.54,6.66,3.89,-0.05,-5.15,-0.68,-14.65,3.54,0.78,9.02,0.06,2.35,-3.5,0.27,2.96,-4.97,-8.94,1.77,0.4,-1.53,-5.18,-0.36
Net Cash Flow,-317.84,61.35,158.85,-24.65,-143.1,56.68,67.51,-300.49,-118.47,11.42,259.62,-165.61,66.38,-113.94,20.45,431.93,-386.74,-124.41,-33.54,186.94,-153.21,78.31,19.21,56.72,111.65,140.13,-221.53,85.57,23.44,64.85,137.79,-353.64,-95.52,225.39,-209.37,74.87,-108.44,13.35,15.32,114.76
Free Cash Flow,-34.5,221.69,265.12,371.95,112.13,164.02,162.81,256.51,96.8,177.63,192.72,271.44,37.09,84.36,208.18,347.72,-26.98,107.77,208.02,344.74,-12.43,157.2,304.89,313.01,36.92,234.46,297.06,377.88,151.77,218.35,303.89,277.47,-23.52,129.3,199.48,285.57,194.92,156.34,340.59,456.14
Free Cash Flow Growth,-,-21.27%,-13.41%,-5.46%,-,-26.02%,-38.59%,-31.04%,-13.67%,8.30%,18.37%,5.82%,-61.69%,-52.51%,8.02%,28.10%,-,27.75%,-0.08%,-0.86%,-,45.87%,46.56%,-9.20%,-,49.15%,-2.57%,20.72%,311.04%,-6.87%,2.30%,-26.57%,-,-40.78%,-34.36%,2.92%,-,20.91%,70.74%,59.73%
Free Cash Flow Margin,-1.91%,11.30%,13.19%,18.80%,6.54%,9.33%,9.11%,15.14%,5.97%,10.53%,11.28%,26.43%,2.05%,4.86%,11.91%,19.84%,-1.65%,5.99%,11.90%,19.06%,-0.72%,8.68%,16.70%,17.63%,2.23%,15.64%,16.99%,21.22%,8.13%,10.75%,15.06%,13.95%,-1.15%,5.99%,9.24%,13.35%,9.38%,7.44%,15.82%,21.66%
