,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"6,386","7,794","8,976","12,999","13,303","20,401","32,456","50,811","44,734","71,394","84,330"
Market Cap Growth,13.55%,22.06%,15.16%,44.83%,2.34%,53.36%,59.09%,56.55%,-11.96%,59.60%,-
Enterprise Value,"5,475","7,034","8,064","12,095","13,049","19,811","31,884","49,897","43,825","70,491","83,428"
PE Ratio,24.64,34.50,33.64,95.19,30.76,38.32,48.85,67.08,45.43,58.05,69.81
PS Ratio,3.10,3.48,3.71,4.77,4.26,6.07,8.81,12.09,8.80,12.22,14.43
PB Ratio,2.09,2.49,2.81,3.97,3.82,5.00,6.61,9.60,8.11,11.61,13.72
P/FCF Ratio,14.38,19.27,17.41,23.26,41.04,34.11,38.98,36.37,27.96,47.24,55.79
P/OCF Ratio,11.59,15.74,15.30,20.55,31.35,25.49,32.74,34.04,25.73,41.92,49.51
EV/Sales Ratio,2.66,3.14,3.33,4.44,4.18,5.89,8.65,11.87,8.62,12.07,14.28
EV/EBITDA Ratio,11.77,14.26,15.03,21.13,22.78,26.51,34.21,45.49,30.44,42.51,50.31
EV/EBIT Ratio,20.12,24.98,24.47,31.57,35.89,36.32,49.89,61.86,39.07,53.67,63.51
EV/FCF Ratio,12.33,17.39,15.64,21.64,40.26,33.12,38.30,35.72,27.39,46.64,55.20
Debt / Equity Ratio,0.02,0.07,0.06,0.04,0.13,0.03,0.14,0.13,0.12,0.11,0.11
Debt / EBITDA Ratio,0.16,0.42,0.38,0.25,0.82,0.18,0.71,0.61,0.46,0.41,0.41
Debt / FCF Ratio,0.17,0.51,0.40,0.26,1.45,0.23,0.80,0.48,0.41,0.46,0.46
Quick Ratio,0.95,0.86,0.91,0.93,0.61,0.73,0.94,0.89,0.85,0.85,0.85
Current Ratio,1.09,0.93,1.00,1.04,0.73,0.99,1.19,1.16,1.09,1.15,1.15
Asset Turnover,0.46,0.46,0.48,0.50,0.53,0.54,0.49,0.50,0.55,0.59,0.59
Return on Equity (ROE),8.80%,7.40%,8.60%,4.10%,13.30%,13.60%,14.80%,14.80%,17.80%,20.90%,20.90%
Return on Assets (ROA),5.70%,4.70%,5.30%,2.50%,7.40%,8.50%,8.80%,9.00%,10.70%,12.40%,12.40%
Return on Capital (ROIC),7.56%,6.40%,7.56%,3.62%,10.85%,12.03%,11.57%,11.57%,16.53%,17.39%,17.39%
Earnings Yield,4.06%,2.90%,2.97%,1.05%,3.25%,2.61%,2.05%,1.49%,2.20%,1.72%,1.46%
FCF Yield,6.95%,5.19%,5.74%,4.30%,2.44%,2.93%,2.57%,2.75%,3.58%,2.12%,1.79%
Buyback Yield / Dilution,-0.71%,-0.23%,2.12%,-0.10%,0.96%,-0.52%,-0.98%,-1.05%,0.54%,0.82%,0.82%
Total Shareholder Return,-0.71%,-0.23%,2.12%,-0.10%,0.96%,-0.52%,-0.98%,-1.05%,0.54%,0.82%,0.82%
