,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"6,308","5,848","6,460","7,404","5,435","8,039","8,504","11,332","12,604","17,638","19,246"
Market Cap Growth,-2.01%,-7.28%,10.46%,14.61%,-26.60%,47.93%,5.78%,33.26%,11.22%,39.94%,-
Enterprise Value,"6,242","6,137","7,005","8,070","7,030","9,414","9,826","12,482","13,591","19,430","21,038"
PE Ratio,19.39,21.09,22.05,30.46,15.09,20.05,24.21,28.37,23.09,23.21,25.54
PS Ratio,1.88,1.73,1.84,2.02,1.21,2.04,2.31,2.70,2.55,3.28,3.58
PB Ratio,3.27,3.36,4.06,4.53,3.05,4.13,4.11,5.08,5.34,6.13,6.69
P/FCF Ratio,19.05,22.30,18.79,24.74,12.91,15.92,15.05,24.98,27.77,24.66,26.91
P/OCF Ratio,16.11,17.23,15.72,19.54,10.51,13.59,13.12,20.84,21.61,20.02,21.85
EV/Sales Ratio,1.86,1.81,2.00,2.20,1.57,2.39,2.67,2.98,2.75,3.62,3.92
EV/EBITDA Ratio,10.51,11.58,12.51,13.93,10.31,13.29,15.22,18.05,15.37,16.70,18.08
EV/EBIT Ratio,12.13,13.80,14.94,16.77,13.18,16.50,19.61,23.01,18.47,19.17,20.75
EV/FCF Ratio,18.85,23.40,20.38,26.96,16.70,18.65,17.38,27.52,29.94,27.17,29.42
Debt / Equity Ratio,0.31,0.37,0.62,0.65,1.01,0.81,0.77,0.65,0.61,0.74,0.74
Debt / EBITDA Ratio,1.00,1.22,1.77,1.82,2.63,2.22,2.46,2.09,1.63,1.84,1.84
Debt / FCF Ratio,1.80,2.46,2.89,3.53,4.26,3.11,2.81,3.19,3.18,2.99,2.99
Quick Ratio,2.27,1.36,1.66,1.32,1.10,1.04,0.87,0.91,1.10,0.86,0.86
Current Ratio,3.26,2.30,2.63,2.27,1.96,1.86,1.67,1.76,1.86,1.64,1.64
Asset Turnover,1.01,1.03,1.01,1.00,0.91,0.79,0.74,0.80,0.94,0.90,0.90
Interest Coverage,16.50,14.35,10.81,10.72,7.37,8.32,8.34,9.92,14.83,27.62,27.62
Return on Equity (ROE),16.50%,14.80%,18.40%,15.00%,20.90%,21.40%,17.60%,18.60%,23.90%,28.40%,28.40%
Return on Assets (ROA),9.80%,8.40%,8.50%,6.60%,7.30%,8.00%,7.00%,7.60%,10.30%,12.80%,12.80%
Return on Capital (ROIC),13.79%,13.34%,13.04%,10.75%,12.17%,11.95%,10.76%,11.86%,14.83%,16.09%,16.09%
Earnings Yield,5.16%,4.74%,4.54%,3.28%,6.63%,4.99%,4.13%,3.53%,4.33%,4.31%,3.95%
FCF Yield,5.25%,4.49%,5.32%,4.04%,7.74%,6.28%,6.65%,4.00%,3.60%,4.05%,3.72%
Dividend Yield,1.90%,2.30%,2.20%,2.10%,3.20%,2.30%,2.40%,1.90%,1.80%,1.40%,1.36%
Payout Ratio,37.40%,48.20%,49.20%,64.90%,47.90%,46.70%,57.40%,54.40%,42.20%,32.40%,34.73%
Buyback Yield / Dilution,0.11%,1.97%,4.36%,1.18%,-0.00%,0.59%,0.27%,-0.32%,1.30%,0.16%,0.16%
Total Shareholder Return,2.01%,4.27%,6.56%,3.28%,3.20%,2.89%,2.67%,1.58%,3.10%,1.56%,1.52%
