,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"5,287","5,606","5,574","8,309","10,698","18,928","19,625","33,159","31,137","21,673","27,112"
Market Cap Growth,-,6.04%,-0.57%,49.07%,28.76%,76.93%,3.68%,68.96%,-6.10%,-30.40%,-
Enterprise Value,"5,576","6,222","5,884","9,539","11,575","19,118","19,850","33,130","31,113","21,227","26,666"
PE Ratio,13.49,10.93,16.64,81.46,64.84,30.48,31.30,37.09,27.70,20.50,26.26
PS Ratio,1.80,1.96,1.91,2.61,2.76,4.40,4.65,6.71,5.75,3.97,4.96
PB Ratio,6.88,4.31,3.68,3.60,4.40,6.30,5.95,8.76,7.48,4.66,5.83
P/FCF Ratio,10.72,19.67,16.94,32.46,25.29,21.56,21.83,28.88,32.47,17.88,22.37
P/OCF Ratio,9.39,14.91,13.27,25.33,19.28,18.97,19.32,25.08,27.22,15.39,19.26
EV/Sales Ratio,1.90,2.18,2.02,2.99,2.98,4.44,4.70,6.71,5.74,3.88,4.88
EV/EBITDA Ratio,9.92,11.67,10.76,19.71,-643.08,17.33,17.04,23.97,19.61,12.89,16.19
EV/EBIT Ratio,11.66,14.34,14.25,36.83,-35.29,24.05,23.66,30.42,22.81,14.79,18.58
EV/FCF Ratio,11.31,21.83,17.88,37.26,27.36,21.78,22.08,28.86,32.44,17.51,22.00
Debt / Equity Ratio,1.43,0.84,0.72,0.89,0.74,0.60,0.60,0.53,0.48,0.44,0.44
Debt / EBITDA Ratio,1.96,2.06,2.00,4.23,-99.44,1.62,1.70,1.46,1.27,1.23,1.23
Debt / FCF Ratio,2.23,3.86,3.32,8.00,4.23,2.04,2.20,1.76,2.10,1.67,1.67
Quick Ratio,1.55,1.28,1.89,1.67,1.05,2.26,2.19,2.13,2.09,1.65,1.65
Current Ratio,2.41,2.30,2.88,2.66,1.63,3.21,3.12,2.93,3.01,2.35,2.35
Asset Turnover,1.16,0.90,0.80,0.59,0.66,0.69,0.60,0.64,0.69,0.63,0.63
Interest Coverage,159.33,9.43,8.79,3.24,-3.95,9.94,10.76,13.78,17.27,18.40,18.40
Return on Equity (ROE),38.90%,47.10%,22.40%,4.90%,6.60%,21.80%,19.50%,24.50%,28.70%,22.70%,22.70%
Return on Assets (ROA),15.40%,16.20%,9.20%,1.90%,2.80%,9.90%,9.00%,11.60%,14.30%,12.20%,12.20%
Return on Capital (ROIC),20.72%,23.73%,14.26%,1.94%,-9.33%,12.89%,11.94%,16.46%,18.88%,15.84%,15.84%
Earnings Yield,7.41%,9.15%,6.01%,1.23%,1.54%,3.28%,3.19%,2.70%,3.61%,4.88%,3.90%
FCF Yield,9.33%,5.08%,5.90%,3.08%,3.95%,4.64%,4.58%,3.46%,3.08%,5.59%,4.47%
Buyback Yield / Dilution,-,-2.40%,-0.58%,-5.81%,-4.95%,-0.53%,1.05%,1.06%,2.67%,1.65%,1.65%
Total Shareholder Return,-,-2.40%,-0.58%,-5.81%,-4.95%,-0.53%,1.05%,1.06%,2.67%,1.65%,1.65%
