,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"4,861","5,204","5,405","6,371","7,274","7,740","7,990","9,760","11,003","11,619"
Revenue Growth (YoY),8.38%,7.04%,3.87%,17.87%,14.17%,6.41%,3.23%,22.15%,12.74%,5.60%
Cost of Revenue,92.29,102.32,59.93,79,92,94,101,130,152,151
Gross Profit,"4,769","5,101","5,345","6,292","7,182","7,646","7,889","9,630","10,851","11,468"
"Selling, General & Admin","3,867","4,114","4,220","4,871","5,530","5,872","6,217","7,356","8,273","8,411"
Other Operating Expenses,186.45,172.84,312.97,450,341,399,620,385,556,777
Operating Expenses,"4,053","4,287","4,533","5,321","5,871","6,271","6,837","7,741","8,829","9,188"
Operating Income,715.95,814.61,811.94,971,"1,311","1,375","1,052","1,889","2,022","2,280"
Other Expense / Income,-32.1,16.44,11.3,46,-,-,-,98,-,-
Pretax Income,748.05,798.17,800.64,925,"1,311","1,375","1,052","1,791","2,022","2,280"
Income Tax,267.8,296.03,271.29,289,454,341,234,388,513,541
Net Income,480.25,502.14,529.35,636,857,"1,034",818,"1,403","1,509","1,739"
Preferred Dividends,0,0,0,0,0,0,0,0,4,6
Net Income Common,480.25,502.14,529.35,636,857,"1,034",818,"1,403","1,505","1,733"
Net Income Growth,30.80%,4.56%,5.42%,20.15%,34.75%,20.65%,-20.89%,71.52%,7.27%,15.15%
Shares Outstanding (Basic),210,214,213,215,218,212,206,206,210,212
Shares Outstanding (Diluted),215,219,217,220,223,216,210,211,215,217
Shares Change,2.17%,1.64%,-0.98%,1.44%,1.50%,-3.23%,-2.64%,0.43%,1.94%,0.74%
EPS (Basic),2.27,2.34,2.48,2.95,3.93,4.88,3.96,6.81,7.16,8.16
EPS (Diluted),2.21,2.29,2.43,2.89,3.83,4.78,3.88,6.63,6.98,7.97
EPS Growth,28.66%,3.34%,6.38%,18.66%,32.77%,24.71%,-18.83%,70.88%,5.28%,14.18%
Free Cash Flow,447.44,824.58,-695.05,-315,750,439,"3,949","6,573",-19,"-3,687"
Free Cash Flow Per Share,2.13,3.86,-3.27,-1.47,3.44,2.08,19.13,31.95,-0.09,-17.41
Dividend Per Share,0.427,0.480,0.533,0.587,0.733,0.907,0.987,1.040,1.360,1.680
Dividend Growth,14.48%,12.41%,11.04%,10.13%,24.87%,23.74%,8.82%,5.37%,30.77%,23.53%
Gross Margin,98.10%,98.03%,98.89%,98.76%,98.74%,98.79%,98.74%,98.67%,98.62%,98.70%
Operating Margin,14.73%,15.65%,15.02%,15.24%,18.02%,17.76%,13.17%,19.35%,18.38%,19.62%
Profit Margin,9.88%,9.65%,9.79%,9.98%,11.78%,13.36%,10.24%,14.37%,13.68%,14.92%
Free Cash Flow Margin,9.20%,15.85%,-12.86%,-4.94%,10.31%,5.67%,49.42%,67.35%,-0.17%,-31.73%
Effective Tax Rate,35.80%,37.09%,33.88%,31.24%,34.63%,24.80%,22.24%,21.66%,25.37%,23.73%
EBITDA,812.21,866.49,873.03,"1,009","1,410","1,487","1,171","1,925","2,167","2,445"
EBITDA Margin,16.71%,16.65%,16.15%,15.84%,19.38%,19.21%,14.66%,19.72%,19.69%,21.04%
Depreciation & Amortization,64.16,68.32,72.38,84,99,112,119,134,145,165
EBIT,748.05,798.17,800.64,925,"1,311","1,375","1,052","1,791","2,022","2,280"
EBIT Margin,15.39%,15.34%,14.81%,14.52%,18.02%,17.76%,13.17%,18.35%,18.38%,19.62%
