,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cash & Equivalents,"2,199","2,601","1,650","7,146","5,941","5,971","5,390","18,549","14,659","12,548"
Cash & Cash Equivalents,"2,199","2,601","1,650","7,146","5,941","5,971","5,390","18,549","14,659","12,548"
Cash Growth,-15.31%,18.28%,-36.55%,332.96%,-16.86%,0.50%,-9.73%,244.14%,-20.97%,-14.40%
Receivables,"2,393","2,445","3,706","3,688","4,192","3,501","3,362","3,830","4,549","4,133"
"Property, Plant & Equipment",245.4,255.88,321.46,437.37,486,527,0,0,0,0
Goodwill and Intangibles,354.26,376.96,503.05,493.18,639,611,600,882,"1,931","1,907"
Total Assets,"23,326","26,468","31,487","34,883","37,413","38,830","47,482","61,891","80,951","78,360"
Accounts Payable,"5,353","6,043","7,307","6,152","6,290","5,108","8,305","15,692","13,214","7,378"
Total Liabilities,"18,892","21,682","26,424","29,190","30,961","32,187","40,306","53,588","71,519","68,173"
Total Debt,"2,134","2,199","2,803","3,505","2,870","3,213","3,183","3,172","3,795","3,476"
Debt Growth,29.94%,3.05%,27.44%,25.07%,-18.12%,11.95%,-0.93%,-0.35%,19.64%,-8.41%
Common Stock,"1,119","1,143","1,137","1,257","1,363",730,619,653,"1,597",972
Retained Earnings,"3,024","3,420","3,835","4,340","5,032","5,874","6,484","7,633","8,843","10,213"
Comprehensive Income,-1.89,-40.5,-55.73,-15.2,-27,-23,11,-41,-982,-971
Shareholders' Equity,"4,141","4,522","4,917","5,582","6,368","6,581","7,114","8,245","9,458","10,214"
Net Cash / Debt,64.94,401.88,"-1,152.13","3,641","3,071","2,758","2,207","15,377","10,864","9,072"
Net Cash / Debt Growth,-93.19%,518.85%,-,-,-15.64%,-10.19%,-19.98%,596.74%,-29.35%,-16.49%
Net Cash Per Share,0.30,1.84,-5.31,16.56,13.76,12.77,10.49,72.81,50.46,41.83
Book Value Per Share,19.73,21.15,23.12,25.97,29.22,31.12,34.47,40.08,45.06,48.23
