,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Net Income,-667,"1,381","5,642","4,368","7,863","4,074","4,186",-374,"7,724","-1,438"
Depreciation & Amortization,411,631,113,318,222,161,460,457,204,124
Other Operating Activities,"8,701","17,384","8,187","10,190","5,375","17,429","14,979","8,285","1,884","6,472"
Operating Cash Flow,"8,445","19,396","13,942","14,876","13,460","21,664","19,625","8,368","9,812","5,158"
Operating Cash Flow Growth,-59.61%,129.67%,-28.12%,6.70%,-9.52%,60.95%,-9.41%,-57.36%,17.26%,-47.43%
Acquisitions,-488,-23,0,-532,-64,0,"-1,755","1,454",132,422
Change in Investments,"-14,543","-16,737","-7,905","-21,120","-10,779","-21,466","-15,883","-18,672","-4,449","-6,081"
Other Investing Activities,"-1,303",-328,159,-42,"-1,114",-162,610,"1,008","-1,025","-1,979"
Investing Cash Flow,"-16,334","-17,088","-7,746","-21,694","-11,957","-21,628","-17,028","-16,210","-5,342","-7,638"
Dividends Paid,-847,"-1,027","-1,117","-1,300","-1,296","-1,521","-1,641","-1,766","-1,814","-1,817"
Share Issuance / Repurchase,-390,-731,"-1,455","-1,693","-1,004","-1,368","-2,367",-347,"-2,300","-1,325"
Debt Issued / Paid,"4,017","1,254","-1,993",842,251,"2,448","1,732",729,"-1,101",-96
Other Financing Activities,-538,"2,133",994,"5,352",791,"1,222",642,"6,267","2,204","8,171"
Financing Cash Flow,"2,242","1,629","-3,571","3,201","-1,258",781,"-1,634","4,883","-3,011","4,933"
Exchange Rate Effect,"-1,014",-458,69,50,110,142,16,340,-309,-159
Net Cash Flow,"-6,661","3,479","2,694","-3,567",355,959,979,"-2,619","1,150","2,294"
Free Cash Flow,"8,445","19,396","13,942","14,876","13,460","21,664","19,625","8,368","9,812","5,158"
Free Cash Flow Growth,-59.61%,129.67%,-28.12%,6.70%,-9.52%,60.95%,-9.41%,-57.36%,17.26%,-47.43%
Free Cash Flow Margin,20.37%,35.85%,24.41%,25.31%,22.55%,34.39%,30.28%,14.67%,13.83%,8.59%
Free Cash Flow Per Share,18.32,42.53,31.05,34.59,31.75,52.45,48.82,21.13,25.96,14.02
