,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30,2017-07-31,2017-10-31,2018-01-31,2018-04-30,2018-07-31,2018-10-31,2019-01-31,2019-04-30,2019-07-31,2019-10-31,2020-01-31,2020-04-30,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31,2022-10-31,2023-01-31,2023-04-30,2023-07-31,2023-10-31
Cash & Equivalents,-,-,-,810,887,894,"1,000",483,572,620,664,783,896,983,873,818,980,784,742,913,"1,098","1,277","1,394","1,598","1,691","1,841","1,697","1,756","1,887","1,993","2,153","2,052","1,977","1,886","1,847","2,042","2,228","2,498","2,572","2,472"
Short-Term Investments,-,-,-,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cash & Cash Equivalents,0,0,0,810,887,894,"1,000",483,572,620,664,783,896,"1,023",876,818,980,784,742,913,"1,098","1,277","1,394","1,598","1,691","1,841","1,697","1,756","1,887","1,993","2,153","2,052","1,977","1,886","1,847","2,042","2,228","2,498","2,572","2,472"
Cash Growth,-,-,-,-,-,-,-,-40.37%,-35.51%,-30.65%,-33.60%,62.11%,56.64%,65.00%,31.93%,4.47%,9.38%,-23.36%,-15.30%,11.61%,12.04%,62.88%,87.87%,75.03%,54.01%,44.17%,21.74%,9.89%,11.59%,8.26%,26.87%,16.86%,4.77%,-5.37%,-14.21%,-0.49%,12.70%,32.45%,39.25%,21.06%
Receivables,-,-,-,380,310,353,313,398,361,408,415,437,395,518,521,547,454,579,597,624,580,660,618,668,670,485,569,606,654,676,677,735,708,803,882,905,920,864,893,900
Inventory,-,-,-,498,477,476,478,487,481,475,479,474,479,585,561,588,609,597,609,619,641,660,696,705,737,756,778,757,760,774,770,777,804,810,837,858,909,948,975,985
Other Current Assets,-,-,-,162,218,204,192,211,212,234,153,160,162,188,200,224,232,229,234,222,225,227,227,244,228,211,234,255,265,275,229,270,319,387,395,429,441,454,462,452
Total Current Assets,-,-,-,"1,850","1,892","1,927","1,983","1,579","1,626","1,737","1,711","1,854","1,932","2,314","2,158","2,177","2,275","2,189","2,182","2,378","2,544","2,824","2,935","3,215","3,326","3,293","3,278","3,374","3,566","3,718","3,829","3,834","3,808","3,886","3,961","4,234","4,498","4,764","4,902","4,809"
"Property, Plant & Equipment",-,-,-,470,455,460,462,518,514,531,522,512,494,545,546,530,539,546,549,555,558,563,568,576,733,728,771,777,812,834,847,877,890,872,893,910,950,970,976,987
Long-Term Investments,-,-,-,63,59,67,70,70,56,58,56,55,60,60,60,63,61,59,54,46,52,42,46,46,48,57,62,61,62,65,68,70,65,81,73,62,75,82,96,81
Goodwill and Intangibles,-,-,-,410,397,392,384,946,929,957,955,944,918,"2,620","2,726","2,737","2,701","2,645","2,590","1,816","1,775","1,717","1,755","1,699","1,650","1,599","1,929","1,898","1,944","1,924","1,893","1,900","1,873","1,833","1,822","1,771","1,777","1,859","1,830","1,795"
Other Long-Term Assets,-,-,-,257,226,215,198,395,356,372,431,431,465,475,350,426,474,484,471,"1,029","1,049","1,044","1,044","1,087","1,084","1,080","1,121","1,108","1,110","1,145","1,167","1,100","1,092","1,092","1,103","1,121","1,148","1,033","1,022","1,011"
Total Long-Term Assets,-,-,-,"1,200","1,137","1,134","1,114","1,929","1,855","1,918","1,964","1,942","1,937","3,700","3,682","3,756","3,775","3,734","3,664","3,446","3,434","3,366","3,413","3,408","3,515","3,464","3,883","3,844","3,928","3,968","3,975","3,947","3,920","3,878","3,891","3,864","3,950","3,944","3,924","3,874"
Total Assets,-,-,-,"3,050","3,029","3,061","3,097","3,508","3,481","3,655","3,675","3,796","3,869","6,014","5,840","5,933","6,050","5,923","5,846","5,824","5,978","6,190","6,348","6,623","6,841","6,757","7,161","7,218","7,494","7,686","7,804","7,781","7,728","7,764","7,852","8,098","8,448","8,708","8,826","8,683"
