,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,-,-,"219,016","256,213","205,187","205,305","147,160","202,809","197,219","196,751","261,717","217,236","266,764","356,387","436,846","436,138","464,240","469,273","423,751","352,534","469,249","438,377","432,634","552,431","511,920","575,542","789,777","625,229","615,005","613,780","402,585","320,169","294,345","304,108","217,513","233,042","267,099","215,158","221,187","197,021","176,985"
Market Cap Growth,-,-,-,-,-,-,-32.81%,-20.84%,-3.88%,-4.17%,77.85%,7.11%,35.26%,81.14%,66.92%,100.77%,74.03%,31.67%,-3.00%,-19.17%,1.08%,-6.58%,2.10%,56.70%,9.09%,31.29%,82.55%,13.18%,20.14%,6.64%,-49.03%,-48.79%,-52.14%,-50.45%,-45.97%,-27.21%,-9.26%,-29.25%,1.69%,-15.46%,-
Enterprise Value,"-2,766",-,"208,105","256,213","192,961","194,729","138,707","192,970","188,231","194,810","258,262","209,849","258,192","347,680","425,821","421,809","450,847","462,143","417,427","343,195","458,970","426,605","419,207","518,884","477,951","538,764","747,352","572,559","564,124","562,589","354,918","264,654","245,323","257,650","172,281","181,480","214,243","162,825","165,119","133,766","113,992"
PE Ratio,-,-,46.24,-,52.61,29.79,15.00,19.08,17.85,27.14,52.55,39.04,42.09,47.77,47.71,43.02,45.86,53.41,48.10,35.14,35.89,30.20,20.12,22.49,24.01,23.27,40.80,25.73,26.88,26.98,20.86,28.18,30.40,51.51,114.91,49.59,25.31,18.52,12.15,13.97,13.79
PS Ratio,-,-,21.25,-,16.67,15.75,10.89,13.95,12.61,11.56,13.87,10.42,11.62,13.77,14.73,12.72,11.72,11.02,9.33,7.06,8.34,7.36,6.91,7.91,7.03,7.45,9.20,6.35,5.63,5.19,3.19,2.45,2.21,2.39,1.82,1.88,2.11,1.74,1.76,1.51,1.35
PB Ratio,-,-,10.81,-,8.74,6.95,4.90,6.12,5.88,5.80,7.05,5.69,6.59,8.13,9.01,8.24,8.02,7.88,6.89,5.29,6.39,5.81,5.10,5.20,4.74,5.05,6.27,4.36,4.31,4.09,2.70,2.10,1.99,2.12,1.65,1.66,1.85,1.54,1.55,1.38,1.25
P/FCF Ratio,-,-,229.66,81.77,37.91,37.66,21.79,26.43,27.73,25.86,32.98,23.49,25.59,29.32,30.34,25.38,27.64,28.16,26.09,20.18,33.14,30.30,27.49,26.98,24.91,25.64,31.58,23.10,21.19,22.90,16.67,15.42,21.06,22.71,15.51,15.04,11.05,8.78,8.95,8.90,8.03
P/OCF Ratio,-,-,229.66,81.77,30.83,30.66,18.48,22.89,22.44,21.29,27.35,20.08,22.19,25.88,27.21,23.14,23.33,22.77,21.14,16.59,20.82,20.24,18.57,19.63,19.84,20.84,26.49,19.49,17.43,18.53,13.19,11.78,13.20,14.25,10.15,10.07,9.19,7.38,7.54,7.33,6.61
Debt / Equity Ratio,1.40,-,0.51,-,0.36,0.29,0.28,0.26,0.27,0.35,0.36,0.34,0.33,0.31,0.28,0.37,0.34,0.35,0.33,0.30,0.27,0.27,0.24,0.16,0.17,0.16,0.14,0.13,0.16,0.15,0.16,0.14,0.15,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16
Quick Ratio,1.74,-,3.05,-,3.69,3.45,2.95,2.66,2.66,1.93,2.11,1.89,2.01,1.82,1.80,2.05,2.06,1.55,1.52,1.34,1.40,1.57,1.52,1.88,2.09,2.16,2.17,1.89,1.87,1.93,1.83,1.82,1.86,1.91,1.96,1.92,2.00,2.10,2.13,1.97,1.97
Current Ratio,1.81,-,3.01,-,3.58,3.40,2.83,2.53,2.57,1.86,2.02,1.82,1.94,1.74,1.71,1.97,1.89,1.44,1.42,1.25,1.30,1.38,1.38,1.75,1.91,1.98,1.99,1.67,1.71,1.76,1.65,1.65,1.66,1.72,1.77,1.74,1.81,1.92,1.94,1.80,1.80
Interest Coverage,-,34.78,9.38,7.22,9.62,68.58,51.46,34.80,15.10,16.40,15.44,33.76,23.49,25.17,28.29,37.42,11.07,12.86,16.23,30.01,24.74,21.92,56.45,47.28,6.02,53.23,28.96,82.25,2.45,43.75,10.14,32.50,-10.81,23.55,-11.87,33.73,16.78,23.57,19.15,10.17,17.10
Return on Capital (ROIC),Upgrade,-,-,1.60%,-,8.89%,6.97%,7.90%,8.25%,8.88%,8.66%,8.23%,9.57%,9.93%,11.02%,12.18%,11.41%,10.99%,8.58%,7.95%,7.89%,7.73%,9.41%,9.14%,9.18%,8.65%,9.18%,8.06%,8.42%,10.06%,9.48%,9.07%,5.61%,5.02%,4.41%,6.06%,8.31%,7.89%,9.06%,9.11%,7.98%
Dividend Yield,-,-,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.30%,1.35%
Payout Ratio,-,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,123.10%,18.38%
