,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,-,"15,771","16,829","26,179","17,425","20,245","22,171","34,543","24,184","32,154","34,292","53,248","38,579","50,184","55,122","83,028","61,932","80,920","85,148","117,278","93,498","114,924","119,017","161,456","114,314","153,751","155,059","221,084","187,395","205,740","200,690","242,580","204,052","205,555","207,176","247,756","208,200","234,156","224,790","260,348"
Revenue Growth (YoY),-,-,-,139.08%,-,28.37%,31.74%,31.95%,38.79%,58.82%,54.67%,54.15%,59.52%,56.07%,60.74%,55.93%,60.53%,61.25%,54.47%,41.25%,50.97%,42.02%,39.78%,37.67%,22.26%,33.78%,30.28%,36.93%,63.93%,33.81%,29.43%,9.72%,8.89%,-0.09%,3.23%,2.13%,2.03%,13.91%,8.50%,5.08%
Cost of Revenue,-,"4,585","5,596","7,520","6,133","6,711","7,131","10,951","9,562","11,744","13,123","19,126","15,490","17,460","22,002","35,078","32,504","43,720","46,786","60,813","55,610","59,987","65,546","84,332","72,502","84,523","89,960","121,268","125,454","124,097","129,750","146,658","138,945","129,657","131,210","150,005","138,823","142,347","139,664","156,214"
Gross Profit,-,"11,186","11,233","18,659","11,292","13,534","15,040","23,592","14,622","20,410","21,169","34,122","23,089","32,724","33,120","47,950","29,428","37,200","38,362","56,465","37,888","54,937","53,471","77,124","41,812","69,228","65,099","99,816","61,941","81,643","70,940","95,922","65,107","75,898","75,966","97,751","69,377","91,809","85,126","104,134"
"Selling, General & Admin",-,"2,156","3,709","5,440","5,008","4,485","4,692","6,141","5,194","6,357","6,693","7,777","7,726","8,529","9,705","13,114","12,192","15,566","13,885","17,957","17,261","17,018","18,587","23,215","20,050","20,489","29,332","34,035","52,887","34,204","37,731","45,171","34,615","34,011","32,950","40,955","37,763","34,344","34,893","45,044"
Research & Development,-,"1,952","2,581","3,083","3,042","3,241","3,225","3,749","3,573","3,988","4,134","4,420","4,518","4,696","5,083","6,289","6,686","11,510","8,365","8,901","8,659","10,478","10,938","11,077","10,587","11,082","19,245","13,607","13,302","13,519","15,297","15,705","10,944","14,193","15,150","13,521","13,880","10,465","14,218","13,488"
Other Operating Expenses,0,234,598,789,643,647,728,"1,268",743,"1,251","1,297","1,261","1,313","1,986","1,748","2,551","1,329","2,104","2,611","2,809","3,203","3,066","3,582","3,272","4,044","2,952","2,888","3,172","3,415","3,073","2,906","27,978","2,831","2,751","2,729","8,244","2,494","4,510","2,431","23,091"
Operating Expenses,-,"4,342","6,888","9,312","8,693","8,373","8,645","11,158","9,510","11,596","12,124","13,458","13,557","15,211","16,536","21,954","20,207","29,180","24,861","29,667","29,123","30,562","33,107","37,564","34,681","34,523","51,465","50,814","69,604","50,796","55,934","88,854","48,390","50,955","50,829","62,720","54,137","49,319","51,542","81,623"
Operating Income,-,"6,844","4,345","9,347","2,599","5,161","6,395","12,434","5,112","8,814","9,045","20,664","9,532","17,513","16,584","25,996","9,221","8,020","13,501","26,798","8,765","24,375","20,364","39,560","7,131","34,705","13,634","49,002","-7,663","30,847","15,006","7,068","16,717","24,943","25,137","35,031","15,240","42,490","33,584","22,511"
Interest Expense / Income,-,410,521,"1,344",475,477,484,475,510,626,668,701,676,800,747,844,"1,175","1,213","1,340","1,334","1,303","1,346","1,360","1,309","1,165","1,123","1,101","1,092","1,160","1,267","1,267","1,186","1,189","1,244","1,388","1,550","1,736","1,784","1,854","2,132"
Other Expense / Income,-,"-7,415",-543,-362,"-1,972","-27,553","-18,514","-4,098","-2,588","-1,453","-1,268","-3,002","-6,344","-2,623","-4,550","-5,584","-3,787","-7,578","-8,249","-13,242","-23,476","-5,131","-56,402","-22,330",118,"-25,075","-18,254","-40,819","-10,506","-24,584","2,164","-31,480","29,565","-4,359","41,610","-17,252","-13,898",442,"-1,914",836
Pretax Income,-,"13,849","4,367","8,365","4,096","32,237","24,425","16,057","7,190","9,641","9,645","22,965","15,200","19,336","20,387","30,736","11,833","14,385","20,410","38,706","30,938","28,160","75,406","60,581","5,848","58,657","30,787","88,729","1,683","54,164","11,575","37,362","-14,037","28,058","-17,861","50,733","27,402","40,264","33,644","19,543"
Income Tax,-,"1,445","1,339","2,429","1,203","1,394","1,671","3,559","1,825","2,091","2,022","5,110","4,553","4,653","2,719","6,663","4,164","5,665",277,"5,586","5,025","6,712","2,815","8,407","2,628","11,124","1,911","9,194","7,049","9,096","6,087","9,553","2,079","5,399","2,572","3,820","3,758","6,022","5,797","4,988"
Net Income,-,"12,404","3,028","5,936","2,893","30,843","22,754","12,498","5,365","7,550","7,623","17,855","10,647","14,683","17,668","24,073","7,669","8,720","20,133","33,120","25,913","21,448","72,591","52,174","3,220","47,533","28,876","79,535","-5,366","45,068","5,488","27,809","-16,116","22,659","-20,433","46,913","23,644","34,242","27,847","14,555"
Preferred Dividends,-,60,52,0,0,0,0,0,0,0,0,0,0,0,0,0,108,35,100,68,83,196,51,-135,58,-58,107,108,113,-73,121,117,125,-80,128,98,128,-90,141,122
Net Income Common,-,"12,344","2,976","5,936","2,893","30,843","22,754","12,498","5,365","7,550","7,623","17,855","10,647","14,683","17,668","24,073","7,561","8,685","20,033","33,052","25,830","21,252","72,540","52,309","3,162","47,591","28,769","79,427","-5,479","45,141","5,367","27,692","-16,241","22,739","-20,561","46,815","23,516","34,332","27,706","14,433"
