,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,54.66,38.58,72.3,91.17,-45.03,30.76,31.55,60.62,-253.24,62.74,141.97,157.4,20.01,200.82,153.93,153.26,304.73,227.55,362.45,398.38,270,204.33,194.3,151.05,121.43,187.34,75.5,100.14,187.84,430.51,702.29,990.76,"1,091","1,104","1,210",914.33,634.86,637.31,812.11,577.2
Depreciation & Amortization,58.84,57.57,58.44,65.96,81.36,72.82,74.27,74.21,73.29,73.99,74.8,74.19,73.14,75.06,73.8,75.21,74.93,76.14,79.12,81.38,80.56,80.17,80.91,79.47,80.53,80.26,78.72,81.75,85.06,86.92,87.05,87.41,86.28,87.55,95.7,98.71,102.24,107.69,110.97,107.42
Share-Based Compensation,5.89,5.77,4.7,5.1,8.46,8.54,6.36,5.33,9.95,10.53,7.24,5.95,7.94,11.3,6.38,6.88,11.64,12.84,8.04,7.98,14.46,15.31,9.08,8.84,14.4,17.84,9.52,9.49,18.75,17.04,9.81,9.92,20.95,16.52,11.07,12.09,19.56,16.08,11.68,12.04
Other Operating Activities,-52.9,-129.16,-59.43,86.99,285.44,122.58,197.03,24.22,515.33,143.77,-66.03,-41.17,106.31,-46.75,-153.1,-9.49,-199.18,-138.59,-123.58,-67.3,126.04,-118.26,77.18,204.84,192.71,-74.16,322.27,-39.59,-153.7,-272.28,-211.92,-457.27,-473.84,-389.03,-314.47,471.02,386.76,-27.3,-126.95,417.04
Operating Cash Flow,66.48,-27.25,76.01,249.22,330.23,234.71,309.21,164.38,345.33,291.03,157.97,196.36,207.4,240.43,81.01,225.85,192.13,177.94,326.03,420.44,491.06,181.55,361.47,444.2,409.06,211.28,486.01,151.79,137.95,262.19,587.23,630.82,723.9,818.97,"1,002","1,496","1,143",733.78,807.81,"1,114"
Operating Cash Flow Growth,-67.77%,-,132.35%,35.99%,396.71%,-,306.78%,-34.04%,4.57%,24.00%,-48.91%,19.46%,-39.94%,-17.39%,-48.72%,15.02%,-7.36%,-25.99%,302.46%,86.16%,155.59%,2.03%,10.87%,5.65%,-16.70%,16.37%,34.45%,-65.83%,-66.28%,24.10%,20.83%,315.58%,424.75%,212.36%,70.61%,137.18%,57.95%,-10.40%,-19.37%,-25.56%
Capital Expenditures,-40.1,-24.84,-33.53,-24.53,-28.88,-33.35,-22.82,-30.29,-28.04,-27.71,-35.69,-59.77,-74.99,-41.68,-43.27,-42.8,-37.19,-50.61,-55.2,-70.67,-62.91,-54.44,-85.12,-154.13,-158.26,-217.54,-309.72,-327.65,-343.16,-309.86,-277.21,-214.63,-204.54,-159.33,-164.14,-241.23,-344.2,-226.32,-358.28,-558.36
Acquisitions,0,0,0,"-1,647.46",-21.99,0,0,-45,0,0,0,-109.07,-14.29,0,0,-5.52,-0.67,0,-396.41,-37.59,0,-93.41,0,-3.69,0,0,0,-59.01,-1,0,0,0,0,-222.48,0,-47.64,-86.45,0,0,0
Change in Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,-50,-25,-113.78,55.06,59.57,44.62,-192.64,42.98,149.65,69.55,0,0,0,0,0,0,-351.51,-233.39,-44.73,-85.67,102.92,111.71
Other Investing Activities,-1.64,28.88,2.31,2.96,-0.19,1.66,0.81,3.72,10.69,3.05,1.21,1.51,2.85,26.92,2.39,1.08,1.64,0.23,0.66,0.58,5.45,0.36,0.91,2.75,1.73,0.52,0.8,0.38,0.93,0.39,1.86,1.02,3.55,0.41,4.82,4.11,6.5,2.34,-217.91,-5.89
Investing Cash Flow,-41.74,4.04,-31.22,"-1,669.04",-51.06,-31.69,-22.02,-71.57,-17.35,-24.65,-34.48,-167.33,-86.43,-14.76,-40.89,-47.23,-36.23,-90.38,-500.96,-132.68,-171.25,-92.42,-24.64,-110.46,-349.17,-174.04,-159.27,-316.73,-343.22,-309.47,-275.35,-213.61,-201,-381.4,-510.84,-518.15,-468.89,-309.65,-473.27,-452.55
Dividends Paid,-24.35,-24.52,-25.67,-27.56,-27.64,-27.77,-33.23,-33.28,-33.29,-33.43,-34.09,-34.12,-34.13,-34.13,-37.53,-37.18,-36.73,-36.8,-44.27,-44.08,-43.77,-42.24,-53.5,-52.75,-51.78,-51.48,-52.58,-52.59,-52.59,-52.73,-54.92,-53.38,-51.94,-50.7,-64.34,-62.09,-60.03,-58.8,-72.32,-70.71
Share Issuance / Repurchase,18.99,2.91,8.52,11.58,9.31,1.75,5.21,0,10.78,0,0,0,-25.03,-61.26,-76.81,-99.09,-15.09,-69.27,-49.15,-74.97,-330.19,-84.31,-93.14,-114.95,-56.21,-106.53,0,0,0,0,-393.2,-337.62,-329.82,-389.19,-517.02,-481.68,-413.02,-354,-380.21,-331.32
Debt Issued / Paid,-0.74,-12.79,-12.47,"1,238",-26.17,-377.36,0.38,-5.42,-35.6,16.22,-17.37,2.91,-256.86,-1.43,16.24,155.3,-159.98,-19.98,6.48,-5,8.61,5.96,-8.65,8.24,304.26,-19.5,-4.04,-10.1,379.46,-6.84,10.9,-39.48,29.98,-29.49,-31.85,-14.77,33.9,-11.37,5.99,29.05
Other Financing Activities,6.45,5.37,-0.61,-0.05,-32.91,-0.03,-1.14,0.29,-16.63,0.75,3.68,1.01,-14.97,-3.53,-,-4.83,-17.29,-5.18,-3.14,-,-10.18,-5.72,-0.01,-1.53,-20.3,-6.15,-8.76,-1.59,-20.6,-16.6,-6.09,-4.78,-22.96,-22.53,-60.24,-6.06,-27.47,-23.45,-17.58,1.95
Financing Cash Flow,0.36,-29.03,-30.22,"1,222",-77.41,-403.4,-28.78,-38.42,-74.73,-16.46,-47.78,-30.21,-330.99,-100.35,-98.1,14.21,-229.09,-131.22,-90.08,-124.04,-375.53,-126.3,-155.3,-160.99,175.96,-183.66,-65.39,-64.28,306.27,-76.17,-443.31,-435.25,-374.74,-491.91,-673.46,-564.6,-466.62,-447.61,-464.12,-371.03
Net Cash Flow,25.1,-52.24,14.57,-197.9,201.77,-200.38,258.42,54.39,253.24,249.92,75.72,-1.18,-210.02,125.32,-57.98,192.83,-73.19,-43.66,-265,163.72,-55.72,-37.18,181.53,172.76,235.86,-146.41,261.36,-229.22,101,-123.45,-131.43,-18.04,148.17,-54.34,-182.44,413.41,207.92,-23.48,-129.58,290.13
Free Cash Flow,26.39,-52.09,42.48,224.69,301.35,201.36,286.39,134.09,317.29,263.32,122.29,136.59,132.41,198.75,37.74,183.06,154.94,127.33,270.83,349.77,428.15,127.12,276.35,290.07,250.8,-6.25,176.29,-175.86,-205.21,-47.67,310.02,416.19,519.36,659.64,837.71,"1,255",799.23,507.46,449.53,555.34
Free Cash Flow Growth,-81.35%,-,-,71.39%,1042.14%,-,574.18%,-40.32%,5.29%,30.77%,-57.30%,1.86%,-58.27%,-24.52%,-69.14%,34.02%,17.02%,-35.94%,617.70%,91.07%,176.34%,-0.17%,2.04%,-17.07%,-41.42%,-,-36.21%,-,-,-,75.86%,-,-,-,170.21%,201.53%,53.89%,-23.07%,-46.34%,-55.75%
Free Cash Flow Margin,1.42%,-2.85%,2.05%,9.61%,11.97%,9.83%,14.28%,6.87%,19.94%,15.12%,6.04%,6.50%,6.93%,8.39%,1.58%,7.49%,6.63%,4.89%,8.76%,10.85%,14.74%,4.51%,9.97%,11.48%,10.67%,-0.24%,8.42%,-7.54%,-7.89%,-1.34%,6.94%,8.18%,9.78%,11.84%,13.48%,22.20%,16.56%,10.37%,8.85%,12.11%
Free Cash Flow Per Share,0.12,-0.23,0.19,0.94,1.25,0.83,1.18,0.55,1.31,1.08,0.50,0.56,0.54,0.82,0.16,0.77,0.65,0.54,1.15,1.49,1.87,0.57,1.25,1.33,1.17,-0.03,0.84,-0.84,-0.97,-0.23,1.48,2.06,2.63,3.43,4.49,6.96,4.58,2.96,2.68,3.36
