,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"6,206","7,679","6,116","7,992","11,374","7,887","10,601","13,078","12,933","11,836","15,055"
Market Cap Growth,64.28%,23.73%,-20.35%,30.68%,42.31%,-30.66%,34.41%,23.37%,-1.11%,-8.48%,-
Enterprise Value,"8,588","9,933","8,252","10,420","13,808","10,028","12,568","14,736","14,960","14,224","17,154"
PE Ratio,14.06,19.56,14.00,17.78,17.01,10.69,15.22,28.37,15.38,11.49,19.29
PS Ratio,1.69,1.31,1.07,1.38,1.77,1.12,1.52,1.96,1.67,1.40,1.92
PB Ratio,4.57,5.05,3.75,4.54,5.21,2.95,3.45,4.03,3.59,3.23,3.87
P/FCF Ratio,16.60,24.31,13.47,15.01,22.17,12.54,13.12,21.38,26.45,17.64,18.27
P/OCF Ratio,10.20,10.43,7.96,9.90,13.29,6.68,8.78,12.66,11.82,7.92,10.75
EV/Sales Ratio,2.34,1.70,1.44,1.80,2.14,1.43,1.80,2.21,1.94,1.68,2.19
EV/EBITDA Ratio,12.27,9.16,7.46,9.13,10.44,6.79,8.77,12.97,8.91,7.52,10.69
EV/EBIT Ratio,17.82,14.14,11.00,13.30,14.83,9.41,12.02,20.29,11.86,9.91,15.60
EV/FCF Ratio,22.97,31.44,18.17,19.57,26.91,15.95,15.56,24.09,30.59,21.20,20.81
Debt / Equity Ratio,1.90,1.56,1.42,1.52,1.21,0.94,0.89,0.84,0.76,0.76,0.71
Debt / EBITDA Ratio,3.68,2.19,2.10,2.34,2.00,1.70,1.91,2.41,1.63,1.48,1.73
Debt / FCF Ratio,6.88,7.53,5.11,5.01,5.17,3.98,3.38,4.48,5.59,4.16,3.37
Quick Ratio,1.26,1.26,1.46,1.48,1.26,1.82,2.23,2.44,2.01,1.64,1.35
Current Ratio,2.32,2.46,2.77,2.71,2.30,3.05,3.42,3.51,3.09,2.87,2.17
Asset Turnover,1.13,1.11,1.07,1.05,1.08,1.10,0.98,0.91,0.98,1.03,0.97
Interest Coverage,8.27,7.95,8.77,8.26,9.08,11.21,8.12,7.77,8.27,20.39,19.16
Return on Equity (ROE),39.10%,26.30%,27.30%,26.70%,33.80%,29.90%,23.60%,14.50%,24.00%,26.80%,20.80%
Return on Assets (ROA),13.50%,7.40%,8.10%,8.20%,11.20%,11.60%,9.80%,6.30%,10.60%,12.50%,9.70%
Return on Capital (ROIC),12.78%,11.51%,12.47%,11.55%,15.57%,15.69%,13.78%,8.81%,14.86%,16.59%,12.50%
Earnings Yield,7.11%,5.11%,7.14%,5.63%,5.88%,9.36%,6.57%,3.52%,6.50%,8.70%,5.23%
FCF Yield,6.02%,4.11%,7.42%,6.66%,4.51%,7.97%,7.62%,4.68%,3.78%,5.67%,5.47%
Dividend Yield,2.40%,2.00%,3.50%,2.80%,2.10%,3.60%,2.80%,2.40%,2.90%,3.70%,2.98%
Payout Ratio,33.10%,40.10%,49.20%,49.60%,35.50%,38.40%,42.90%,69.30%,45.10%,42.90%,57.41%
Buyback Yield / Dilution,-0.05%,-1.87%,1.40%,2.86%,-0.13%,-0.16%,-0.17%,-0.18%,-0.17%,2.59%,4.08%
Total Shareholder Return,2.35%,0.13%,4.90%,5.66%,1.97%,3.44%,2.63%,2.22%,2.73%,6.29%,7.06%
