,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"26,312","29,861","30,644","39,144","49,700","64,117","71,930","65,354","82,108","60,492","76,411"
Market Cap Growth,55.76%,13.49%,2.62%,27.74%,26.97%,29.01%,12.19%,-9.14%,25.64%,-26.33%,-
Enterprise Value,"26,631","30,528","31,108","39,422","49,939","67,070","74,038","67,064","82,603","61,114","77,432"
PE Ratio,26.94,26.49,24.57,25.52,12.23,32.68,33.99,31.04,31.37,22.77,25.30
PS Ratio,8.96,9.59,9.21,10.89,13.64,14.88,14.78,13.38,17.51,12.05,14.29
PB Ratio,1.24,1.43,1.49,1.92,2.22,2.47,2.75,2.48,3.00,2.25,2.71
P/FCF Ratio,19.53,25.77,21.61,23.87,29.77,27.59,29.64,25.95,35.48,20.39,23.08
P/OCF Ratio,20.55,23.12,20.00,22.60,28.38,26.27,26.91,24.07,34.18,19.79,22.53
EV/Sales Ratio,9.07,9.81,9.35,10.97,13.70,15.56,15.21,13.73,17.61,12.18,14.48
EV/EBITDA Ratio,13.39,14.37,13.51,14.95,17.51,21.07,22.16,20.01,21.04,15.22,17.36
EV/EBIT Ratio,15.21,16.14,15.00,16.35,18.89,22.86,25.81,23.23,23.33,16.73,18.87
EV/FCF Ratio,19.77,26.35,21.93,24.04,29.92,28.86,30.50,26.63,35.69,20.60,23.39
Debt / Equity Ratio,1.14,2.04,1.84,1.96,2.07,1.69,1.56,3.43,5.89,5.16,3.22
Debt / EBITDA Ratio,12.17,20.09,16.41,15.09,16.28,13.78,12.22,26.92,41.12,34.54,20.31
Debt / FCF Ratio,17.97,36.83,26.64,24.25,27.81,18.87,16.82,35.83,69.73,46.75,27.37
Quick Ratio,1.04,1.02,1.02,1.02,1.02,1.00,1.02,1.01,1.01,1.01,1.03
Current Ratio,1.05,1.02,1.03,1.03,1.03,1.01,1.03,1.01,1.01,1.01,1.03
Asset Turnover,0.06,0.05,0.04,0.05,0.05,0.06,0.07,0.04,0.03,0.03,0.04
Interest Coverage,11.57,15.84,17.67,19.52,22.59,18.60,16.11,17.37,21.21,22.45,25.72
Return on Equity (ROE),4.50%,5.30%,5.90%,7.30%,19.20%,8.30%,8.00%,7.90%,9.70%,9.60%,10.90%
Return on Assets (ROA),2.00%,1.90%,1.70%,2.30%,5.30%,2.70%,2.90%,1.70%,1.40%,1.40%,2.00%
Return on Capital (ROIC),2.20%,1.77%,2.17%,2.45%,5.40%,2.64%,3.04%,1.75%,1.10%,1.40%,2.09%
Earnings Yield,3.71%,3.77%,4.07%,3.92%,8.18%,3.06%,2.94%,3.22%,3.19%,4.39%,3.94%
FCF Yield,5.12%,3.88%,4.63%,4.19%,3.36%,3.62%,3.37%,3.85%,2.82%,4.90%,4.33%
Dividend Yield,5.60%,4.40%,5.40%,4.90%,4.20%,2.40%,2.70%,3.20%,3.00%,5.10%,2.10%
Payout Ratio,149.70%,115.10%,132.10%,124.20%,51.20%,79.40%,92.70%,100.30%,93.80%,114.70%,53.04%
Buyback Yield / Dilution,-0.63%,-0.50%,-0.54%,-0.32%,-0.37%,-1.03%,-4.22%,-0.08%,-0.11%,-0.07%,-0.09%
Total Shareholder Return,4.97%,3.90%,4.86%,4.58%,3.83%,1.37%,-1.52%,3.12%,2.89%,5.03%,2.00%
