,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"6,390","6,551","8,825","12,500","12,391","18,606","24,050","34,551","23,903","22,030","21,829"
Market Cap Growth,40.22%,2.52%,34.72%,41.64%,-0.87%,50.15%,29.26%,43.66%,-30.82%,-7.84%,-
Enterprise Value,"9,956","10,333","12,848","16,987","17,597","25,141","31,015","42,927","33,204","32,684","32,484"
PE Ratio,88.61,56.06,-58.39,85.97,34.04,53.01,31.61,61.33,46.57,238.30,220.89
PS Ratio,8.79,7.77,9.57,11.08,9.34,12.15,12.75,16.34,9.23,7.63,7.56
PB Ratio,1.67,1.65,1.80,2.10,1.69,2.10,2.05,2.13,1.26,1.19,1.18
P/FCF Ratio,-30.46,-19.23,-8.45,-11.33,-9.02,-6.66,-10.08,-5.46,-6.13,-25.68,-25.68
P/OCF Ratio,19.11,19.12,22.43,27.72,21.73,27.21,27.25,34.20,18.47,13.51,13.39
EV/Sales Ratio,13.70,12.25,13.94,15.06,13.26,16.42,16.45,20.30,12.83,11.33,11.26
EV/EBITDA Ratio,24.58,20.21,36.25,23.77,17.35,23.25,18.90,27.98,20.52,25.71,25.55
EV/EBIT Ratio,55.04,41.33,312.97,57.05,32.78,46.83,32.91,60.17,53.92,183.78,182.65
EV/FCF Ratio,-47.46,-30.33,-12.30,-15.40,-12.81,-9.00,-13.00,-6.79,-8.52,-38.10,-38.10
Debt / Equity Ratio,0.96,0.99,0.85,0.80,0.75,0.76,0.65,0.54,0.54,0.61,0.61
Debt / EBITDA Ratio,9.08,7.70,11.75,6.67,5.40,6.27,4.61,5.73,6.28,8.90,8.90
Debt / FCF Ratio,-17.54,-11.55,-3.99,-4.32,-3.99,-2.43,-3.17,-1.39,-2.61,-13.19,-13.19
Asset Turnover,0.09,0.10,0.10,0.10,0.10,0.09,0.09,0.08,0.08,0.08,0.08
Interest Coverage,2.28,2.36,0.38,2.31,3.41,3.09,5.49,5.02,6.54,2.40,2.40
Return on Equity (ROE),1.90%,3.00%,-3.60%,2.70%,5.40%,4.40%,7.40%,3.90%,2.90%,0.50%,0.50%
Return on Assets (ROA),0.90%,1.40%,-1.60%,1.30%,2.60%,2.10%,3.60%,2.00%,1.50%,0.30%,0.30%
Return on Capital (ROIC),2.38%,3.01%,0.63%,2.90%,2.90%,2.69%,3.27%,2.37%,3.77%,1.85%,1.85%
Earnings Yield,1.13%,1.78%,-1.71%,1.16%,2.94%,1.89%,3.16%,1.63%,2.15%,0.42%,0.42%
FCF Yield,-3.28%,-5.20%,-11.84%,-8.82%,-11.09%,-15.02%,-9.92%,-18.30%,-16.30%,-3.89%,-3.93%
Dividend Yield,3.20%,3.40%,2.90%,2.60%,3.20%,2.50%,2.40%,2.00%,3.20%,3.90%,4.26%
Payout Ratio,285.10%,187.10%,-162.30%,217.00%,105.70%,127.80%,70.30%,117.00%,148.40%,918.50%,940.74%
Buyback Yield / Dilution,-0.53%,-0.68%,-9.54%,-20.53%,-12.34%,-7.09%,-17.19%,-14.84%,-5.89%,-5.90%,-5.90%
Total Shareholder Return,2.67%,2.72%,-6.64%,-17.93%,-9.14%,-4.59%,-14.79%,-12.84%,-2.69%,-2.00%,-1.65%
