,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29,2017-07-29,2017-10-28,2018-02-03,2018-05-05,2018-08-04,2018-11-03,2019-02-02,2019-05-04,2019-08-03,2019-11-02,2020-02-01,2020-05-02,2020-08-01,2020-10-31,2021-01-30,2021-05-01,2021-07-31,2021-10-30,2022-01-29,2022-04-30,2022-07-30,2022-10-29,2023-01-28,2023-04-29,2023-07-29,2023-10-28,Current
Market Capitalization,"35,801","39,263","37,927","39,176","46,887","51,114","52,261","48,502","44,614","47,699","44,390","39,568","35,780","30,867","30,956","32,916","39,654","38,281","43,424","44,429","37,139","39,210","41,766","55,088","56,116","54,219","62,942","76,204","90,725","103,343","129,148","126,705","104,291","105,732","75,759","77,103","77,567","72,622","62,311","49,498","69,069"
Market Cap Growth,-10.04%,-13.17%,-17.34%,-3.94%,30.96%,30.18%,37.79%,23.80%,-4.85%,-6.68%,-15.06%,-18.42%,-19.80%,-35.29%,-30.26%,-16.81%,10.83%,24.02%,40.27%,34.98%,-6.34%,2.43%,-3.82%,23.99%,51.10%,38.28%,50.70%,38.33%,61.67%,90.60%,105.19%,66.27%,14.95%,2.31%,-41.34%,-39.15%,-25.62%,-31.31%,-17.75%,-35.80%,-
Enterprise Value,"47,703","51,443","50,080","51,564","57,402","61,043","62,177","59,237","53,328","57,886","55,620","51,163","46,017","42,755","42,633","44,548","50,333","50,618","55,424","57,289","48,862","52,514","53,739","67,999","67,313","66,143","72,196","85,025","97,112","110,546","137,021","136,208","114,593","121,669","92,287","95,183","94,115","90,132","79,524","66,614","86,185"
PE Ratio,18.16,20.77,25.07,25.71,-28.66,-36.02,-58.07,-68.99,13.27,14.20,13.51,11.83,13.09,11.10,11.17,12.46,13.61,12.96,14.09,13.77,12.65,13.01,13.25,16.98,17.10,19.57,17.87,19.94,20.77,16.72,20.47,18.68,15.02,18.05,17.93,22.36,27.90,26.69,18.47,13.63,19.08
PS Ratio,0.50,0.55,0.53,0.55,0.65,0.70,0.71,0.66,0.61,0.66,0.62,0.56,0.51,0.44,0.44,0.46,0.55,0.52,0.58,0.59,0.49,0.52,0.54,0.71,0.72,0.68,0.74,0.86,0.97,1.05,1.29,1.23,0.98,0.99,0.70,0.71,0.71,0.67,0.58,0.46,0.65
PB Ratio,2.21,2.38,2.31,2.39,3.35,3.61,3.75,3.66,3.44,3.80,3.83,3.58,3.27,2.81,2.80,2.97,3.40,3.43,3.89,4.01,3.29,3.53,3.53,4.77,4.74,4.85,5.00,5.72,6.28,6.91,8.69,9.18,8.13,9.81,7.15,7.00,6.91,6.26,5.20,3.96,5.52
P/FCF Ratio,7.61,16.29,12.07,11.23,16.90,12.83,12.26,10.25,9.81,14.69,13.87,11.19,9.07,6.42,6.36,7.01,8.95,11.63,12.16,16.16,14.61,15.54,13.53,15.57,13.51,10.80,9.78,10.26,11.46,12.93,20.48,21.14,20.42,49.11,171.01,-42.93,-51.64,144.09,37.92,13.49,18.83
P/OCF Ratio,5.49,10.31,9.66,10.26,10.50,9.20,8.99,7.76,7.49,10.38,9.69,7.91,6.57,4.75,4.50,4.66,5.72,6.23,6.45,7.33,6.22,6.78,6.89,8.46,7.88,6.71,6.68,7.62,8.62,9.96,14.62,13.96,12.09,17.36,14.69,21.54,19.30,10.88,8.35,5.63,7.85
Debt / Equity Ratio,0.77,0.78,0.79,0.80,0.91,0.90,0.91,0.96,0.98,1.13,1.10,1.16,1.16,1.33,1.26,1.29,1.14,1.20,1.18,1.24,1.18,1.30,1.15,1.20,1.16,1.48,1.31,1.11,1.03,1.00,1.03,1.11,1.26,1.58,1.67,1.73,1.67,1.62,1.57,1.52,1.52
Quick Ratio,0.05,0.06,0.07,0.05,0.19,0.26,0.24,0.14,0.32,0.34,0.13,0.10,0.20,0.22,0.18,0.18,0.20,0.09,0.08,0.05,0.10,0.09,0.12,0.06,0.18,0.32,0.46,0.31,0.42,0.42,0.38,0.25,0.27,0.05,0.05,0.04,0.11,0.07,0.08,0.09,0.09
Current Ratio,0.91,0.92,1.02,1.02,1.16,1.23,1.14,1.08,1.12,1.16,1.05,1.02,0.94,0.96,0.92,0.96,0.96,0.90,0.82,0.83,0.83,0.88,0.84,0.83,0.89,1.01,1.11,1.05,1.03,1.07,1.04,0.97,0.99,0.87,0.82,0.86,0.92,0.88,0.83,0.87,0.87
Interest Coverage,14.33,5.72,2.00,5.00,-13.25,7.34,8.85,6.28,14.30,3.20,4.24,7.47,10.44,8.38,8.47,3.44,8.66,8.67,9.89,7.25,10.30,9.13,11.14,9.04,9.92,3.81,18.94,3.05,17.32,25.16,23.79,19.20,20.39,12.15,2.94,8.27,9.09,9.19,8.60,12.54,9.69
Return on Capital (ROIC),Upgrade,9.65%,8.43%,7.86%,8.16%,12.27%,12.76%,14.05%,14.62%,12.84%,12.94%,14.22%,14.87%,13.94%,12.35%,12.20%,11.84%,13.54%,13.97%,14.64%,14.59%,13.34%,13.11%,13.70%,14.03%,14.21%,11.43%,13.45%,16.50%,17.57%,22.22%,22.51%,23.50%,24.00%,22.10%,16.03%,12.52%,10.44%,10.16%,12.18%,12.65%
Dividend Yield,2.80%,2.70%,2.90%,2.90%,2.60%,2.50%,2.50%,2.70%,3.00%,2.80%,3.00%,3.30%,3.60%,4.20%,4.30%,4.00%,3.30%,3.50%,3.00%,3.00%,3.50%,3.30%,3.10%,2.40%,2.30%,2.40%,2.10%,1.70%,1.50%,1.30%,1.00%,1.10%,1.50%,1.50%,2.20%,2.90%,3.00%,3.30%,4.00%,4.00%,2.94%
Payout Ratio,52.40%,65.20%,116.20%,94.50%,-12.50%,52.50%,44.10%,63.60%,24.50%,52.80%,47.90%,56.10%,41.70%,48.80%,49.20%,70.50%,31.20%,46.30%,41.30%,54.20%,41.80%,41.60%,35.00%,47.10%,40.00%,115.80%,19.50%,33.70%,24.70%,16.20%,18.50%,29.30%,27.60%,41.50%,225.00%,139.40%,56.50%,52.40%,59.70%,52.40%,56.12%
Buyback Yield / Dilution,2.68%,1.74%,0.56%,-0.35%,-0.96%,-1.28%,-0.41%,1.69%,4.47%,6.59%,8.46%,8.59%,8.29%,8.05%,5.95%,4.68%,3.31%,2.56%,2.83%,3.05%,3.96%,3.97%,3.77%,3.09%,2.33%,2.64%,2.27%,1.83%,1.17%,0.47%,1.37%,3.17%,5.06%,7.07%,6.81%,5.50%,3.64%,1.05%,0.24%,-0.02%,-0.02%
Total Shareholder Return,5.48%,4.44%,3.46%,2.55%,1.64%,1.22%,2.09%,4.39%,7.47%,9.39%,11.46%,11.89%,11.89%,12.25%,10.25%,8.68%,6.61%,6.06%,5.83%,6.05%,7.46%,7.27%,6.87%,5.49%,4.63%,5.04%,4.37%,3.53%,2.67%,1.77%,2.37%,4.27%,6.56%,8.57%,9.01%,8.40%,6.64%,4.35%,4.24%,3.98%,2.92%
