,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-07-03,2021-10-02,2022-01-01,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30
Revenue,"1,100","1,136","1,039","1,219",929.3,"1,004","1,030","1,274","1,033","1,155","1,038","1,322",995.2,"1,134","1,289","1,785","1,322","1,484","1,381","1,801","1,331","1,514","1,358","1,816","1,073",714.8,"1,172","1,685","1,273","1,615","1,481","2,141","1,438","1,625","1,507","2,025","1,510","1,620","1,513","2,085"
Revenue Growth (YoY),-7.41%,-7.07%,-9.73%,-14.10%,-15.49%,-11.63%,-0.82%,4.46%,11.17%,14.99%,0.71%,3.76%,-3.67%,-1.80%,24.22%,35.05%,32.88%,30.86%,7.16%,0.89%,0.68%,2.02%,-1.69%,0.84%,-19.43%,-52.78%,-13.68%,-7.19%,18.70%,125.99%,26.34%,27.04%,12.90%,0.59%,1.73%,-5.41%,5.01%,-0.33%,0.44%,2.92%
Cost of Revenue,318.3,429.8,323.4,379.4,263.8,316.4,333.8,414.7,320.1,371.9,322.9,415.5,289.5,379.3,526,608.8,414.8,481.9,446.1,597.3,415.5,514.5,443.4,606.3,456.5,215.9,342,511.7,361.4,449.3,412.2,683.8,432.4,505.7,451.9,636.1,411.2,446.8,415.5,591.3
Gross Profit,781.3,706.4,715.4,840,665.5,687.7,696.5,859.1,713,782.7,714.7,906.2,705.7,754.5,762.9,"1,176",907.6,"1,002",935.1,"1,204",915.9,999.2,914.5,"1,210",616.2,498.9,830.2,"1,174",911.9,"1,166","1,069","1,457","1,005","1,119","1,055","1,389","1,098","1,173","1,098","1,493"
"Selling, General & Admin",518.6,606.6,535.6,564.6,541.5,648.9,555.1,598.1,578.7,665.9,548.8,628.8,554.6,561.5,784.7,829.8,748.6,813.4,772.8,827,806.1,828.1,862.9,846.6,"1,302",301.2,628,784.3,795.2,906.4,773.7,994.6,835.6,870.7,800.3,971.1,872,899.1,844.5,"1,046"
Other Operating Expenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Operating Expenses,518.6,606.6,535.6,564.6,541.5,648.9,555.1,598.1,578.7,665.9,548.8,628.8,554.6,561.5,784.7,829.8,748.6,813.4,772.8,827,806.1,828.1,862.9,846.6,"1,302",778.9,628,784.3,795.2,906.4,773.7,994.6,835.6,870.7,800.3,971.1,872,899.1,844.5,"1,046"
Operating Income,262.7,99.8,179.8,275.4,124,38.8,141.4,261,134.3,116.8,165.9,277.4,151.1,193,-21.8,346.4,159,188.4,162.3,376.5,109.8,171.1,51.6,363.1,-685.5,-280,202.2,389.4,116.7,259.7,295,462.8,169.5,248.5,254.3,418.2,226.3,273.6,253.2,447.6
Interest Expense / Income,2,-0.6,-0.7,-0.4,1.2,6.3,6.7,6.3,6.5,7.4,5.7,5.1,4,13.6,20.5,22.2,16.9,14.4,13.1,13.2,10.6,11,12.3,14,13.5,20.3,19.4,18.7,16.9,16.4,16.1,15.9,14.8,11.9,7.4,7.9,6.1,6.2,13.3,49.2
Other Expense / Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,4.6,-4.2,4,1.2,12.7,-5.9,6,0.5,-2.6,-3.6,4.4,1.1,2.2,56.8,3,8.1,10.7,-6.6,-3,0.6,1.4,-4.7
